
Thu Jan  1 00:00:01 1970

Flight Log #2
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.1'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[19090,0,[0,0,0],[-0.032223,0.013744,0.039554],[-0.215746,0.411879,-0.156906],[0.356531,-0.131605,9.824930],[-0.039091,-0.093636,-0.029592],[-102,191,334]]
DATA[19140,0,[0,0,0],[-0.030085,0.013592,0.039401],[-0.156906,0.451106,-0.156906],[0.363709,-0.122034,9.805787],[-0.040000,-0.100909,-0.022449],[-96,191,324]]
DATA[19190,0,[0,0,0],[-0.033598,0.014355,0.042150],[-0.137293,0.431493,-0.156906],[0.385244,-0.126820,9.820144],[-0.041818,-0.093636,-0.027551],[-92,197,331]]
DATA[19250,0,[0,0,0],[-0.035277,0.015882,-0.000305],[-0.254973,0.411879,-0.117680],[0.356531,-0.145962,9.824930],[-0.040909,-0.092727,-0.028571],[-97,191,343]]
DATA[19310,0,[0,0,0],[-0.032070,0.013592,0.040012],[-0.137293,0.451106,-0.117680],[0.370888,-0.126820,9.786645],[-0.036364,-0.100000,-0.028571],[-23,195,325]]
DATA[19360,0,[0,0,0],[-0.036041,0.008247,0.044899],[-0.176520,0.353039,10.159690],[0.378066,-0.136391,9.805787],[-0.037273,-0.097273,-0.028571],[-92,195,335]]
DATA[19420,0,[0,0,0],[-0.031460,0.012675,0.043982],[-0.176520,0.451106,-0.137293],[0.378066,-0.122034,9.834501],[-0.039091,-0.098182,-0.026531],[-96,196,334]]
DATA[19470,0,[0,0,0],[-0.033598,0.015272,0.043830],[-0.058840,0.392266,10.159690],[0.366102,-0.122034,9.824930],[-0.040909,-0.089091,-0.027551],[-93,197,334]]
DATA[19520,0,[0,0,0],[-0.033750,0.016799,0.041233],[-0.176520,0.451106,-0.117680],[0.356531,-0.112463,9.805787],[-0.037273,-0.100909,-0.023469],[-95,195,328]]
DATA[19580,0,[0,0,0],[-0.031765,0.010996,-0.000458],[-0.137293,0.411879,10.081236],[0.380459,-0.122034,9.810573],[-0.038182,-0.100000,-0.026531],[-86,195,333]]
DATA[19630,0,[0,0,0],[-0.032529,0.016493,0.040317],[-0.235360,0.411879,10.179303],[0.344566,-0.117248,9.815358],[-0.040909,-0.091818,-0.029592],[-87,192,328]]
DATA[19680,0,[0,0,0],[-0.030238,0.012828,-0.001374],[-0.117680,0.431493,-0.137293],[0.378066,-0.126820,9.824930],[-0.038182,-0.093636,-0.027551],[-93,190,341]]
DATA[19740,0,[0,0,0],[-0.036957,-0.019395,-0.002596],[-0.156906,0.431493,10.179303],[0.368495,-0.169890,9.791430],[-0.037273,-0.097273,-0.028571],[-89,191,329]]
DATA[19800,0,[0,0,0],[-0.031307,0.012370,0.043830],[-0.156906,-0.156906,-0.137293],[0.366102,-0.145962,9.772287],[-0.040000,-0.099091,-0.026531],[-91,188,331]]
DATA[19860,0,[0,0,0],[-0.030391,0.012217,0.045204],[-0.156906,0.431493,10.179303],[0.373280,-0.136391,9.815358],[-0.039091,-0.090000,-0.028571],[-92,191,331]]
DATA[19910,0,[0,0,0],[-0.032987,0.015272,0.039095],[-0.137293,0.431493,10.179303],[0.363709,-0.122034,9.820144],[-0.038182,-0.093636,-0.029592],[-98,189,322]]
DATA[19960,0,[0,0,0],[-0.031918,0.011606,0.040317],[-0.156906,0.353039,10.179303],[0.366102,-0.150748,9.824930],[-0.038182,-0.102727,-0.029592],[-101,194,330]]
DATA[20020,0,[0,0,0],[-0.028863,0.014661,-0.000153],[-0.098067,0.451106,-0.117680],[0.366102,-0.155533,9.829716],[-0.038182,-0.098182,-0.023469],[-94,196,344]]
DATA[20070,0,[0,0,0],[-0.033292,0.017410,0.041386],[-0.098067,0.411879,-0.156906],[0.370888,-0.141177,9.820144],[-0.041818,-0.091818,-0.032653],[-97,190,333]]
DATA[20120,0,[0,0,0],[-0.035277,0.013744,0.044288],[-0.196133,-0.156906,-0.137293],[0.356531,-0.112463,9.824930],[-0.038182,-0.100000,-0.025510],[-93,200,334]]
DATA[20180,0,[0,0,0],[-0.035888,0.012981,-0.000611],[-0.196133,0.392266,-0.117680],[0.370888,-0.117248,9.796216],[-0.039091,-0.101818,-0.025510],[-93,197,322]]
DATA[20240,0,[0,0,0],[-0.032529,0.011606,0.043524],[-0.156906,0.411879,10.120462],[0.387637,-0.117248,9.786645],[-0.042727,-0.094545,-0.026531],[-97,192,333]]
DATA[20290,0,[0,0,0],[-0.032070,0.012828,0.045662],[-0.196133,0.411879,-0.156906],[0.394816,-0.112463,9.796216],[-0.038182,-0.092727,-0.028571],[-89,193,336]]
DATA[20350,0,[0,0,0],[-0.031307,-0.017868,-0.004887],[-0.176520,0.431493,10.140077],[0.351745,-0.131605,9.834501],[-0.038182,-0.094545,-0.029592],[-92,194,327]]
DATA[20400,0,[0,0,0],[-0.024587,0.010079,0.042302],[-0.176520,0.431493,-0.117680],[0.361316,-0.122034,9.810573],[-0.037273,-0.100000,-0.023469],[-96,194,327]]
DATA[20450,0,[0,0,0],[-0.036805,0.011759,0.039095],[-0.156906,0.431493,-0.039227],[0.385244,-0.112463,9.805787],[-0.037273,-0.094545,-0.031633],[-94,193,322]]
DATA[20510,0,[0,0,0],[-0.038943,0.015424,0.042761],[-0.137293,0.411879,10.179303],[0.373280,-0.145962,9.791430],[-0.040000,-0.093636,-0.029592],[-91,191,332]]
DATA[20560,0,[0,0,0],[-0.033598,0.015882,0.042302],[-0.176520,0.411879,-0.156906],[0.378066,-0.136391,9.848858],[-0.035455,-0.098182,-0.027551],[-90,190,331]]
DATA[20620,0,[0,0,0],[-0.027336,0.010385,0.039706],[-0.215746,0.451106,10.140077],[0.382852,-0.122034,9.786645],[-0.039091,-0.099091,-0.028571],[-96,189,332]]
DATA[20670,0,[0,0,0],[-0.031612,0.012828,0.041692],[-0.196133,0.451106,-0.137293],[0.344566,-0.112463,9.839287],[-0.040909,-0.091818,-0.029592],[-93,199,335]]
DATA[20730,0,[0,0,0],[-0.031460,0.018479,-0.003360],[-0.196133,0.451106,10.159690],[0.354138,-0.117248,9.839287],[-0.038182,-0.095455,-0.027551],[-92,199,342]]
DATA[20780,0,[0,0,0],[-0.030543,0.012675,0.043219],[-0.156906,0.411879,10.140077],[0.406780,-0.145962,9.820144],[-0.037273,-0.100909,-0.026531],[-92,192,334]]
DATA[20840,0,[0,0,0],[-0.033292,0.016035,-0.001069],[-0.215746,0.451106,-0.137293],[0.361316,-0.122034,9.805787],[-0.040909,-0.094545,-0.031633],[-85,188,328]]
DATA[20890,0,[0,0,0],[-0.033445,0.017868,0.042913],[-0.078453,-0.156906,-0.117680],[0.349352,-0.169890,9.815358],[-0.039091,-0.096364,-0.029592],[-97,196,337]]
DATA[20940,0,[0,0,0],[-0.034972,0.014813,0.041844],[-0.196133,0.372653,-0.156906],[0.390030,-0.131605,9.805787],[-0.040909,-0.099091,-0.027551],[-97,199,333]]
DATA[21000,0,[0,0,0],[-0.033292,0.011301,0.042302],[-0.117680,0.353039,10.179303],[0.385244,-0.136391,9.796216],[-0.040000,-0.095455,-0.029592],[-95,199,325]]
DATA[21060,0,[0,0,0],[-0.033598,0.016493,0.042913],[-0.196133,0.431493,-0.156906],[0.375673,-0.126820,9.820144],[-0.039091,-0.090909,-0.031633],[-103,189,342]]
DATA[21110,0,[0,0,0],[-0.030085,0.013439,0.040928],[-0.137293,0.411879,10.140077],[0.358923,-0.122034,9.834501],[-0.037273,-0.097273,-0.030612],[-93,194,330]]
DATA[21170,0,[0,0,0],[-0.036346,0.010385,0.041233],[-0.196133,0.451106,-0.098067],[0.354138,-0.145962,9.815358],[-0.040909,-0.100909,-0.026531],[-96,199,330]]
DATA[21220,0,[0,0,0],[-0.038332,0.008247,0.044746],[-0.156906,0.431493,-0.117680],[0.370888,-0.141177,9.824930],[-0.040000,-0.093636,-0.030612],[-92,188,333]]
DATA[21270,0,[0,0,0],[-0.036194,0.013134,0.040012],[-0.176520,0.431493,10.120462],[0.363709,-0.141177,9.805787],[-0.038182,-0.095455,-0.028571],[-93,271,342]]
DATA[21330,0,[0,0,0],[-0.031460,0.017104,0.040164],[-0.117680,-0.137293,-0.137293],[0.370888,-0.155533,9.829716],[-0.040000,-0.101818,-0.026531],[-94,192,331]]
DATA[21380,0,[0,0,0],[-0.032376,0.013286,-0.001833],[-0.137293,0.451106,10.100849],[0.375673,-0.150748,9.815358],[-0.040909,-0.100000,-0.025510],[-98,193,333]]
DATA[21440,0,[0,0,0],[-0.029780,0.016493,0.042302],[-0.156906,0.451106,10.179303],[0.380459,-0.165105,9.834501],[-0.039091,-0.092727,-0.029592],[-98,198,329]]
DATA[21500,0,[0,0,0],[-0.036194,0.012675,0.041386],[-0.117680,0.431493,10.159690],[0.375673,-0.131605,9.767502],[-0.039091,-0.095455,-0.028571],[-97,194,332]]
DATA[21550,0,[0,0,0],[-0.034972,0.013286,0.044135],[-0.176520,0.372653,10.159690],[0.368495,-0.117248,9.820144],[-0.038182,-0.100000,-0.028571],[-98,190,334]]
DATA[21610,0,[0,0,0],[-0.023976,0.011912,-0.001069],[-0.215746,0.451106,10.120462],[0.361316,-0.122034,9.820144],[-0.040000,-0.095455,-0.028571],[-96,201,333]]
DATA[21660,0,[0,0,0],[-0.031918,0.014508,0.040623],[-0.235360,0.372653,10.140077],[0.378066,-0.179462,9.820144],[-0.041818,-0.092727,-0.031633],[-92,195,325]]
DATA[21710,0,[0,0,0],[-0.035277,0.012217,0.039401],[-0.098067,0.431493,10.100849],[0.378066,-0.122034,9.801002],[-0.039091,-0.096364,-0.028571],[-95,198,340]]
DATA[21770,0,[0,0,0],[-0.035277,0.016493,0.040164],[-0.215746,0.431493,-0.156906],[0.358923,-0.098106,9.781859],[-0.038182,-0.098182,-0.025510],[-85,201,322]]
DATA[21820,0,[0,0,0],[-0.034667,0.013439,0.043982],[-0.196133,-0.156906,10.140077],[0.358923,-0.126820,9.781859],[-0.040909,-0.093636,-0.027551],[-90,198,331]]
DATA[21880,0,[0,0,0],[-0.034819,0.007483,-0.002902],[-0.196133,0.392266,-0.156906],[0.366102,-0.126820,9.839287],[-0.040000,-0.091818,-0.030612],[-88,201,331]]
DATA[21940,0,[0,0,0],[-0.029780,0.012828,0.043066],[-0.274586,0.451106,10.042009],[0.382852,-0.160319,9.820144],[-0.037273,-0.098182,-0.028571],[-88,202,323]]
DATA[21990,0,[0,0,0],[-0.034819,0.018326,-0.002749],[-0.156906,0.411879,-0.156906],[0.385244,-0.160319,9.772287],[-0.042727,-0.098182,-0.026531],[-92,196,332]]
DATA[22040,0,[0,0,0],[-0.027489,0.012523,0.041539],[-0.196133,0.451106,-0.117680],[0.361316,-0.102891,9.805787],[-0.040000,-0.093636,-0.028571],[-92,195,330]]
DATA[22100,0,[0,0,0],[-0.032376,0.010843,0.041692],[-0.196133,0.411879,10.179303],[0.366102,-0.126820,9.805787],[-0.035455,-0.094545,-0.029592],[-95,194,331]]
DATA[22150,0,[0,0,0],[-0.031918,0.011301,0.043982],[-0.196133,0.411879,10.120462],[0.401994,-0.150748,9.781859],[-0.038182,-0.098182,-0.026531],[-95,196,330]]
DATA[22200,0,[0,0,0],[-0.030391,0.015577,0.039554],[-0.176520,0.411879,10.159690],[0.378066,-0.117248,9.796216],[-0.039091,-0.098182,-0.027551],[-93,198,324]]
DATA[22260,0,[0,0,0],[-0.036499,0.013592,0.040012],[-0.137293,0.451106,10.140077],[0.349352,-0.141177,9.839287],[-0.040909,-0.092727,-0.029592],[-90,194,336]]
DATA[22320,0,[0,0,0],[-0.028100,0.010079,-0.002596],[-0.137293,0.411879,-0.156906],[0.370888,-0.169890,9.786645],[-0.040000,-0.097273,-0.028571],[-96,195,329]]
DATA[22370,0,[0,0,0],[-0.024740,0.015730,-0.000611],[-0.196133,0.411879,-0.117680],[0.349352,-0.145962,9.781859],[-0.038182,-0.100909,-0.026531],[-99,205,329]]
DATA[22430,0,[0,0,0],[-0.033292,0.009010,-0.001833],[-0.156906,0.451106,-0.137293],[0.349352,-0.169890,9.781859],[-0.040000,-0.098182,-0.025510],[-100,208,340]]
DATA[22480,0,[0,0,0],[-0.032376,0.014050,-0.001374],[-0.196133,-0.156906,10.100849],[0.368495,-0.107677,9.810573],[-0.040909,-0.093636,-0.031633],[-91,196,326]]
DATA[22530,0,[0,0,0],[-0.032070,0.013439,0.039095],[-0.176520,0.411879,10.120462],[0.363709,-0.136391,9.824930],[-0.037273,-0.096364,-0.028571],[-96,195,326]]
DATA[22590,0,[0,0,0],[-0.036805,0.012675,0.044135],[-0.117680,-0.156906,10.179303],[0.385244,-0.150748,9.810573],[-0.037273,-0.100909,-0.023469],[-92,201,332]]
DATA[22640,0,[0,0,0],[-0.033750,0.010690,0.041692],[-0.176520,0.411879,10.159690],[0.370888,-0.136391,9.820144],[-0.040909,-0.095455,-0.026531],[-92,198,326]]
DATA[22700,0,[0,0,0],[-0.031001,0.015272,-0.001374],[-0.176520,0.392266,10.179303],[0.368495,-0.112463,9.829716],[-0.037273,-0.092727,-0.027551],[-89,209,332]]
DATA[22760,0,[0,0,0],[-0.030849,0.016493,0.040775],[-0.215746,0.431493,-0.156906],[0.394816,-0.117248,9.820144],[-0.037273,-0.095455,-0.030612],[-90,198,334]]
DATA[22810,0,[0,0,0],[-0.033903,0.014203,-0.002138],[-0.156906,0.372653,10.159690],[0.351745,-0.145962,9.834501],[-0.040909,-0.097273,-0.025510],[-91,202,336]]
DATA[22860,0,[0,0,0],[-0.035888,0.013439,0.040470],[-0.254973,-0.156906,10.179303],[0.358923,-0.131605,9.762716],[-0.043636,-0.093636,-0.028571],[-85,195,348]]
DATA[22920,0,[0,0,0],[-0.028863,0.012675,0.041233],[-0.196133,0.411879,10.042009],[0.349352,-0.145962,9.824930],[-0.040909,-0.093636,-0.028571],[-89,199,333]]
DATA[22980,0,[0,0,0],[-0.034819,0.009163,0.043219],[-0.196133,0.313813,10.159690],[0.337388,-0.122034,9.801002],[-0.037273,-0.096364,-0.028571],[-100,204,336]]
DATA[23040,0,[0,0,0],[-0.030238,0.010537,0.039248],[-0.176520,0.431493,10.179303],[0.361316,-0.150748,9.815358],[-0.038182,-0.099091,-0.027551],[-99,195,333]]
DATA[23090,0,[0,0,0],[-0.034514,0.015272,-0.002138],[-0.156906,0.431493,10.140077],[0.351745,-0.126820,9.815358],[-0.039091,-0.096364,-0.028571],[-90,204,333]]
DATA[23140,0,[0,0,0],[-0.035125,0.013134,0.039095],[-0.215746,0.372653,10.140077],[0.373280,-0.145962,9.844072],[-0.038182,-0.090909,-0.030612],[-99,192,328]]
DATA[23200,0,[0,0,0],[-0.035736,0.014203,-0.001069],[-0.156906,0.451106,-0.058840],[0.370888,-0.131605,9.839287],[-0.036364,-0.099091,-0.028571],[-90,201,327]]
DATA[23250,0,[0,0,0],[-0.032681,0.014813,0.039554],[-0.137293,0.451106,10.100849],[0.370888,-0.112463,9.824930],[-0.038182,-0.098182,-0.027551],[-98,193,334]]
DATA[23310,0,[0,0,0],[-0.028711,0.012065,0.039706],[-0.156906,-0.156906,10.179303],[0.368495,-0.126820,9.829716],[-0.042727,-0.094545,-0.027551],[-97,196,334]]
DATA[23370,0,[0,0,0],[-0.035583,0.014508,-0.001527],[-0.215746,0.392266,10.120462],[0.346959,-0.141177,9.820144],[-0.038182,-0.090000,-0.028571],[-99,198,345]]
DATA[23420,0,[0,0,0],[-0.036805,0.015882,0.045968],[-0.137293,0.451106,10.140077],[0.325424,-0.174676,9.810573],[-0.034545,-0.098182,-0.024490],[-97,193,339]]
DATA[23470,0,[0,0,0],[-0.036194,0.014661,-0.001527],[-0.215746,0.431493,10.120462],[0.380459,-0.150748,9.829716],[-0.040909,-0.095455,-0.025510],[-92,193,333]]
DATA[23530,0,[0,0,0],[-0.027184,0.013592,0.039706],[-0.176520,0.431493,-0.156906],[0.368495,-0.122034,9.805787],[-0.042727,-0.091818,-0.031633],[-86,195,333]]
DATA[23580,0,[0,0,0],[-0.029016,0.012523,0.041233],[-0.196133,0.411879,10.140077],[0.356531,-0.112463,9.848858],[-0.038182,-0.097273,-0.029592],[-97,203,340]]
DATA[23630,0,[0,0,0],[-0.038332,0.013286,-0.000305],[-0.196133,0.431493,-0.156906],[0.373280,-0.145962,9.810573],[-0.038182,-0.099091,-0.024490],[-98,193,341]]
DATA[23690,0,[0,0,0],[-0.029780,0.014050,0.040317],[-0.215746,0.431493,10.120462],[0.375673,-0.107677,9.824930],[-0.039091,-0.098182,-0.027551],[-96,200,328]]
DATA[23750,0,[0,0,0],[-0.033750,0.012065,0.040928],[-0.235360,0.411879,10.100849],[0.356531,-0.126820,9.815358],[-0.040000,-0.090909,-0.029592],[-92,193,331]]
DATA[23800,0,[0,0,0],[-0.031154,-0.015119,-0.001374],[-0.137293,0.411879,10.159690],[0.361316,-0.136391,9.810573],[-0.040000,-0.096364,-0.026531],[-95,188,329]]
DATA[23860,0,[0,0,0],[-0.029627,0.012828,-0.000916],[-0.196133,-0.156906,10.120462],[0.387637,-0.122034,9.815358],[-0.040909,-0.098182,-0.027551],[-97,183,334]]
DATA[23910,0,[0,0,0],[-0.033750,0.013897,0.039401],[-0.117680,0.451106,-0.156906],[0.368495,-0.074178,9.781859],[-0.039091,-0.092727,-0.027551],[-91,195,331]]
DATA[23960,0,[0,0,0],[-0.035125,0.012065,0.040775],[-0.176520,-0.137293,-0.137293],[0.361316,-0.102891,9.824930],[-0.038182,-0.091818,-0.031633],[-96,192,334]]
DATA[24020,0,[0,0,0],[-0.033750,0.015272,0.039401],[-0.176520,0.451106,10.159690],[0.339781,-0.131605,9.820144],[-0.038182,-0.100909,-0.024490],[-94,189,324]]
DATA[24070,0,[0,0,0],[-0.029932,0.015119,0.039401],[-0.235360,0.451106,-0.117680],[0.366102,-0.131605,9.781859],[-0.040909,-0.098182,-0.027551],[-96,191,340]]
DATA[24130,0,[0,0,0],[-0.031765,0.014050,0.043371],[-0.235360,0.411879,10.159690],[0.366102,-0.098106,9.805787],[-0.040000,-0.093636,-0.030612],[-96,199,333]]
DATA[24180,0,[0,0,0],[-0.028558,0.014661,-0.002138],[-0.294199,-0.137293,10.179303],[0.373280,-0.122034,9.786645],[-0.041818,-0.092727,-0.030612],[-98,189,339]]
DATA[24230,0,[0,0,0],[-0.026114,0.015119,-0.000305],[-0.196133,0.411879,10.159690],[0.373280,-0.102891,9.820144],[-0.039091,-0.095455,-0.029592],[-95,188,347]]
DATA[24280,0,[0,0,0],[-0.028711,0.012217,-0.000458],[-0.196133,0.431493,10.159690],[0.363709,-0.122034,9.820144],[-0.039091,-0.100000,-0.025510],[-93,193,330]]
DATA[24340,0,[0,0,0],[-0.034514,0.005345,0.043524],[-0.196133,-0.117680,-0.156906],[0.385244,-0.141177,9.829716],[-0.040000,-0.096364,-0.026531],[-102,192,339]]
DATA[24400,0,[0,0,0],[-0.030543,0.010079,-0.001985],[-0.137293,0.451106,10.140077],[0.387637,-0.112463,9.810573],[-0.038182,-0.091818,-0.029592],[-96,194,328]]
DATA[24450,0,[0,0,0],[-0.029474,0.012370,0.040317],[-0.117680,-0.156906,10.159690],[0.339781,-0.141177,9.805787],[-0.036364,-0.098182,-0.028571],[-91,195,335]]
DATA[24510,0,[0,0,0],[-0.030696,0.019395,-0.001222],[-0.117680,0.451106,-0.156906],[0.380459,-0.107677,9.829716],[-0.039091,-0.100000,-0.024490],[-95,200,334]]
DATA[24560,0,[0,0,0],[-0.031612,0.014661,0.041386],[-0.196133,0.411879,10.159690],[0.363709,-0.131605,9.815358],[-0.040909,-0.088182,-0.027551],[-98,194,326]]
DATA[24620,0,[0,0,0],[-0.035125,0.015730,-0.000611],[-0.156906,0.372653,10.159690],[0.368495,-0.131605,9.810573],[-0.041818,-0.091818,-0.029592],[-90,190,328]]
DATA[24670,0,[0,0,0],[-0.032987,0.016952,0.040775],[-0.117680,-0.156906,-0.156906],[0.385244,-0.141177,9.820144],[-0.037273,-0.100000,-0.025510],[-92,197,327]]
DATA[24720,0,[0,0,0],[-0.028863,0.014203,0.039248],[-0.098067,0.431493,10.179303],[0.368495,-0.169890,9.810573],[-0.037273,-0.097273,-0.028571],[-92,196,325]]
DATA[24780,0,[0,0,0],[-0.034514,0.016035,-0.000305],[-0.215746,0.372653,10.179303],[0.351745,-0.160319,9.805787],[-0.039091,-0.097273,-0.025510],[-106,190,332]]
DATA[24840,0,[0,0,0],[-0.032834,0.011301,0.039401],[-0.313813,0.333426,10.179303],[0.337388,-0.131605,9.772287],[-0.038182,-0.097273,-0.027551],[-95,191,330]]
DATA[24890,0,[0,0,0],[-0.033445,0.012675,0.045051],[-0.176520,-0.156906,10.159690],[0.356531,-0.102891,9.820144],[-0.037273,-0.099091,-0.028571],[-104,193,330]]
DATA[24950,0,[0,0,0],[-0.032834,0.010079,0.043677],[-0.176520,0.333426,10.140077],[0.387637,-0.112463,9.863214],[-0.040000,-0.100000,-0.026531],[-96,197,332]]
DATA[25000,0,[0,0,0],[-0.035277,0.015119,-0.000611],[-0.156906,0.451106,10.140077],[0.358923,-0.112463,9.810573],[-0.043636,-0.091818,-0.027551],[-87,196,335]]
DATA[25050,0,[0,0,0],[-0.031307,0.014050,0.039401],[-0.156906,0.392266,-0.137293],[0.344566,-0.160319,9.824930],[-0.037273,-0.099091,-0.027551],[-95,192,333]]
DATA[25110,0,[0,0,0],[-0.031612,0.014050,0.041844],[-0.098067,0.372653,10.061623],[0.344566,-0.122034,9.815358],[-0.037273,-0.097273,-0.026531],[-92,194,323]]
DATA[25160,0,[0,0,0],[-0.029474,0.014966,0.041081],[-0.137293,0.451106,-0.137293],[0.354138,-0.165105,9.820144],[-0.040909,-0.097273,-0.027551],[-98,193,334]]
DATA[25220,0,[0,0,0],[-0.027947,0.012981,0.040928],[-0.215746,0.451106,10.179303],[0.380459,-0.126820,9.839287],[-0.039091,-0.093636,-0.026531],[-101,194,338]]
DATA[25280,0,[0,0,0],[-0.033750,0.012370,-0.000611],[-0.117680,0.333426,-0.137293],[0.330210,-0.107677,9.805787],[-0.038182,-0.094545,-0.029592],[-94,195,333]]
DATA[25330,0,[0,0,0],[-0.031154,0.013592,-0.000305],[-0.235360,-0.117680,10.120462],[0.344566,-0.136391,9.824930],[-0.040000,-0.099091,-0.025510],[-88,198,345]]
DATA[25380,0,[0,0,0],[-0.032834,0.013134,0.042761],[-0.176520,0.313813,10.081236],[0.339781,-0.112463,9.820144],[-0.039091,-0.096364,-0.027551],[-101,203,328]]
DATA[25440,0,[0,0,0],[-0.029322,0.017257,-0.000611],[-0.078453,-0.156906,10.179303],[0.358923,-0.141177,9.810573],[-0.042727,-0.091818,-0.029592],[-97,194,339]]
DATA[25490,0,[0,0,0],[-0.030849,0.013439,0.041233],[-0.254973,-0.117680,10.140077],[0.361316,-0.117248,9.796216],[-0.039091,-0.097273,-0.029592],[-97,195,341]]
DATA[25540,0,[0,0,0],[-0.031918,0.014508,-0.001985],[-0.313813,0.411879,10.120462],[0.356531,-0.136391,9.805787],[-0.042727,-0.099091,-0.027551],[-97,196,340]]
DATA[25600,0,[0,0,0],[-0.031460,0.014661,0.041844],[-0.196133,0.411879,-0.058840],[0.370888,-0.131605,9.767502],[-0.040000,-0.092727,-0.028571],[-93,202,331]]
DATA[25660,0,[0,0,0],[-0.029627,0.010996,-0.000153],[-0.176520,-0.156906,10.179303],[0.366102,-0.136391,9.801002],[-0.035455,-0.100000,-0.027551],[-86,199,336]]
DATA[25710,0,[0,0,0],[-0.034361,0.015119,0.040470],[-0.156906,0.392266,-0.058840],[0.358923,-0.126820,9.856036],[-0.040000,-0.095455,-0.029592],[-92,197,334]]
DATA[25770,0,[0,0,0],[-0.027947,0.013134,0.041386],[-0.196133,0.392266,10.120462],[0.368495,-0.122034,9.791430],[-0.037273,-0.091818,-0.031633],[-98,200,329]]
DATA[25820,0,[0,0,0],[-0.033292,0.012523,0.039248],[-0.176520,0.372653,10.140077],[0.378066,-0.112463,9.815358],[-0.037273,-0.097273,-0.028571],[-100,197,325]]
DATA[25880,0,[0,0,0],[-0.034208,0.015272,-0.002443],[-0.156906,0.431493,10.140077],[0.366102,-0.131605,9.781859],[-0.040909,-0.098182,-0.026531],[-98,190,338]]
DATA[25940,0,[0,0,0],[-0.026878,0.014813,-0.001527],[-0.137293,0.372653,-0.156906],[0.373280,-0.122034,9.829716],[-0.040909,-0.095455,-0.026531],[-99,194,339]]
DATA[25990,0,[0,0,0],[-0.027642,0.010537,-0.001527],[-0.156906,0.431493,10.179303],[0.356531,-0.145962,9.815358],[-0.041818,-0.092727,-0.026531],[-101,200,329]]
DATA[26050,0,[0,0,0],[-0.030238,0.011759,0.039554],[-0.196133,0.431493,10.179303],[0.378066,-0.141177,9.791430],[-0.038182,-0.096364,-0.027551],[-98,196,326]]
DATA[26100,0,[0,0,0],[-0.027489,0.011759,-0.002443],[-0.196133,0.451106,-0.078453],[0.385244,-0.112463,9.820144],[-0.040000,-0.101818,-0.029592],[-101,191,338]]
DATA[26150,0,[0,0,0],[-0.036957,0.013286,-0.001680],[-0.196133,0.392266,-0.098067],[0.366102,-0.131605,9.796216],[-0.040909,-0.093636,-0.026531],[-104,194,336]]
DATA[26210,0,[0,0,0],[-0.030696,0.011301,-0.000916],[-0.098067,0.431493,10.159690],[0.380459,-0.122034,9.820144],[-0.040000,-0.093636,-0.030612],[32,197,334]]
DATA[26260,0,[0,0,0],[-0.035125,0.015730,0.043371],[-0.156906,0.411879,-0.156906],[0.354138,-0.131605,9.834501],[-0.040000,-0.098182,-0.026531],[-98,191,330]]
DATA[26320,0,[0,0,0],[-0.027184,0.014355,-0.001069],[-0.156906,0.372653,10.120462],[0.382852,-0.122034,9.848858],[-0.038182,-0.097273,-0.025510],[-96,197,324]]
DATA[26370,0,[0,0,0],[-0.031460,0.016799,0.044593],[-0.156906,-0.156906,-0.156906],[0.373280,-0.088534,9.810573],[-0.040909,-0.092727,-0.027551],[-101,201,340]]
DATA[26430,0,[0,0,0],[-0.034819,0.011912,0.043830],[-0.215746,0.451106,-0.156906],[0.361316,-0.117248,9.853643],[-0.038182,-0.094545,-0.030612],[-97,201,341]]
DATA[26480,0,[0,0,0],[-0.033139,0.010079,0.039859],[-0.117680,0.372653,10.159690],[0.356531,-0.131605,9.820144],[-0.040000,-0.099091,-0.029592],[-99,189,336]]
DATA[26540,0,[0,0,0],[-0.030391,0.016493,-0.002291],[-0.196133,0.431493,-0.137293],[0.368495,-0.107677,9.815358],[-0.039091,-0.097273,-0.024490],[-95,194,328]]
DATA[26590,0,[0,0,0],[-0.028711,0.013592,0.039248],[-0.176520,-0.137293,-0.156906],[0.356531,-0.131605,9.801002],[-0.040909,-0.095455,-0.028571],[-93,191,326]]
DATA[26640,0,[0,0,0],[-0.032681,0.012828,-0.002291],[-0.176520,0.411879,10.159690],[0.378066,-0.088534,9.815358],[-0.040000,-0.098182,-0.031633],[-97,186,329]]
DATA[26700,0,[0,0,0],[-0.034514,0.014966,-0.001374],[-0.156906,0.451106,-0.156906],[0.370888,-0.112463,9.824930],[-0.038182,-0.101818,-0.028571],[-90,190,330]]
DATA[26750,0,[0,0,0],[-0.028711,0.014050,0.039554],[-0.156906,-0.156906,10.120462],[0.368495,-0.165105,9.820144],[-0.040909,-0.094545,-0.024490],[-92,199,332]]
DATA[26810,0,[0,0,0],[-0.036041,0.006261,0.047342],[-0.137293,-0.156906,-0.156906],[0.358923,-0.141177,9.824930],[-0.039091,-0.093636,-0.029592],[-97,193,327]]
