
Thu Jan  1 00:14:41 1970

Flight Log #18
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.1'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[25080, 0, [0,0,0], [-0.020922, 0.019395, -0.005040], [-8.000000, -8.000000, -8.000000], [0.045464, -0.112463, 9.796216], [0.013636, -0.073636, -0.480612], [-306, -37, 358]]
DATA[25270, 0, [0,0,0], [-0.014813, 0.008399, -0.005192], [-28.000000, -4.000000, -4.000000], [0.009571, -0.117248, 9.824930], [0.016364, -0.070909, -0.479592], [-302, -37, 362]]
DATA[25470, 0, [0,0,0], [-0.019853, 0.009010, -0.008094], [-8.000000, -16.000000, 1056.000000], [0.021535, -0.136391, 9.858429], [0.012727, -0.069091, -0.478571], [-310, -43, 372]]
DATA[25660, 0, [0,0,0], [-0.020006, 0.012981, -0.008858], [-28.000000, -16.000000, 1060.000000], [0.000000, -0.136391, 9.805787], [0.017273, -0.072727, -0.480612], [-307, -38, 361]]
DATA[25860, 0, [0,0,0], [-0.017257, 0.013744, -0.011606], [-4.000000, -4.000000, -8.000000], [0.026321, -0.155533, 9.796216], [0.009091, -0.068182, -0.482653], [-301, -40, 367]]
DATA[26050, 0, [0,0,0], [-0.025045, 0.016493, -0.009621], [-32.000000, -16.000000, 1056.000000], [0.035892, -0.117248, 9.824930], [0.020000, -0.075455, -0.479592], [-310, -45, 352]]
DATA[26250, 0, [0,0,0], [-0.021075, 0.017715, -0.011606], [-28.000000, -16.000000, -8.000000], [0.033500, -0.122034, 9.834501], [0.008182, -0.068182, -0.479592], [-310, -42, 358]]
DATA[26450, 0, [0,0,0], [-0.021533, 0.012370, -0.004429], [-8.000000, -28.000000, -4.000000], [0.028714, -0.112463, 9.801002], [0.017273, -0.068182, -0.479592], [-311, -48, 366]]
DATA[26650, 0, [0,0,0], [-0.022144, 0.011606, -0.006567], [-28.000000, -16.000000, 1060.000000], [0.062213, -0.112463, 9.824930], [0.014545, -0.070909, -0.481633], [-306, -41, 357]]
DATA[26850, 0, [0,0,0], [-0.023976, 0.008399, -0.000305], [-4.000000, -12.000000, -4.000000], [0.035892, -0.131605, 9.815358], [0.015455, -0.068182, -0.479592], [-313, -33, 357]]
DATA[27040, 0, [0,0,0], [-0.020922, 0.011301, -0.009010], [-32.000000, -4.000000, 1056.000000], [0.052642, -0.131605, 9.796216], [0.010909, -0.070000, -0.479592], [-302, -40, 360]]
DATA[27240, 0, [0,0,0], [-0.019242, 0.011759, -0.003207], [-32.000000, -12.000000, 1056.000000], [0.050249, -0.117248, 9.820144], [0.017273, -0.071818, -0.482653], [-308, -44, 366]]
DATA[27440, 0, [0,0,0], [-0.020311, 0.012065, -0.010385], [-8.000000, -8.000000, 1056.000000], [0.047856, -0.098106, 9.815358], [0.010000, -0.068182, -0.478571], [-294, -36, 360]]
DATA[27630, 0, [0,0,0], [-0.016952, 0.014203, -0.009010], [-28.000000, -4.000000, 1072.000000], [0.055035, -0.098106, 9.805787], [0.017273, -0.071818, -0.479592], [-299, -38, 366]]
DATA[27830, 0, [0,0,0], [-0.021228, 0.007178, -0.009010], [-8.000000, -4.000000, -4.000000], [0.004786, -0.112463, 9.839287], [0.013636, -0.069091, -0.482653], [-304, -43, 355]]
DATA[28020, 0, [0,0,0], [-0.021838, 0.012523, -0.010537], [-4.000000, -4.000000, -4.000000], [0.009571, -0.136391, 9.805787], [0.016364, -0.070909, -0.478571], [-316, -40, 358]]
DATA[28220, 0, [0,0,0], [-0.022449, 0.012065, -0.010232], [-28.000000, -12.000000, 1060.000000], [0.016750, -0.112463, 9.815358], [0.014545, -0.065455, -0.482653], [-301, -39, 361]]
DATA[28420, 0, [0,0,0], [-0.022297, 0.012370, -0.008399], [-4.000000, -16.000000, 1056.000000], [0.014357, -0.131605, 9.810573], [0.015455, -0.072727, -0.479592], [-304, -39, 368]]
DATA[28620, 0, [0,0,0], [-0.025962, 0.009774, -0.004123], [-28.000000, -4.000000, 1060.000000], [0.016750, -0.102891, 9.858429], [0.013636, -0.067273, -0.482653], [-304, -11, 355]]
DATA[28820, 0, [0,0,0], [-0.015272, 0.010537, -0.009316], [-8.000000, -8.000000, -4.000000], [0.047856, -0.136391, 9.781859], [0.013636, -0.071818, -0.480612], [-302, -37, 360]]
DATA[29020, 0, [0,0,0], [-0.016646, 0.014508, -0.011606], [-4.000000, -16.000000, 1056.000000], [0.045464, -0.126820, 9.820144], [0.014545, -0.070909, -0.481633], [-301, -40, 355]]
DATA[29210, 0, [0,0,0], [-0.021686, 0.016952, -0.004429], [-28.000000, -16.000000, -8.000000], [0.052642, -0.155533, 9.848858], [0.011818, -0.070909, -0.482653], [-298, -40, 352]]
DATA[29410, 0, [0,0,0], [-0.020159, 0.012217, -0.003207], [-28.000000, -16.000000, -4.000000], [0.026321, -0.136391, 9.810573], [0.011818, -0.070909, -0.484694], [-298, -34, 358]]
DATA[29600, 0, [0,0,0], [-0.016799, 0.013897, -0.009316], [-28.000000, -8.000000, 1060.000000], [0.059821, -0.117248, 9.820144], [0.013636, -0.070909, -0.482653], [-311, -40, 351]]
DATA[29800, 0, [0,0,0], [-0.018784, 0.009774, -0.005040], [-28.000000, -8.000000, -4.000000], [0.031107, -0.112463, 9.820144], [0.019091, -0.070909, -0.481633], [-305, -31, 357]]
DATA[29990, 0, [0,0,0], [-0.022144, 0.011148, -0.006720], [-28.000000, -4.000000, 1060.000000], [0.055035, -0.131605, 9.810573], [0.009091, -0.067273, -0.480612], [-309, -34, 363]]
DATA[30190, 0, [0,0,0], [-0.022755, 0.012217, -0.004429], [-4.000000, -16.000000, 1056.000000], [0.028714, -0.122034, 9.781859], [0.016364, -0.071818, -0.476531], [-300, -39, 348]]
DATA[30390, 0, [0,0,0], [-0.024282, 0.006109, -0.004581], [-28.000000, -16.000000, -8.000000], [0.035892, -0.131605, 9.815358], [0.010909, -0.070909, -0.480612], [-304, -48, 357]]
DATA[30590, 0, [0,0,0], [-0.019700, 0.010996, -0.009316], [-8.000000, -16.000000, -4.000000], [0.040678, -0.122034, 9.815358], [0.015455, -0.070000, -0.479592], [-304, -44, 370]]
DATA[30790, 0, [0,0,0], [-0.022755, 0.012828, -0.014966], [-8.000000, -4.000000, -8.000000], [0.019143, -0.136391, 9.824930], [0.007273, -0.068182, -0.480612], [-303, -40, 351]]
DATA[30980, 0, [0,0,0], [-0.018021, 0.016952, -0.004123], [-28.000000, -16.000000, 1056.000000], [0.055035, -0.126820, 9.829716], [0.019091, -0.074545, -0.478571], [-314, -41, 348]]
DATA[31180, 0, [0,0,0], [-0.018479, 0.015730, -0.007025], [-8.000000, -8.000000, 1060.000000], [0.023928, -0.117248, 9.829716], [0.010909, -0.069091, -0.478571], [-303, -39, 352]]
DATA[31370, 0, [0,0,0], [-0.018937, 0.016952, -0.008858], [-28.000000, -12.000000, 1060.000000], [0.019143, -0.122034, 9.815358], [0.017273, -0.073636, -0.478571], [-305, -41, 366]]
DATA[31560, 0, [0,0,0], [-0.021380, 0.010690, -0.007636], [-28.000000, -16.000000, 1056.000000], [0.031107, -0.117248, 9.844072], [0.009091, -0.070909, -0.478571], [-309, -44, 368]]
DATA[31750, 0, [0,0,0], [-0.016952, 0.011454, -0.007330], [-28.000000, -4.000000, -8.000000], [0.023928, -0.136391, 9.805787], [0.018182, -0.072727, -0.480612], [-306, -40, 358]]
DATA[31950, 0, [0,0,0], [-0.020769, 0.009163, -0.007330], [-8.000000, -8.000000, 1060.000000], [0.016750, -0.122034, 9.805787], [0.010909, -0.070909, -0.480612], [-319, -41, 355]]
DATA[32150, 0, [0,0,0], [-0.025962, -0.018631, -0.008552], [-28.000000, -16.000000, -8.000000], [0.050249, -0.074178, 9.772287], [0.020909, -0.072727, -0.480612], [-307, -41, 363]]
DATA[32350, 0, [0,0,0], [-0.018784, 0.011912, -0.009163], [-8.000000, -4.000000, 1072.000000], [0.007178, -0.126820, 9.829716], [0.009091, -0.069091, -0.479592], [-304, -39, 355]]
DATA[32540, 0, [0,0,0], [-0.022144, 0.013744, -0.007483], [-8.000000, -4.000000, -4.000000], [0.023928, -0.102891, 9.834501], [0.016364, -0.071818, -0.480612], [-302, -45, 357]]
DATA[32740, 0, [0,0,0], [-0.020464, 0.012981, -0.012523], [-28.000000, -4.000000, -8.000000], [0.016750, -0.107677, 9.824930], [0.012727, -0.069091, -0.477551], [-313, -50, 363]]
DATA[32940, 0, [0,0,0], [-0.019242, 0.013439, -0.006414], [-8.000000, -12.000000, -8.000000], [0.059821, -0.117248, 9.810573], [0.016364, -0.076364, -0.480612], [-314, -48, 362]]
DATA[33140, 0, [0,0,0], [-0.019548, 0.009316, -0.010079], [-8.000000, -4.000000, -4.000000], [0.033500, -0.126820, 9.839287], [0.010909, -0.070909, -0.480612], [-306, -43, 356]]
DATA[33340, 0, [0,0,0], [-0.021075, 0.014661, -0.008247], [-32.000000, -12.000000, -4.000000], [0.014357, -0.136391, 9.805787], [0.015455, -0.071818, -0.478571], [-313, -46, 354]]
DATA[33530, 0, [0,0,0], [-0.019242, 0.009316, -0.007025], [-32.000000, -28.000000, 1056.000000], [0.016750, -0.126820, 9.815358], [0.015455, -0.069091, -0.481633], [-305, -36, 358]]
DATA[33720, 0, [0,0,0], [-0.019090, 0.013439, -0.004276], [-32.000000, -12.000000, -8.000000], [0.045464, -0.102891, 9.829716], [0.018182, -0.071818, -0.478571], [-314, -40, 368]]
DATA[33920, 0, [0,0,0], [-0.021228, 0.012217, -0.009163], [-8.000000, -4.000000, -4.000000], [0.045464, -0.117248, 9.805787], [0.011818, -0.069091, -0.480612], [-307, -37, 358]]
DATA[34120, 0, [0,0,0], [-0.022907, 0.013134, -0.006872], [-32.000000, -16.000000, 1060.000000], [0.050249, -0.145962, 9.834501], [0.015455, -0.073636, -0.478571], [-309, -41, 354]]
DATA[34320, 0, [0,0,0], [-0.015882, 0.009316, -0.007025], [-4.000000, -4.000000, 1056.000000], [0.028714, -0.122034, 9.829716], [0.013636, -0.069091, -0.481633], [-309, -40, 359]]
DATA[34510, 0, [0,0,0], [-0.024435, 0.009774, -0.009927], [-28.000000, -4.000000, -4.000000], [0.043071, -0.131605, 9.810573], [0.012727, -0.070909, -0.478571], [-308, -38, 366]]
DATA[34710, 0, [0,0,0], [-0.023671, 0.012065, -0.007789], [-28.000000, -16.000000, 1056.000000], [0.062213, -0.117248, 9.796216], [0.015455, -0.066364, -0.482653], [-310, -49, 358]]
DATA[34900, 0, [0,0,0], [-0.016188, 0.012065, -0.010079], [-8.000000, -4.000000, 1044.000000], [0.026321, -0.126820, 9.815358], [0.013636, -0.070909, -0.479592], [-311, -48, 360]]
DATA[35100, 0, [0,0,0], [-0.022907, 0.015119, -0.010690], [-8.000000, -4.000000, 1060.000000], [0.028714, -0.107677, 9.834501], [0.017273, -0.069091, -0.482653], [-301, -33, 347]]
DATA[35300, 0, [0,0,0], [-0.022602, 0.013439, -0.014050], [-8.000000, -16.000000, -8.000000], [0.014357, -0.145962, 9.834501], [0.011818, -0.070000, -0.480612], [-305, -39, 361]]
DATA[35480, 0, [0,0,0], [-0.018479, 0.006109, -0.004887], [-4.000000, -4.000000, -8.000000], [0.016750, -0.136391, 9.834501], [0.010000, -0.070000, -0.482653], [-306, -31, 367]]
DATA[35680, 0, [0,0,0], [-0.020006, 0.011912, -0.008094], [-16.000000, -12.000000, 1060.000000], [0.045464, -0.136391, 9.815358], [0.016364, -0.071818, -0.480612], [-306, -44, 351]]
DATA[35880, 0, [0,0,0], [-0.018937, 0.010690, -0.012981], [-8.000000, -16.000000, -4.000000], [0.050249, -0.131605, 9.810573], [0.013636, -0.070000, -0.482653], [-312, -42, 357]]
DATA[36070, 0, [0,0,0], [-0.029780, 0.015577, -0.007178], [-28.000000, -4.000000, 1044.000000], [0.043071, -0.112463, 9.805787], [0.015455, -0.072727, -0.478571], [-306, -38, 354]]
DATA[36270, 0, [0,0,0], [-0.018784, 0.015119, -0.011912], [-16.000000, -16.000000, -8.000000], [0.064606, -0.131605, 9.829716], [0.012727, -0.071818, -0.482653], [-310, -37, 360]]
DATA[36460, 0, [0,0,0], [-0.025198, 0.014813, -0.005498], [-28.000000, -4.000000, 1056.000000], [0.050249, -0.141177, 9.839287], [0.015455, -0.072727, -0.479592], [-301, -42, 369]]
DATA[36660, 0, [0,0,0], [-0.018326, 0.013744, -0.007941], [-28.000000, -4.000000, 1060.000000], [0.019143, -0.136391, 9.834501], [0.012727, -0.067273, -0.480612], [-306, -38, 353]]
DATA[36850, 0, [0,0,0], [-0.014050, 0.011606, -0.008094], [-28.000000, -8.000000, -4.000000], [0.033500, -0.126820, 9.815358], [0.013636, -0.070909, -0.480612], [-306, -38, 354]]
DATA[37050, 0, [0,0,0], [-0.024282, 0.007636, -0.006720], [-8.000000, -16.000000, -8.000000], [0.028714, -0.098106, 9.820144], [0.016364, -0.070909, -0.481633], [-304, -40, 357]]
DATA[37250, 0, [0,0,0], [-0.018021, 0.008705, -0.012523], [-8.000000, -16.000000, 1060.000000], [0.045464, -0.131605, 9.839287], [0.010909, -0.070000, -0.479592], [-302, -38, 359]]
DATA[37450, 0, [0,0,0], [-0.019395, 0.007941, -0.003818], [-28.000000, -4.000000, 1056.000000], [0.023928, -0.145962, 9.824930], [0.011818, -0.066364, -0.480612], [-304, -43, 358]]
DATA[37650, 0, [0,0,0], [-0.020159, 0.015119, -0.005040], [-8.000000, -16.000000, -8.000000], [0.040678, -0.150748, 9.810573], [0.011818, -0.070000, -0.481633], [-300, -31, 355]]
DATA[37840, 0, [0,0,0], [-0.024893, 0.013286, -0.010537], [-8.000000, -4.000000, 1060.000000], [0.038285, -0.107677, 9.810573], [0.014545, -0.070000, -0.482653], [-300, -41, 363]]
DATA[38030, 0, [0,0,0], [-0.022907, 0.009468, -0.005956], [-8.000000, -4.000000, 1056.000000], [0.038285, -0.122034, 9.820144], [0.009091, -0.067273, -0.481633], [-307, -46, 353]]
DATA[38230, 0, [0,0,0], [-0.022449, 0.011454, -0.005192], [-8.000000, -4.000000, 1060.000000], [0.021535, -0.141177, 9.829716], [0.018182, -0.074545, -0.479592], [-301, -40, 359]]
DATA[38420, 0, [0,0,0], [-0.017562, 0.011454, -0.007483], [-8.000000, -16.000000, 1060.000000], [0.059821, -0.136391, 9.829716], [0.008182, -0.069091, -0.479592], [-299, -43, 362]]
DATA[38620, 0, [0,0,0], [-0.022755, 0.012065, -0.008247], [-28.000000, -12.000000, -8.000000], [0.045464, -0.131605, 9.805787], [0.016364, -0.073636, -0.479592], [-298, -37, 362]]
DATA[38820, 0, [0,0,0], [-0.017562, 0.010996, -0.006414], [-8.000000, -16.000000, 1044.000000], [0.028714, -0.107677, 9.820144], [0.011818, -0.071818, -0.478571], [-294, -36, 349]]
DATA[39010, 0, [0,0,0], [-0.018631, 0.014813, -0.004123], [-28.000000, -16.000000, 1060.000000], [0.035892, -0.117248, 9.810573], [0.018182, -0.073636, -0.480612], [-295, -40, 364]]
DATA[39210, 0, [0,0,0], [-0.016035, 0.007636, -0.006109], [-28.000000, -16.000000, 1056.000000], [0.011964, -0.112463, 9.820144], [0.009091, -0.067273, -0.479592], [-302, -39, 356]]
DATA[39410, 0, [0,0,0], [-0.018937, 0.010537, -0.010232], [-28.000000, -4.000000, -8.000000], [0.043071, -0.117248, 9.796216], [0.011818, -0.069091, -0.481633], [-307, -34, 361]]
DATA[39610, 0, [0,0,0], [-0.018937, 0.012065, -0.006872], [-28.000000, -16.000000, 1060.000000], [0.026321, -0.117248, 9.791430], [0.010909, -0.070000, -0.481633], [-303, -40, 366]]
DATA[39810, 0, [0,0,0], [-0.014355, 0.010690, -0.012065], [-8.000000, -16.000000, -4.000000], [0.023928, -0.141177, 9.777073], [0.020000, -0.070909, -0.480612], [-306, -43, 353]]
DATA[40000, 0, [0,0,0], [-0.014508, 0.008858, -0.007178], [-8.000000, -8.000000, -4.000000], [0.023928, -0.136391, 9.829716], [0.010909, -0.069091, -0.482653], [-298, -42, 354]]
DATA[40200, 0, [0,0,0], [-0.021838, 0.011148, -0.008399], [-28.000000, -8.000000, 1056.000000], [0.052642, -0.117248, 9.805787], [0.021818, -0.071818, -0.477551], [-299, -34, 366]]
DATA[40390, 0, [0,0,0], [-0.019853, 0.018326, -0.008094], [-32.000000, -28.000000, -4.000000], [0.043071, -0.126820, 9.805787], [0.012727, -0.068182, -0.482653], [-305, -42, 375]]
DATA[40590, 0, [0,0,0], [-0.019242, 0.009621, -0.003971], [-16.000000, -16.000000, 1060.000000], [0.026321, -0.122034, 9.815358], [0.020000, -0.072727, -0.480612], [-310, -35, 360]]
DATA[40790, 0, [0,0,0], [-0.018326, 0.015119, -0.003360], [-32.000000, -16.000000, 1060.000000], [0.011964, -0.126820, 9.834501], [0.012727, -0.067273, -0.480612], [-301, -42, 358]]
DATA[40970, 0, [0,0,0], [-0.017104, 0.011606, -0.002749], [-8.000000, -4.000000, -8.000000], [0.038285, -0.112463, 9.810573], [0.015455, -0.072727, -0.477551], [-311, -44, 358]]
DATA[41170, 0, [0,0,0], [-0.022907, 0.009621, -0.006872], [-32.000000, -16.000000, -4.000000], [0.055035, -0.150748, 9.824930], [0.012727, -0.068182, -0.483673], [-298, -44, 364]]
DATA[41360, 0, [0,0,0], [-0.019548, 0.011454, -0.007483], [-32.000000, -12.000000, -8.000000], [0.050249, -0.145962, 9.820144], [0.013636, -0.073636, -0.480612], [-301, -40, 374]]
DATA[41560, 0, [0,0,0], [-0.025962, 0.011606, -0.009774], [-8.000000, -8.000000, 1056.000000], [0.035892, -0.107677, 9.801002], [0.013636, -0.067273, -0.483673], [-307, -41, 372]]
DATA[41760, 0, [0,0,0], [-0.019242, 0.013592, -0.010690], [-4.000000, -4.000000, 1060.000000], [0.038285, -0.093320, 9.820144], [0.014545, -0.072727, -0.479592], [-307, -39, 372]]
DATA[41960, 0, [0,0,0], [-0.024893, 0.011301, -0.003207], [-28.000000, -4.000000, -8.000000], [-0.004786, -0.107677, 9.844072], [0.013636, -0.067273, -0.483673], [-302, -38, 378]]
DATA[42160, 0, [0,0,0], [-0.019395, 0.015119, -0.005956], [-8.000000, -16.000000, -4.000000], [0.023928, -0.117248, 9.786645], [0.015455, -0.072727, -0.478571], [-305, -40, 356]]
DATA[42360, 0, [0,0,0], [-0.022297, 0.008705, -0.006872], [-4.000000, -4.000000, 1076.000000], [0.071785, -0.165105, 9.829716], [0.010909, -0.067273, -0.484694], [-292, -39, 365]]
DATA[42550, 0, [0,0,0], [-0.021228, 0.011912, -0.006261], [-28.000000, -8.000000, 1072.000000], [0.078963, -0.117248, 9.805787], [0.010909, -0.070909, -0.478571], [-303, -43, 367]]
DATA[42750, 0, [0,0,0], [-0.022144, 0.008705, -0.004429], [-8.000000, -16.000000, 1060.000000], [0.016750, -0.141177, 9.786645], [0.012727, -0.069091, -0.481633], [-300, -42, 359]]
DATA[42940, 0, [0,0,0], [-0.022907, 0.010079, -0.004276], [-16.000000, -16.000000, 1056.000000], [-0.002393, -0.126820, 9.848858], [0.012727, -0.070000, -0.478571], [-302, -33, 368]]
DATA[43130, 0, [0,0,0], [-0.017410, 0.011148, -0.009316], [-8.000000, -4.000000, 1060.000000], [0.050249, -0.131605, 9.815358], [0.013636, -0.069091, -0.482653], [-295, -36, 365]]
DATA[43330, 0, [0,0,0], [-0.340099, -0.014966, -0.012675], [-4.000000, -4.000000, 1040.000000], [-0.485743, -0.107677, 10.054641], [0.011818, -0.063636, -0.489796], [-305, -40, 351]]
DATA[43510, 0, [0,0,0], [-0.004581, -0.582460, 0.324064], [-8.000000, 0.000000, -8.000000], [-0.133998, -0.220140, 9.942178], [-0.094545, -0.091818, -0.480612], [-320, 61, 357]]
DATA[43710, 0, [0,0,0], [-0.530078, -0.004276, -0.007330], [-4.000000, 196.000000, -8.000000], [2.100898, -3.034099, 8.343773], [-0.216364, -0.100909, -0.492857], [-326, 182, 382]]
DATA[43900, 0, [0,0,0], [-0.015577, -0.234114, -0.006261], [-4.000000, -8.000000, 1380.000000], [-0.765703, -3.062813, 11.753545], [-0.189091, -0.218182, -0.077551], [-211, 147, 288]]
DATA[44090, 0, [0,0,0], [-0.014661, 0.328340, -0.007330], [-128.000000, -8.000000, -4.000000], [1.478764, -1.615155, 10.291531], [-0.112727, -0.217273, -0.107143], [-206, 96, 282]]
DATA[44290, 0, [0,0,0], [0.953561, -0.013592, -0.006414], [-4.000000, -8.000000, 900.000000], [-0.112463, -1.148555, 8.654840], [-0.196364, -0.045455, -0.048980], [-256, 135, 294]]
DATA[44490, 0, [0,0,0], [-0.009774, -0.015730, 0.082772], [-4.000000, -4.000000, 928.000000], [2.775674, -2.639283, 8.370093], [-0.199091, -0.376364, -0.463265], [-359, 146, 400]]
DATA[44680, 0, [0,0,0], [-0.007789, -0.012675, 0.051771], [-4.000000, 372.000000, -8.000000], [3.696911, -0.191426, 10.114461], [-0.132727, -0.386364, -0.484694], [-371, 91, 383]]
DATA[44880, 0, [0,0,0], [-0.298866, -0.102473, -0.003665], [80.000000, 192.000000, -8.000000], [2.055435, -1.402194, 9.434899], [-0.153636, -0.110000, -0.004082], [-324, 115, 344]]
DATA[45070, 0, [0,0,0], [0.407142, 0.128282, -0.012675], [-4.000000, -4.000000, -4.000000], [3.115455, -1.036092, 9.561719], [-0.138182, -0.390909, -0.490816], [-360, 92, 365]]
DATA[45270, 0, [0,0,0], [-0.009163, -0.012523, 0.050702], [64.000000, 196.000000, -4.000000], [1.952543, -1.256232, 9.269794], [-0.153636, -0.115455, -0.004082], [-334, 101, 345]]
DATA[45460, 0, [0,0,0], [0.002138, -0.025656, 0.012370], [112.000000, 20.000000, 1056.000000], [0.349352, -1.639084, 9.468399], [-0.172727, -0.047273, -0.054082], [-260, 127, 291]]
DATA[45660, 0, [0,0,0], [-0.012217, -0.019548, 0.044746], [-8.000000, 32.000000, 1056.000000], [0.480957, -1.648655, 9.533006], [-0.179091, -0.038182, -0.058163], [-258, 131, 292]]
DATA[45850, 0, [0,0,0], [-0.003207, 0.002596, 0.008094], [144.000000, -44.000000, -4.000000], [-0.327817, -1.744368, 9.796216], [-0.181818, -0.006364, -0.076531], [-218, 135, 275]]
DATA[46050, 0, [0,0,0], [-0.008399, 0.175776, -0.002443], [-4.000000, -48.000000, 1028.000000], [-0.248854, -1.639084, 9.875179], [-0.178182, -0.225455, -0.084694], [-218, 129, 276]]
DATA[46250, 0, [0,0,0], [-0.141263, -0.021686, -0.000153], [100.000000, -8.000000, -8.000000], [-1.155733, -1.808974, 9.458828], [-0.170000, -0.180000, -0.109184], [-159, 141, 260]]
DATA[46450, 0, [0,0,0], [-0.013286, -0.076358, -0.017868], [-8.000000, -4.000000, -8.000000], [-1.911865, -2.139184, 9.257831], [-0.179091, -0.141818, -0.123469], [-134, 147, 257]]
DATA[46640, 0, [0,0,0], [-0.101098, -0.004123, -0.006109], [176.000000, -8.000000, 1012.000000], [-2.471786, -2.065006, 9.298509], [-0.191818, -0.108182, -0.657143], [-86, 148, 240]]
DATA[46840, 0, [0,0,0], [1.095740, 0.292299, -0.108887], [-4.000000, -4.000000, -4.000000], [-1.892723, -1.993221, 9.413364], [-0.168182, -0.166364, -0.116327], [-138, 124, 253]]
DATA[47030, 0, [0,0,0], [0.157603, -0.015730, -0.016952], [-8.000000, -8.000000, 1072.000000], [1.189233, -0.839881, 9.860822], [-0.131818, -0.088182, -0.037755], [-295, 76, 312]]
DATA[47230, 0, [0,0,0], [-0.001680, -0.014355, 0.057269], [52.000000, -4.000000, -4.000000], [1.832902, -0.897308, 9.824930], [-0.127273, -0.107273, -0.021429], [-321, 68, 320]]
DATA[47420, 0, [0,0,0], [-0.021380, -0.003512, -0.017104], [-4.000000, -8.000000, -4.000000], [1.883151, -0.658026, 9.399008], [-0.123636, -0.350000, -0.016327], [-331, 58, 328]]
DATA[47620, 0, [0,0,0], [-0.025351, 0.048564, -0.007789], [48.000000, 180.000000, -4.000000], [1.837688, -0.753739, 9.427721], [-0.125455, -0.111818, -0.019388], [-321, 73, 320]]
DATA[47820, 0, [0,0,0], [-0.004429, 0.056505, 0.081551], [-4.000000, 164.000000, -8.000000], [1.847259, -0.777667, 9.810573], [-0.125455, -0.113636, -0.017347], [-332, 68, 324]]
DATA[48010, 0, [0,0,0], [-0.341626, -0.013744, 0.051771], [0.000000, 36.000000, -4.000000], [0.361316, -0.593420, 9.523434], [-0.114545, -0.042727, -0.072449], [-262, 76, 280]]
DATA[48210, 0, [0,0,0], [-0.016646, 0.014813, 0.006414], [-4.000000, -16.000000, 1072.000000], [0.038285, -0.466600, 9.717253], [-0.117273, -0.025455, -0.084694], [-238, 66, 273]]
DATA[48410, 0, [0,0,0], [-0.000764, 0.019090, 0.045815], [-4.000000, -8.000000, -4.000000], [-0.076570, -0.500100, 9.640682], [-0.110000, -0.023636, -0.087755], [-236, 58, 271]]
DATA[48610, 0, [0,0,0], [-0.010843, -0.012065, -0.006720], [-8.000000, -44.000000, -8.000000], [-0.069392, -0.514457, 9.757931], [-0.113636, -0.017273, -0.091837], [-233, 64, 259]]
DATA[48800, 0, [0,0,0], [-0.018326, -0.014966, -0.009468], [20.000000, -4.000000, -8.000000], [0.136391, -0.559920, 9.767502], [-0.109091, -0.037273, -0.080612], [-250, 56, 274]]
DATA[49000, 0, [0,0,0], [0.045357, -0.018326, 0.041692], [-4.000000, -4.000000, 1060.000000], [0.961915, -0.370888, 9.722038], [-0.111818, -0.070000, -0.056122], [-291, 53, 294]]
DATA[49190, 0, [0,0,0], [-0.018479, -0.004887, -0.003360], [-4.000000, -8.000000, 1056.000000], [1.062413, -0.342174, 9.748360], [-0.103636, -0.081818, -0.050000], [-288, 47, 300]]
DATA[49390, 0, [0,0,0], [-0.010690, 0.000764, -0.005192], [0.000000, -4.000000, -8.000000], [1.454836, -0.361316, 9.777073], [-0.110000, -0.095455, -0.037755], [-317, 54, 314]]
DATA[49580, 0, [0,0,0], [-0.019242, -0.002138, -0.006109], [-4.000000, 164.000000, 1040.000000], [1.703690, -0.375673, 9.707682], [-0.106364, -0.112727, -0.025510], [-322, 60, 314]]
DATA[49780, 0, [0,0,0], [-0.018326, 0.397521, -0.005345], [-4.000000, -8.000000, 1124.000000], [1.768296, 0.294317, 9.044869], [-0.115455, -0.093636, -0.040816], [-314, 57, 314]]
DATA[49980, 0, [0,0,0], [0.401797, -0.009468, -0.220828], [-4.000000, 260.000000, -4.000000], [2.438286, 0.538385, 9.571291], [-0.031818, -0.377273, -0.014286], [-357, -14, 327]]
DATA[50170, 0, [0,0,0], [-0.000458, -0.138972, -0.008399], [-8.000000, 180.000000, 1040.000000], [2.321038, 0.617348, 9.422935], [-0.027273, -0.365455, -0.029592], [-344, -21, 325]]
DATA[50360, 0, [0,0,0], [-0.002596, -0.012370, 0.052076], [-48.000000, -8.000000, -4.000000], [1.849652, 0.229711, 9.334401], [-0.032727, -0.362727, -0.025510], [-337, -17, 326]]
DATA[50550, 0, [0,0,0], [-0.263588, -0.332769, 0.081092], [-92.000000, -4.000000, -4.000000], [2.127219, 0.780060, 9.516255], [-0.030000, -0.361818, -0.027551], [-343, -27, 326]]
DATA[50750, 0, [0,0,0], [-0.013897, -0.016952, 0.158672], [144.000000, 96.000000, 1024.000000], [1.064806, -1.524228, 9.944571], [-0.155455, -0.077273, -0.046939], [-294, 102, 308]]
DATA[50950, 0, [0,0,0], [0.328340, 0.314443, -0.180358], [-4.000000, 116.000000, -4.000000], [1.172483, -2.057827, 8.939586], [-0.187273, -0.080000, -0.038776], [-289, 122, 322]]
