
Thu Jan  1 00:00:01 1970

Flight Log #34
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.5'
LEGEND:[rover_t, rover_status, [rover_orient_est], [rover_orient_des], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag], [rover_thrusts_des]
DATA[5230, 0, [0.004446,-0.056278,3.090144],[0.000000,0.000000,0.000000],[-0.001902,0.028196,0.000000], [0.028100, -0.007267, -0.007330], 17, [-0.215746, -0.608012, -10.042009], [-0.009821, -0.533408, 9.731479], [-127.000000, 8.000000, 513.000000], [-275.127106, 26.015600, -710.755188],[-0.000605,-0.001006,0.000605,0.001006]]
DATA[5300, 0, [0.004576,-0.056278,3.094893],[0.000000,0.000000,0.000000],[-0.001969,0.028145,0.000000], [0.035430, -0.007267, -0.015882], 17, [-0.117680, -0.549172, -9.983170], [-0.014225, -0.527790, 9.731860], [-128.000000, 2.000000, -3.000000], [-274.148010, 27.016199, -704.627991],[-0.000485,-0.000838,0.000485,0.000838]]
DATA[5370, 0, [0.004382,-0.056186,3.086717],[0.000000,0.000000,0.000000],[-0.001928,0.028202,0.000000], [0.037263, -0.013070, -0.021380], 17, [-0.137293, -0.529559, -0.078453], [-0.012539, -0.532222, 9.731730], [380.000000, -2.000000, 512.000000], [-277.085297, 21.012600, -716.882385],[-0.000240,-0.000565,0.000240,0.000565]]
DATA[5430, 0, [0.004689,-0.056249,3.099123],[0.000000,0.000000,0.000000],[-0.001928,0.028202,0.000000], [0.038179, -0.007877, -0.013744], 17, [-0.117680, -0.608012, -10.022396], [-0.007861, -0.537015, 9.735693], [381.000000, -1.000000, 513.000000], [-267.294312, 29.017401, -714.840027],[-0.000127,-0.000972,0.000127,0.000972]]
DATA[5490, 0, [0.004924,-0.056428,3.087618],[0.000000,0.000000,0.000000],[-0.002043,0.028270,0.000000], [0.030849, -0.003296, -0.014661], 17, [-0.176520, -0.608012, -0.039227], [-0.001500, -0.535238, 9.728601], [382.000000, 0.000000, 512.000000], [-272.189789, 26.015600, -717.903625],[-0.000398,-0.000551,0.000398,0.000551]]
DATA[5560, 0, [0.004790,-0.056106,3.104661],[0.000000,0.000000,0.000000],[-0.002120,0.028382,0.000000], [0.035736, -0.011237, -0.015882], 17, [-0.254973, -0.568786, -10.002783], [-0.014747, -0.532525, 9.727967], [-127.000000, 5.000000, 512.000000], [-268.273407, 29.017401, -709.734009],[-0.000549,-0.000073,0.000549,0.000073]]
DATA[5620, 0, [0.004336,-0.055502,3.098421],[0.000000,0.000000,0.000000],[-0.001975,0.028133,0.000000], [0.031765, -0.006656, -0.015882], 17, [-0.078453, -0.117680, -0.058840], [-0.009163, -0.516647, 9.729907], [-125.000000, 7.000000, -3.000000], [-272.189789, 28.016800, -713.818787],[-0.000073,-0.000200,0.000073,0.000200]]
DATA[5690, 0, [0.003539,-0.054546,3.133771],[0.000000,0.000000,0.000000],[-0.001602,0.027758,0.000000], [0.021686, 0.003424, -0.016799], 17, [-0.313813, -0.058840, -0.137293], [0.012496, -0.488208, 9.754612], [-128.000000, 7.000000, 513.000000], [-272.189789, 35.021000, -709.734009],[-0.000203,-0.000045,0.000203,0.000045]]
DATA[5750, 0, [0.006215,-0.052853,3.107854],[0.000000,0.000000,0.000000],[-0.001602,0.027758,0.000000], [0.035125, 0.006783, -0.007025], 17, [-0.215746, -0.137293, -10.316596], [0.080653, -0.516528, 9.743638], [-127.000000, 1.000000, -1.000000], [-271.210693, 29.017401, -718.924805],[-0.001596,-0.000856,0.001596,0.000856]]
DATA[5820, 0, [0.008582,-0.054692,3.097338],[0.000000,0.000000,0.000000],[-0.002653,0.026840,0.000000], [0.032376, -0.005129, -0.018021], 17, [-0.274586, -0.098067, -9.924330], [0.135690, -0.562405, 9.743938], [382.000000, 0.000000, 513.000000], [-269.252502, 27.016199, -706.670410],[-0.000481,-0.000699,0.000481,0.000699]]
DATA[5890, 0, [0.011274,-0.056110,3.120197],[0.000000,0.000000,0.000000],[-0.003884,0.028069,0.000000], [0.031154, -0.012764, -0.019853], 17, [-0.196133, -0.509946, -0.078453], [0.053653, -0.572205, 9.727872], [381.000000, 1.000000, -2.000000], [-273.168915, 30.018000, -710.755188],[-0.000570,-0.001153,0.000570,0.001153]]
DATA[5950, 0, [0.012070,-0.058296,3.069517],[0.000000,0.000000,0.000000],[-0.004531,0.029155,0.000000], [0.029932, -0.004823, -0.023518], 17, [-0.156906, -0.627626, -10.296983], [0.078095, -0.612789, 9.751275], [383.000000, -2.000000, -1.000000], [-276.106201, 22.013201, -708.712830],[-0.000756,-0.000345,0.000756,0.000345]]
DATA[6020, 0, [0.013084,-0.059914,3.102126],[0.000000,0.000000,0.000000],[-0.005001,0.030186,0.000000], [0.049786, -0.005739, -0.006109], 17, [-0.058840, -0.549172, -0.058840], [0.061587, -0.626466, 9.744357], [381.000000, -2.000000, -3.000000], [-283.938995, 32.019199, -714.840027],[-0.001603,-0.001276,0.001603,0.001276]]
