
Thu Jan  1 00:00:01 1970

Flight Log #7
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.5'
LEGEND:[rover_t, rover_status, [rover_orient_est], [rover_orient_des], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag], [rover_thrusts_des]
DATA[5170, 0, [-0.023694,-0.067028,2.115400],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.063619, -0.047537, 0.049899], 14, [-0.039227, -0.627626, -9.983170], [-0.374745, -0.619354, 9.726942], [-116.000000, -158.000000, 578.000000], [-97.910004, -140.084000, -767.942383],[-0.000923,-0.004703,0.000923,0.004703]]
DATA[5240, 0, [-0.025021,-0.067914,2.170057],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.038159, -0.032727, 0.048891], 14, [-0.156906, -0.019613, -9.983170], [-0.358351, -0.611756, 9.728719], [-109.000000, -157.000000, 579.000000], [-103.784599, -128.076797, -759.772827],[-0.000231,-0.003013,0.000231,0.003013]]
DATA[5300, 0, [-0.026484,-0.066812,2.186248],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.031086, 0.008539, 0.055516], 14, [-0.137293, -0.098067, -10.042009], [-0.351085, -0.618828, 9.729349], [-112.000000, -156.000000, 580.000000], [-113.575600, -138.082794, -763.857605],[-0.001684,-0.000958,0.001684,0.000958]]
DATA[5360, 0, [-0.027343,-0.065098,2.173070],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.040954, 0.018144, 0.057940], 14, [-0.058840, -0.039227, -10.022396], [-0.361080, -0.627342, 9.727173], [-113.000000, -156.000000, 582.000000], [-107.700996, -137.082199, -766.921204],[-0.002491,-0.001043,0.002491,0.001043]]
DATA[5430, 0, [-0.027671,-0.065141,2.195359],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.055032, -0.014098, 0.052713], 14, [-0.078453, -0.078453, -0.019613], [-0.378083, -0.630288, 9.720726], [-107.000000, -157.000000, 579.000000], [-111.617401, -134.080399, -771.005981],[-0.001765,-0.002767,0.001765,0.002767]]
DATA[5500, 0, [-0.027716,-0.066589,2.169236],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.056904, -0.040530, 0.052591], 14, [0.137293, -0.019613, -9.943943], [-0.373311, -0.619724, 9.719503], [-106.000000, -159.000000, 578.000000], [-107.700996, -138.082794, -759.772827],[-0.000680,-0.004185,0.000680,0.004185]]
DATA[5570, 0, [-0.027601,-0.067195,2.187774],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.040169, -0.023923, 0.056488], 14, [0.098067, -0.019613, -10.002783], [-0.339485, -0.611072, 9.717460], [-102.000000, -158.000000, 579.000000], [-110.638298, -134.080399, -768.963623],[-0.000664,-0.002910,0.000664,0.002910]]
DATA[5640, 0, [-0.027757,-0.067732,2.204453],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.028172, -0.036820, 0.061353], 14, [-0.078453, -0.058840, -10.002783], [-0.327712, -0.608195, 9.722070], [-101.000000, -152.000000, 579.000000], [-118.471100, -138.082794, -768.963623],[0.000348,-0.002805,-0.000348,0.002805]]
DATA[5710, 0, [-0.027734,-0.066611,2.188711],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.037694, 0.009682, 0.059342], 14, [-0.098067, -0.039227, -10.022396], [-0.339901, -0.618797, 9.715479], [-99.000000, -151.000000, 580.000000], [-111.617401, -133.079803, -763.857605],[-0.002035,-0.001216,0.002035,0.001216]]
DATA[5760, 0, [-0.027327,-0.066264,2.208863],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.052373, -0.024713, 0.053689], 14, [0.137293, -0.058840, -10.042009], [-0.343155, -0.621014, 9.716651], [-99.000000, -154.000000, 580.000000], [-112.596497, -129.077393, -769.984802],[-0.001176,-0.003276,0.001176,0.003276]]
DATA[5830, 0, [-0.026159,-0.067286,2.220419],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.061273, -0.043771, 0.058194], 14, [0.078453, -0.608012, -10.002783], [-0.326191, -0.607839, 9.722260], [-95.000000, -154.000000, 579.000000], [-116.512901, -128.076797, -767.942383],[-0.000744,-0.004464,0.000744,0.004464]]
DATA[5880, 0, [-0.024538,-0.067419,2.221396],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.055785, -0.020146, 0.058869], 14, [0.098067, -0.627626, -0.019613], [-0.299057, -0.601084, 9.722698], [-90.000000, -153.000000, 579.000000], [-119.450203, -130.078003, -761.815186],[-0.001515,-0.003227,0.001515,0.003227]]
DATA[5940, 0, [-0.023684,-0.065334,2.235071],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.038038, 0.012292, 0.062586], 14, [0.078453, -0.627626, -9.983170], [-0.291493, -0.594079, 9.727289], [-91.000000, -154.000000, 578.000000], [-124.345703, -132.079193, -760.794006],[-0.002228,-0.001174,0.002228,0.001174]]
DATA[6010, 0, [-0.023962,-0.063688,2.236099],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.031433, 0.006457, 0.062498], 14, [-0.156906, -0.058840, -10.042009], [-0.308048, -0.596089, 9.720396], [-90.000000, -154.000000, 580.000000], [-125.324799, -134.080399, -772.027222],[-0.001817,-0.000940,0.001817,0.000940]]
DATA[6080, 0, [-0.024263,-0.064357,2.259925],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.046229, -0.035253, 0.058644], 14, [0.098067, -0.058840, -0.019613], [-0.329334, -0.604147, 9.715224], [-84.000000, -152.000000, 577.000000], [-127.282997, -128.076797, -755.687988],[-0.000695,-0.003212,0.000695,0.003212]]
DATA[6150, 0, [-0.023674,-0.066557,2.258130],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.064355, -0.059275, 0.059692], 14, [0.098067, -0.039227, -10.042009], [-0.321204, -0.608147, 9.721596], [-83.000000, -153.000000, 579.000000], [-128.262100, -127.076202, -773.048401],[-0.000187,-0.005142,0.000187,0.005142]]
DATA[6220, 0, [-0.022393,-0.067594,2.238487],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.064255, -0.033328, 0.059991], 14, [0.019613, -0.588399, -0.019613], [-0.300006, -0.606790, 9.726763], [-79.000000, -154.000000, 578.000000], [-126.303902, -130.078003, -767.942383],[-0.001163,-0.004345,0.001163,0.004345]]
DATA[6290, 0, [-0.021753,-0.066576,2.288643],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.051279, 0.003365, 0.061292], 14, [0.137293, -0.608012, -9.983170], [-0.294396, -0.602284, 9.729941], [-76.000000, -154.000000, 579.000000], [-134.136703, -126.075600, -772.027222],[-0.002308,-0.002188,0.002308,0.002188]]
DATA[6350, 0, [-0.021887,-0.065020,2.288591],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.040736, -0.000692, 0.066585], 14, [-0.078453, -0.019613, -10.022396], [-0.317376, -0.608268, 9.729538], [-76.000000, -152.000000, 579.000000], [-133.157593, -125.074997, -775.090820],[-0.001702,-0.001761,0.001702,0.001761]]
DATA[6410, 0, [-0.023032,-0.065415,2.289832],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000], [0.037361, -0.033406, 0.060772], 14, [-0.137293, -0.058840, -10.042009], [-0.340530, -0.613773, 9.729464], [-74.000000, -149.000000, 581.000000], [-140.990402, -131.078598, -766.921204],[-0.000184,-0.002873,0.000184,0.002873]]
