
Thu Jan  1 00:01:54 1970

Flight Log #4
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.2'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[22550, 0, [0,0,0], [-0.035066, 0.011064, 0.019393], 13, [-0.156906, -0.117680, -0.039227], [-0.047856, -0.112463, 9.815358], [259.000000, 18.000000, -92.000000], [275, -57, 292]]
DATA[22610, 0, [0,0,0], [-0.033856, 0.011016, 0.009703], 13, [-0.078453, -0.156906, -0.039227], [-0.035892, -0.122034, 9.844072], [258.000000, 14.000000, -93.000000], [264, -61, 298]]
DATA[22680, 0, [0,0,0], [-0.034064, 0.011519, 0.005293], 13, [-0.156906, -0.098067, -0.058840], [-0.014357, -0.074178, 9.815358], [-1.000000, 18.000000, -91.000000], [270, -64, 290]]
DATA[22730, 0, [0,0,0], [-0.034862, 0.010772, 0.016504], 13, [-0.098067, -0.117680, -0.117680], [-0.043071, -0.083749, 9.791430], [-1.000000, 18.000000, -91.000000], [277, -62, 293]]
DATA[22790, 0, [0,0,0], [-0.033656, 0.011259, 0.019572], 13, [-0.156906, -0.156906, -0.137293], [-0.014357, -0.083749, 9.848858], [257.000000, 14.000000, -95.000000], [271, -62, 295]]
DATA[22850, 0, [0,0,0], [-0.032783, 0.010770, 0.014829], 13, [-0.137293, -0.058840, -0.078453], [-0.016750, -0.093320, 9.820144], [257.000000, 19.000000, -89.000000], [273, -53, 307]]
DATA[22910, 0, [0,0,0], [-0.033463, 0.012443, 0.023250], 13, [-0.098067, -0.156906, -0.117680], [-0.014357, -0.098106, 9.805787], [261.000000, 18.000000, -92.000000], [266, -57, 303]]
DATA[22970, 0, [0,0,0], [-0.032799, 0.011575, 0.019762], 13, [-0.078453, -0.137293, -0.098067], [-0.033500, -0.102891, 9.820144], [259.000000, 20.000000, -91.000000], [262, -66, 295]]
DATA[23030, 0, [0,0,0], [-0.032185, 0.011498, 0.010031], 13, [-0.156906, -0.078453, -0.078453], [-0.026321, -0.126820, 9.815358], [258.000000, 17.000000, -90.000000], [268, -58, 289]]
DATA[23090, 0, [0,0,0], [-0.033187, 0.010693, 0.018001], 13, [-0.196133, -0.176520, -0.098067], [-0.035892, -0.098106, 9.829716], [261.000000, 20.000000, -88.000000], [269, -61, 286]]
DATA[23150, 0, [0,0,0], [-0.031986, 0.010815, 0.028452], 13, [-0.098067, -0.196133, -0.019613], [-0.040678, -0.117248, 9.829716], [258.000000, 16.000000, -90.000000], [265, -61, 304]]
DATA[23210, 0, [0,0,0], [-0.032498, 0.010922, 0.014275], 13, [-0.156906, -0.078453, -0.098067], [-0.031107, -0.088534, 9.805787], [259.000000, 16.000000, -94.000000], [271, -60, 299]]
DATA[23270, 0, [0,0,0], [-0.033491, 0.011838, 0.020984], 13, [-0.117680, -0.137293, -0.078453], [-0.038285, -0.102891, 9.805787], [258.000000, 19.000000, -89.000000], [271, -58, 294]]
DATA[23330, 0, [0,0,0], [-0.032333, 0.012084, 0.010528], 13, [-0.137293, -0.176520, -0.078453], [-0.019143, -0.069392, 9.820144], [259.000000, 16.000000, -90.000000], [266, -59, 284]]
DATA[23390, 0, [0,0,0], [-0.034410, 0.013008, 0.004790], 13, [-0.058840, -0.196133, -0.078453], [-0.026321, -0.112463, 9.815358], [259.000000, 17.000000, -90.000000], [267, -67, 303]]
DATA[23460, 0, [0,0,0], [-0.032658, 0.012949, 0.002561], 13, [-0.156906, -0.156906, -0.098067], [-0.002393, -0.102891, 9.815358], [256.000000, 14.000000, -91.000000], [274, -57, 298]]
DATA[23510, 0, [0,0,0], [-0.023584, 0.012352, 0.005614], 13, [-0.176520, -0.215746, -0.058840], [-0.031107, -0.088534, 9.834501], [259.000000, 16.000000, -92.000000], [273, -53, 296]]
DATA[23570, 0, [0,0,0], [-0.029251, 0.013078, 0.020375], 13, [-0.078453, -0.156906, -0.019613], [-0.028714, -0.102891, 9.834501], [259.000000, 17.000000, -93.000000], [270, -65, 290]]
DATA[23640, 0, [0,0,0], [-0.031671, 0.011329, 0.020570], 13, [-0.098067, -0.078453, -0.058840], [-0.023928, -0.102891, 9.858429], [-1.000000, 13.000000, -92.000000], [273, -59, 289]]
DATA[23690, 0, [0,0,0], [-0.031793, 0.011662, 0.022851], 13, [-0.098067, -0.117680, -0.156906], [-0.047856, -0.093320, 9.848858], [256.000000, 19.000000, -93.000000], [271, -57, 300]]
DATA[23750, 0, [0,0,0], [-0.033475, 0.010709, 0.014579], 13, [-0.058840, -0.117680, -0.137293], [-0.038285, -0.098106, 9.824930], [258.000000, 15.000000, -92.000000], [267, -62, 298]]
DATA[23810, 0, [0,0,0], [-0.033919, 0.010032, 0.006596], 13, [-0.078453, -0.176520, -0.058840], [-0.043071, -0.098106, 9.839287], [256.000000, 14.000000, -90.000000], [271, -62, 292]]
DATA[23880, 0, [0,0,0], [-0.034739, 0.010491, 0.011238], 13, [-0.137293, -0.117680, -0.019613], [-0.043071, -0.093320, 9.839287], [259.000000, 17.000000, -95.000000], [276, -60, 298]]
DATA[23930, 0, [0,0,0], [-0.035382, 0.010892, 0.005769], 13, [-0.117680, -0.176520, -0.078453], [-0.047856, -0.107677, 9.801002], [259.000000, 18.000000, -90.000000], [274, -60, 297]]
DATA[23990, 0, [0,0,0], [-0.032892, 0.012337, 0.017612], 13, [-0.098067, -0.196133, -0.156906], [-0.035892, -0.098106, 9.848858], [260.000000, 14.000000, -92.000000], [268, -65, 301]]
DATA[24060, 0, [0,0,0], [-0.033302, 0.013608, 0.006353], 13, [-0.137293, -0.196133, -0.039227], [-0.031107, -0.088534, 9.820144], [258.000000, 19.000000, -92.000000], [271, -63, 304]]
DATA[24110, 0, [0,0,0], [-0.032995, 0.013896, 0.003295], 13, [-0.156906, -0.215746, -0.039227], [-0.031107, -0.112463, 9.810573], [257.000000, 22.000000, -88.000000], [268, -68, 294]]
DATA[24170, 0, [0,0,0], [-0.033933, 0.013813, 0.001502], 13, [-0.078453, -0.176520, -0.039227], [-0.038285, -0.112463, 9.863214], [258.000000, 17.000000, -88.000000], [266, -63, 297]]
DATA[24230, 0, [0,0,0], [-0.033549, 0.012533, -0.000786], 13, [-0.098067, -0.078453, -0.039227], [-0.031107, -0.088534, 9.844072], [258.000000, 21.000000, -89.000000], [274, -67, 301]]
DATA[24290, 0, [0,0,0], [-0.033142, 0.011957, -0.002714], 13, [-0.137293, -0.137293, -0.078453], [-0.016750, -0.102891, 9.796216], [260.000000, 20.000000, -92.000000], [265, -57, 299]]
DATA[24350, 0, [0,0,0], [-0.033567, 0.011515, -0.002530], 13, [-0.078453, -0.156906, -0.117680], [-0.011964, -0.093320, 9.791430], [258.000000, 16.000000, -92.000000], [265, -72, 309]]
DATA[24420, 0, [0,0,0], [-0.032993, 0.011008, 0.000622], 13, [-0.039227, -0.078453, -0.039227], [-0.028714, -0.126820, 9.815358], [258.000000, 13.000000, -93.000000], [267, -66, 305]]
DATA[24470, 0, [0,0,0], [-0.032006, 0.010724, 0.013854], 13, [-0.117680, -0.156906, -0.117680], [-0.016750, -0.122034, 9.801002], [259.000000, 16.000000, -92.000000], [267, -66, 290]]
DATA[24530, 0, [0,0,0], [-0.031762, 0.012294, 0.006962], 13, [-0.137293, -0.078453, -0.039227], [-0.045464, -0.098106, 9.791430], [260.000000, 14.000000, -93.000000], [274, -67, 299]]
DATA[24600, 0, [0,0,0], [-0.031150, 0.012166, 0.020997], 13, [-0.058840, -0.137293, -0.098067], [-0.035892, -0.074178, 9.829716], [259.000000, 16.000000, -90.000000], [269, -68, 292]]
DATA[24650, 0, [0,0,0], [-0.031615, 0.012649, 0.028321], 13, [-0.058840, -0.078453, -0.019613], [-0.009571, -0.112463, 9.815358], [257.000000, 14.000000, -91.000000], [271, -58, 300]]
DATA[24710, 0, [0,0,0], [-0.032052, 0.012471, 0.033356], 13, [-0.078453, -0.215746, -0.098067], [-0.033500, -0.083749, 9.815358], [257.000000, 15.000000, -93.000000], [272, -65, 293]]
DATA[24770, 0, [0,0,0], [-0.032817, 0.012366, 0.017540], 13, [-0.156906, -0.156906, -0.039227], [-0.019143, -0.098106, 9.824930], [256.000000, 14.000000, -90.000000], [271, -63, 304]]
DATA[24840, 0, [0,0,0], [-0.034305, 0.011755, 0.023046], 13, [-0.098067, -0.156906, -0.078453], [-0.040678, -0.093320, 9.824930], [257.000000, 14.000000, -93.000000], [263, -67, 299]]
DATA[24890, 0, [0,0,0], [-0.033781, 0.011946, 0.019632], 13, [-0.137293, -0.156906, -0.117680], [-0.057428, -0.117248, 9.796216], [258.000000, 15.000000, -89.000000], [270, -59, 296]]
DATA[24950, 0, [0,0,0], [-0.033492, 0.011085, 0.020509], 14, [-0.294199, -0.156906, 10.179303], [-0.026321, -0.093320, 9.810573], [258.000000, 18.000000, -90.000000], [267, -67, 289]]
DATA[25010, 0, [0,0,0], [-0.033537, 0.010089, 0.009803], 14, [-0.137293, -0.117680, -0.039227], [-0.007178, -0.112463, 9.810573], [259.000000, 17.000000, -90.000000], [266, -53, 291]]
DATA[25070, 0, [0,0,0], [-0.034394, 0.010486, 0.008193], 14, [-0.117680, -0.137293, 10.355823], [-0.014357, -0.083749, 9.815358], [259.000000, 19.000000, -92.000000], [262, -59, 291]]
DATA[25130, 0, [0,0,0], [-0.033453, 0.011372, 0.003231], 14, [-0.176520, -0.117680, -0.058840], [-0.026321, -0.102891, 9.820144], [259.000000, 14.000000, -92.000000], [272, -63, 296]]
DATA[25190, 0, [0,0,0], [-0.034232, 0.012291, 0.006119], 14, [-0.137293, -0.156906, -0.137293], [-0.021535, -0.112463, 9.815358], [259.000000, 16.000000, -89.000000], [266, -61, 293]]
DATA[25260, 0, [0,0,0], [-0.034522, 0.013062, 0.005215], 14, [-0.117680, -0.117680, 10.355823], [0.000000, -0.069392, 9.839287], [260.000000, 18.000000, -91.000000], [269, -55, 305]]
DATA[25310, 0, [0,0,0], [-0.022904, 0.012821, 0.020464], 14, [-0.156906, 0.039227, 10.375436], [-0.031107, -0.088534, 9.810573], [258.000000, 15.000000, -92.000000], [278, -58, 294]]
DATA[25370, 0, [0,0,0], [-0.027749, 0.012250, 0.023975], 14, [-0.137293, -0.196133, -0.098067], [-0.011964, -0.107677, 9.824930], [258.000000, 15.000000, -93.000000], [266, -58, 298]]
DATA[25440, 0, [0,0,0], [-0.029987, 0.012219, 0.015862], 14, [-0.098067, -0.098067, -0.078453], [-0.040678, -0.069392, 9.805787], [258.000000, 13.000000, -93.000000], [269, -64, 296]]
DATA[25490, 0, [0,0,0], [-0.031992, 0.012508, 0.025074], 14, [-0.156906, -0.117680, -0.058840], [-0.026321, -0.069392, 9.805787], [-3.000000, 14.000000, -93.000000], [269, -63, 290]]
DATA[25550, 0, [0,0,0], [-0.032729, 0.011346, 0.032036], 14, [-0.117680, -0.117680, -0.058840], [-0.026321, -0.126820, 9.820144], [257.000000, 17.000000, -93.000000], [273, -57, 292]]
DATA[25610, 0, [0,0,0], [-0.031346, 0.011684, 0.017763], 14, [-0.156906, -0.098067, -0.058840], [-0.043071, -0.083749, 9.834501], [257.000000, 13.000000, -92.000000], [269, -60, 300]]
DATA[25680, 0, [0,0,0], [-0.031876, 0.010148, 0.008963], 14, [-0.176520, -0.078453, -0.117680], [-0.026321, -0.098106, 9.781859], [257.000000, 13.000000, -93.000000], [263, -61, 297]]
DATA[25730, 0, [0,0,0], [-0.022342, 0.009938, 0.019482], 14, [-0.098067, -0.058840, 10.395049], [0.000000, -0.074178, 9.805787], [258.000000, 16.000000, -94.000000], [267, -59, 297]]
DATA[25790, 0, [0,0,0], [-0.027167, 0.010523, 0.009667], 14, [-0.176520, -0.196133, -0.098067], [0.000000, -0.122034, 9.820144], [259.000000, 20.000000, -90.000000], [268, -60, 298]]
DATA[25860, 0, [0,0,0], [-0.029965, 0.010448, 0.005156], 14, [-0.156906, -0.117680, -0.058840], [-0.002393, -0.117248, 9.848858], [257.000000, 17.000000, -92.000000], [276, -64, 295]]
DATA[25910, 0, [0,0,0], [-0.028813, 0.010778, 0.020742], 13, [-0.098067, -0.039227, -0.019613], [-0.038285, -0.102891, 9.829716], [258.000000, 15.000000, -93.000000], [272, -65, 291]]
DATA[25970, 0, [0,0,0], [-0.030220, 0.013854, 0.029732], 13, [-0.078453, -0.176520, -0.137293], [-0.026321, -0.078963, 9.810573], [258.000000, 19.000000, -92.000000], [267, -66, 307]]
DATA[26040, 0, [0,0,0], [-0.032422, 0.013346, 0.034741], 13, [-0.078453, -0.019613, -0.039227], [-0.028714, -0.102891, 9.801002], [262.000000, 17.000000, -90.000000], [273, -58, 302]]
DATA[26090, 0, [0,0,0], [-0.033647, 0.012323, 0.027306], 13, [-0.098067, -0.117680, 10.414662], [-0.033500, -0.107677, 9.848858], [258.000000, 21.000000, -90.000000], [270, -60, 307]]
DATA[26150, 0, [0,0,0], [-0.031965, 0.012077, 0.018608], 13, [-0.078453, -0.176520, -0.039227], [-0.031107, -0.069392, 9.834501], [258.000000, 18.000000, -90.000000], [270, -54, 297]]
DATA[26210, 0, [0,0,0], [-0.032489, 0.011356, 0.025874], 13, [-0.117680, -0.137293, -0.137293], [-0.026321, -0.083749, 9.815358], [257.000000, 14.000000, -93.000000], [272, -60, 298]]
DATA[26270, 0, [0,0,0], [-0.033804, 0.011687, 0.014312], 13, [-0.058840, -0.196133, -0.117680], [-0.014357, -0.078963, 9.810573], [256.000000, 16.000000, -93.000000], [269, -58, 293]]
DATA[26330, 0, [0,0,0], [-0.033247, 0.011147, 0.014859], 13, [-0.098067, -0.117680, -0.058840], [0.000000, -0.088534, 9.815358], [257.000000, 13.000000, -94.000000], [265, -63, 297]]
DATA[26400, 0, [0,0,0], [-0.033853, 0.012182, 0.007415], 13, [-0.137293, -0.156906, -0.078453], [-0.040678, -0.098106, 9.834501], [257.000000, 11.000000, -91.000000], [269, -55, 301]]
DATA[26450, 0, [0,0,0], [-0.035082, 0.011674, 0.019209], 13, [-0.098067, -0.058840, 10.395049], [-0.021535, -0.093320, 9.829716], [257.000000, 17.000000, -91.000000], [269, -61, 300]]
DATA[26510, 0, [0,0,0], [-0.034350, 0.011169, 0.010510], 13, [-0.176520, -0.156906, -0.039227], [-0.059821, -0.098106, 9.815358], [257.000000, 18.000000, -89.000000], [267, -51, 295]]
DATA[26580, 0, [0,0,0], [-0.035121, 0.010466, 0.004382], 13, [-0.117680, -0.156906, -0.078453], [-0.007178, -0.088534, 9.805787], [258.000000, 13.000000, -90.000000], [272, -54, 294]]
DATA[26630, 0, [0,0,0], [-0.035333, 0.010496, 0.001419], 13, [-0.098067, -0.156906, -0.019613], [-0.031107, -0.112463, 9.858429], [258.000000, 13.000000, -94.000000], [268, -57, 296]]
DATA[26690, 0, [0,0,0], [-0.034961, 0.012245, -0.000556], 13, [-0.117680, -0.156906, -0.058840], [-0.052642, -0.107677, 9.801002], [256.000000, 19.000000, -91.000000], [282, -57, 299]]
DATA[26750, 0, [0,0,0], [-0.036364, 0.012646, 0.006963], 13, [-0.098067, -0.058840, -0.058840], [-0.052642, -0.098106, 9.820144], [256.000000, 13.000000, -92.000000], [267, -64, 305]]
DATA[26820, 0, [0,0,0], [-0.036623, 0.012882, 0.003314], 13, [-0.117680, -0.098067, -0.039227], [-0.045464, -0.088534, 9.829716], [256.000000, 18.000000, -92.000000], [264, -49, 306]]
DATA[26870, 0, [0,0,0], [-0.034704, 0.012926, 0.005132], 13, [-0.156906, -0.156906, -0.058840], [-0.021535, -0.093320, 9.791430], [256.000000, 14.000000, -91.000000], [270, -59, 307]]
DATA[26930, 0, [0,0,0], [-0.034012, 0.011817, 0.000945], 13, [-0.117680, -0.137293, 10.140077], [-0.019143, -0.093320, 9.834501], [257.000000, 17.000000, -91.000000], [275, -59, 303]]
DATA[27000, 0, [0,0,0], [-0.031778, 0.011523, 0.019882], 13, [-0.137293, -0.176520, -0.058840], [-0.033500, -0.107677, 9.829716], [259.000000, 18.000000, -90.000000], [271, -63, 296]]
DATA[27050, 0, [0,0,0], [-0.034378, 0.012712, 0.027512], 13, [-0.156906, -0.156906, 10.355823], [-0.019143, -0.059821, 9.820144], [258.000000, 17.000000, -92.000000], [277, -62, 295]]
DATA[27110, 0, [0,0,0], [-0.032392, 0.014051, 0.014981], 13, [-0.117680, -0.137293, -0.058840], [-0.019143, -0.102891, 9.844072], [258.000000, 17.000000, -91.000000], [274, -59, 295]]
DATA[27170, 0, [0,0,0], [-0.031872, 0.012644, 0.007355], 13, [-0.098067, -0.156906, -0.098067], [-0.055035, -0.141177, 9.810573], [259.000000, 20.000000, -89.000000], [278, -56, 293]]
DATA[27240, 0, [0,0,0], [-0.033828, 0.011616, 0.003039], 13, [-0.176520, -0.137293, 10.355823], [-0.007178, -0.098106, 9.805787], [257.000000, 22.000000, -89.000000], [269, -62, 297]]
DATA[27290, 0, [0,0,0], [-0.021056, 0.012167, 0.016960], 13, [-0.137293, -0.196133, -0.137293], [-0.045464, -0.088534, 9.824930], [258.000000, 20.000000, -89.000000], [268, -63, 297]]
DATA[27350, 0, [0,0,0], [-0.026254, 0.013293, 0.008697], 13, [-0.137293, -0.156906, 10.375436], [-0.021535, -0.112463, 9.820144], [260.000000, 16.000000, -89.000000], [270, -63, 296]]
DATA[27410, 0, [0,0,0], [-0.029644, 0.013338, 0.003389], 13, [-0.156906, -0.098067, -0.058840], [-0.035892, -0.093320, 9.834501], [260.000000, 21.000000, -91.000000], [265, -60, 282]]
DATA[27470, 0, [0,0,0], [-0.031277, 0.012638, 0.020259], 13, [-0.137293, -0.098067, -0.058840], [-0.021535, -0.107677, 9.815358], [258.000000, 18.000000, -90.000000], [273, -55, 292]]
DATA[27530, 0, [0,0,0], [-0.031421, 0.011922, 0.021294], 13, [-0.098067, -0.117680, -0.098067], [-0.035892, -0.088534, 9.829716], [257.000000, 14.000000, -91.000000], [276, -55, 295]]
DATA[27590, 0, [0,0,0], [-0.031905, 0.010387, 0.021149], 13, [-0.137293, -0.176520, -0.117680], [-0.011964, -0.098106, 9.829716], [257.000000, 18.000000, -90.000000], [273, -57, 306]]
DATA[27650, 0, [0,0,0], [-0.032527, 0.010966, 0.024531], 13, [-0.156906, -0.156906, 10.375436], [-0.021535, -0.141177, 9.815358], [257.000000, 15.000000, -94.000000], [280, -61, 298]]
DATA[27710, 0, [0,0,0], [-0.032176, 0.010796, 0.012165], 13, [-0.098067, -0.098067, -0.098067], [-0.035892, -0.093320, 9.810573], [258.000000, 14.000000, -92.000000], [276, -66, 295]]
DATA[27770, 0, [0,0,0], [-0.033885, 0.012430, 0.008885], 13, [-0.117680, -0.156906, 10.355823], [-0.035892, -0.112463, 9.829716], [258.000000, 16.000000, -93.000000], [274, -65, 295]]
DATA[27830, 0, [0,0,0], [-0.032854, 0.012165, 0.003460], 13, [-0.137293, -0.098067, -0.078453], [-0.035892, -0.098106, 9.786645], [257.000000, 13.000000, -94.000000], [277, -63, 296]]
DATA[27890, 0, [0,0,0], [-0.034249, 0.012322, 0.019379], 13, [-0.117680, -0.137293, -0.019613], [-0.026321, -0.088534, 9.815358], [259.000000, 15.000000, -89.000000], [262, -62, 294]]
DATA[27950, 0, [0,0,0], [-0.033607, 0.012404, 0.009834], 13, [-0.117680, -0.215746, -0.058840], [-0.035892, -0.093320, 9.810573], [257.000000, 13.000000, -95.000000], [274, -56, 291]]
DATA[28010, 0, [0,0,0], [-0.022299, 0.012519, 0.019555], 13, [-0.137293, -0.117680, -0.078453], [-0.043071, -0.093320, 9.824930], [259.000000, 15.000000, -95.000000], [276, -67, 298]]
DATA[28080, 0, [0,0,0], [-0.026526, 0.011850, 0.007573], 13, [-0.078453, -0.078453, -0.117680], [-0.031107, -0.112463, 9.815358], [258.000000, 15.000000, -93.000000], [276, -62, 301]]
DATA[28130, 0, [0,0,0], [-0.027698, 0.011456, 0.003967], 13, [-0.098067, -0.117680, -0.098067], [-0.026321, -0.078963, 9.815358], [256.000000, 20.000000, -93.000000], [275, -57, 300]]
DATA[28190, 0, [0,0,0], [-0.031453, 0.010994, 0.005423], 13, [-0.117680, -0.156906, -0.019613], [-0.059821, -0.107677, 9.824930], [257.000000, 16.000000, -91.000000], [276, -66, 290]]
DATA[28250, 0, [0,0,0], [-0.033653, 0.010347, 0.017229], 13, [-0.156906, -0.137293, 10.414662], [-0.021535, -0.093320, 9.848858], [258.000000, 19.000000, -91.000000], [274, -63, 303]]
DATA[28320, 0, [0,0,0], [-0.032906, 0.011798, 0.019675], 13, [-0.137293, -0.156906, -0.039227], [-0.031107, -0.083749, 9.848858], [257.000000, 16.000000, -92.000000], [274, -63, 296]]
DATA[28370, 0, [0,0,0], [-0.033161, 0.011050, 0.010606], 13, [-0.098067, -0.137293, -0.117680], [-0.009571, -0.069392, 9.839287], [257.000000, 15.000000, -90.000000], [269, -59, 293]]
DATA[28430, 0, [0,0,0], [-0.032852, 0.009231, 0.003731], 13, [-0.117680, -0.137293, -0.117680], [-0.014357, -0.083749, 9.858429], [260.000000, 21.000000, -91.000000], [269, -68, 294]]
DATA[28500, 0, [0,0,0], [-0.033202, 0.009946, 0.000798], 13, [-0.039227, -0.156906, -0.039227], [-0.009571, -0.098106, 9.848858], [259.000000, 20.000000, -91.000000], [276, -64, 296]]
DATA[28550, 0, [0,0,0], [-0.034057, 0.011202, 0.005856], 13, [-0.235360, -0.137293, -0.078453], [-0.026321, -0.083749, 9.796216], [260.000000, 17.000000, -91.000000], [274, -57, 298]]
DATA[28610, 0, [0,0,0], [-0.033326, 0.011463, 0.001769], 13, [-0.156906, -0.156906, -0.117680], [-0.028714, -0.112463, 9.824930], [-1.000000, 21.000000, -92.000000], [274, -59, 304]]
DATA[28670, 0, [0,0,0], [-0.032751, 0.012931, -0.000036], 13, [-0.176520, -0.176520, -0.098067], [-0.023928, -0.131605, 9.796216], [257.000000, 18.000000, -93.000000], [275, -57, 302]]
DATA[28740, 0, [0,0,0], [-0.032539, 0.013067, -0.000782], 13, [-0.156906, -0.117680, -0.058840], [-0.026321, -0.088534, 9.791430], [257.000000, 17.000000, -91.000000], [276, -59, 297]]
DATA[28790, 0, [0,0,0], [-0.033339, 0.012202, -0.001342], 13, [-0.098067, -0.137293, -0.058840], [-0.038285, -0.098106, 9.820144], [260.000000, 13.000000, -88.000000], [278, -58, 292]]
DATA[28850, 0, [0,0,0], [-0.032583, 0.012362, 0.012717], 13, [-0.176520, -0.156906, -0.156906], [-0.033500, -0.102891, 9.834501], [257.000000, 14.000000, -92.000000], [273, -54, 294]]
DATA[28910, 0, [0,0,0], [-0.032361, 0.012761, 0.005379], 13, [-0.176520, -0.078453, -0.058840], [-0.040678, -0.078963, 9.810573], [258.000000, 19.000000, -92.000000], [276, -59, 293]]
DATA[28970, 0, [0,0,0], [-0.032781, 0.012297, 0.002517], 13, [-0.117680, -0.156906, -0.039227], [-0.035892, -0.102891, 9.820144], [258.000000, 12.000000, -94.000000], [272, -62, 298]]
DATA[29040, 0, [0,0,0], [-0.032425, 0.013374, -0.000469], 13, [-0.137293, -0.235360, -0.156906], [-0.021535, -0.112463, 9.872787], [257.000000, 16.000000, -93.000000], [279, -60, 288]]
DATA[29090, 0, [0,0,0], [-0.030972, 0.011014, -0.001370], 13, [-0.176520, -0.137293, -0.156906], [-0.021535, -0.141177, 9.844072], [258.000000, 15.000000, -92.000000], [275, -59, 299]]
DATA[29150, 0, [0,0,0], [-0.031974, 0.010044, 0.018478], 13, [-0.137293, -0.098067, -0.098067], [-0.014357, -0.098106, 9.820144], [257.000000, 16.000000, -91.000000], [270, -65, 303]]
DATA[29210, 0, [0,0,0], [-0.026955, 0.009005, 0.008805], 13, [-0.078453, -0.117680, -0.078453], [-0.026321, -0.098106, 9.829716], [258.000000, 14.000000, -92.000000], [273, -64, 301]]
DATA[29270, 0, [0,0,0], [-0.030962, 0.009702, 0.017406], 13, [-0.176520, -0.117680, -0.019613], [-0.040678, -0.083749, 9.839287], [258.000000, 15.000000, -92.000000], [268, -63, 295]]
DATA[29330, 0, [0,0,0], [-0.028278, 0.010347, 0.026919], 13, [-0.156906, -0.117680, -0.117680], [-0.033500, -0.064606, 9.820144], [256.000000, 16.000000, -91.000000], [270, -62, 299]]
DATA[29390, 0, [0,0,0], [-0.030385, 0.011055, 0.014112], 13, [-0.176520, -0.078453, -0.078453], [-0.021535, -0.098106, 9.858429], [256.000000, 17.000000, -92.000000], [269, -56, 303]]
DATA[29450, 0, [0,0,0], [-0.031175, 0.011932, 0.006066], 13, [-0.019613, -0.137293, -0.039227], [-0.035892, -0.069392, 9.844072], [257.000000, 16.000000, -93.000000], [266, -62, 294]]
DATA[29510, 0, [0,0,0], [-0.033112, 0.010542, 0.020789], 13, [-0.235360, -0.196133, -0.019613], [-0.031107, -0.102891, 9.791430], [-1.000000, 16.000000, -92.000000], [273, -64, 300]]
DATA[29580, 0, [0,0,0], [-0.031368, 0.010659, 0.030690], 13, [-0.078453, -0.098067, 10.375436], [0.000000, -0.088534, 9.844072], [257.000000, 17.000000, -91.000000], [272, -62, 308]]
DATA[29630, 0, [0,0,0], [-0.032167, 0.010698, 0.017838], 13, [-0.137293, -0.137293, -0.019613], [-0.026321, -0.088534, 9.829716], [261.000000, 24.000000, -91.000000], [268, -60, 296]]
DATA[29690, 0, [0,0,0], [-0.033103, 0.012823, 0.009470], 13, [-0.117680, -0.156906, -0.137293], [-0.033500, -0.083749, 9.796216], [259.000000, 23.000000, -89.000000], [271, -65, 294]]
DATA[29750, 0, [0,0,0], [-0.033018, 0.012471, 0.020766], 13, [-0.137293, -0.137293, -0.019613], [-0.026321, -0.088534, 9.865608], [256.000000, 19.000000, -89.000000], [274, -62, 296]]
DATA[29820, 0, [0,0,0], [-0.033446, 0.011987, 0.022046], 13, [-0.078453, -0.098067, -0.117680], [-0.021535, -0.093320, 9.805787], [258.000000, 21.000000, -88.000000], [272, -61, 299]]
DATA[29870, 0, [0,0,0], [-0.032477, 0.011792, 0.020329], 13, [-0.137293, -0.078453, 10.375436], [-0.035892, -0.069392, 9.844072], [259.000000, 17.000000, -92.000000], [272, -56, 302]]
DATA[29930, 0, [0,0,0], [-0.032935, 0.012679, 0.015438], 13, [-0.117680, -0.156906, -0.058840], [-0.026321, -0.107677, 9.810573], [258.000000, 16.000000, -92.000000], [275, -62, 297]]
DATA[30000, 0, [0,0,0], [-0.031729, 0.012798, 0.007199], 13, [-0.156906, -0.137293, -0.117680], [-0.021535, -0.112463, 9.805787], [257.000000, 17.000000, -91.000000], [275, -62, 297]]
DATA[30050, 0, [0,0,0], [-0.031403, 0.012993, 0.010352], 13, [-0.137293, -0.156906, -0.058840], [-0.002393, -0.088534, 9.820144], [258.000000, 14.000000, -91.000000], [273, -64, 300]]
DATA[30110, 0, [0,0,0], [-0.031990, 0.013321, 0.005227], 13, [-0.058840, -0.117680, 10.414662], [-0.047856, -0.088534, 9.824930], [256.000000, 16.000000, -90.000000], [268, -58, 300]]
DATA[30170, 0, [0,0,0], [-0.031784, 0.014248, 0.005609], 13, [-0.078453, -0.156906, 10.375436], [-0.019143, -0.088534, 9.834501], [259.000000, 15.000000, -91.000000], [271, -62, 297]]
DATA[30240, 0, [0,0,0], [-0.031246, 0.013799, 0.001534], 13, [-0.078453, -0.098067, 10.395049], [-0.043071, -0.102891, 9.796216], [-1.000000, 15.000000, -90.000000], [265, -61, 281]]
DATA[30290, 0, [0,0,0], [-0.032869, 0.012286, 0.010768], 13, [-0.137293, -0.117680, -0.058840], [-0.045464, -0.098106, 9.820144], [258.000000, 12.000000, -95.000000], [274, -58, 294]]
