
Thu Jan  1 00:00:01 1970

Flight Log #30
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.2'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[0, 0, [0,0,0], [0.000000, 0.000000, 0.000000], 0, [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0, 0, 0]]
DATA[1320, 0, [0,0,0], [-0.016761, 0.007670, -0.016120], 15, [-0.098067, -0.039227, -0.039227], [-0.002393, -0.093320, 9.829716], [-95.000000, -237.000000, -99.000000], [-33, -236, 323]]
DATA[1380, 0, [0,0,0], [-0.013248, 0.006448, -0.017342], -241, [-0.019613, -0.098067, -0.098067], [-0.007178, -0.083749, 9.801002], [-96.000000, -234.000000, -101.000000], [-36, -236, 326]]
DATA[1440, 0, [0,0,0], [8.322323, -0.909571, -5.526061], 15, [-0.078453, -0.098067, -0.078453], [0.007178, -0.069392, 9.829716], [-97.000000, -235.000000, -100.000000], [-35, -227, 330]]
DATA[1500, 0, [0,0,0], [-0.020884, 0.009502, -0.015815], 15, [-0.176520, -0.078453, -0.098067], [0.023928, -0.088534, 9.824930], [-98.000000, -232.000000, -98.000000], [-42, -232, 323]]
DATA[1560, 0, [0,0,0], [-0.015997, 0.006601, -0.020549], 15, [-0.137293, -0.078453, -0.058840], [0.023928, -0.102891, 9.815358], [-99.000000, -232.000000, -100.000000], [-41, -230, 331]]
DATA[1620, 0, [0,0,0], [-0.014928, 0.007975, 0.030000], 15, [0.019613, -0.196133, -0.137293], [0.011964, -0.074178, 9.815358], [-102.000000, -230.000000, -103.000000], [-35, -230, 332]]
DATA[1680, 0, [0,0,0], [-0.013248, 0.007059, -0.015051], 15, [-0.137293, -0.078453, -0.098067], [-0.004786, -0.098106, 9.844072], [-99.000000, -234.000000, -104.000000], [-35, -233, 324]]
DATA[1750, 0, [0,0,0], [-0.010805, 0.007059, -0.014746], 15, [-0.078453, -0.196133, -0.058840], [0.011964, -0.117248, 9.839287], [-100.000000, -232.000000, -101.000000], [-38, -224, 324]]
DATA[1810, 0, [0,0,0], [-0.015386, 0.006448, -0.018564], 15, [-0.098067, -0.098067, -0.156906], [0.004786, -0.107677, 9.810573], [-97.000000, -233.000000, -102.000000], [-39, -228, 324]]
DATA[1870, 0, [0,0,0], [-0.016761, 0.008433, -0.019633], 15, [-0.176520, -0.078453, 10.355823], [0.016750, -0.102891, 9.848858], [-98.000000, -236.000000, -102.000000], [-38, -230, 323]]
DATA[1920, 0, [0,0,0], [-0.014470, 0.009655, -0.020396], 15, [-0.078453, -0.039227, 10.179303], [0.000000, -0.102891, 9.829716], [-99.000000, -234.000000, -101.000000], [-41, -228, 326]]
DATA[1980, 0, [0,0,0], [-0.010499, 0.007822, -0.021465], 15, [-0.078453, -0.156906, -0.098067], [-0.007178, -0.107677, 9.844072], [-100.000000, -233.000000, -100.000000], [-46, -232, 326]]
DATA[2040, 0, [0,0,0], [-0.013401, 0.006753, -0.017342], 15, [-0.098067, -0.176520, 10.375436], [0.033500, -0.107677, 9.791430], [-98.000000, -230.000000, -99.000000], [-34, -225, 326]]
DATA[2100, 0, [0,0,0], [-0.016761, -0.004700, -0.019327], 15, [-0.137293, -0.078453, 10.355823], [-0.004786, -0.112463, 9.834501], [-95.000000, -237.000000, -101.000000], [-34, -232, 330]]
DATA[2160, 0, [0,0,0], [-0.014928, 0.009960, -0.018717], 15, [-0.039227, -0.039227, -0.078453], [0.004786, -0.093320, 9.815358], [-99.000000, -232.000000, -104.000000], [-33, -237, 326]]
DATA[2220, 0, [0,0,0], [-0.009278, 0.008128, -0.018106], 15, [-0.078453, -0.098067, -0.078453], [0.009571, -0.107677, 9.805787], [-99.000000, -235.000000, -101.000000], [-41, -227, 334]]
DATA[2280, 0, [0,0,0], [-0.008209, 0.008128, -0.019633], 15, [-0.078453, -0.078453, -0.117680], [0.004786, -0.098106, 9.829716], [-96.000000, -235.000000, -99.000000], [-40, -235, 321]]
DATA[2340, 0, [0,0,0], [-0.012943, 0.009502, -0.018564], 15, [-0.058840, -0.156906, -0.058840], [0.019143, -0.136391, 9.829716], [-98.000000, -234.000000, -101.000000], [-38, -218, 326]]
DATA[2400, 0, [0,0,0], [-0.013859, 0.004615, -0.016884], 15, [-0.117680, -0.137293, -0.156906], [-0.011964, -0.093320, 9.820144], [-102.000000, -234.000000, -103.000000], [-37, -235, 325]]
DATA[2460, 0, [0,0,0], [-0.011416, 0.006295, -0.017648], 15, [-0.098067, -0.098067, -0.078453], [0.000000, -0.093320, 9.834501], [-101.000000, -232.000000, -102.000000], [-38, -233, 326]]
DATA[2520, 0, [0,0,0], [-0.008667, 0.010724, -0.019480], 15, [-0.196133, -0.156906, -0.098067], [0.002393, -0.122034, 9.844072], [-99.000000, -236.000000, -100.000000], [-32, -239, 322]]
DATA[2580, 0, [0,0,0], [-0.016608, 0.012862, -0.021007], 15, [-0.098067, -0.117680, -0.058840], [0.000000, -0.098106, 9.839287], [-97.000000, -232.000000, -102.000000], [-39, -232, 322]]
DATA[2640, 0, [0,0,0], [-0.013401, 0.009502, -0.012761], 15, [-0.039227, -0.137293, -0.098067], [-0.002393, -0.107677, 9.829716], [-99.000000, -231.000000, -102.000000], [-43, -237, 328]]
DATA[2700, 0, [0,0,0], [-0.014775, 0.003394, -0.015968], 15, [-0.078453, -0.137293, -0.058840], [0.007178, -0.098106, 9.820144], [-100.000000, -232.000000, -98.000000], [-35, -237, 317]]
DATA[2760, 0, [0,0,0], [-0.012790, 0.007364, -0.023145], 15, [-0.117680, -0.078453, -0.039227], [-0.002393, -0.098106, 9.820144], [-95.000000, -234.000000, -99.000000], [-36, -226, 320]]
DATA[2820, 0, [0,0,0], [-0.006376, 0.000950, -0.012455], 15, [-0.058840, -0.117680, -0.117680], [0.002393, -0.064606, 9.844072], [-99.000000, -232.000000, -100.000000], [-27, -226, 323]]
DATA[2880, 0, [0,0,0], [-0.012179, 0.003546, -0.019480], 15, [-0.176520, -0.098067, -0.058840], [-0.011964, -0.102891, 9.824930], [-96.000000, -232.000000, -105.000000], [-35, -223, 312]]
DATA[2940, 0, [0,0,0], [-0.014164, 0.007670, -0.018411], 15, [-0.176520, -0.117680, -0.058840], [0.026321, -0.093320, 9.858429], [-100.000000, -230.000000, -101.000000], [-41, -234, 309]]
DATA[3000, 0, [0,0,0], [-0.008209, 0.009349, -0.023909], 15, [-0.098067, -0.137293, -0.039227], [0.023928, -0.083749, 9.844072], [-98.000000, -235.000000, -101.000000], [-39, -231, 316]]
DATA[3060, 0, [0,0,0], [-0.010957, 0.008586, -0.021313], 15, [-0.156906, -0.078453, -0.078453], [0.000000, -0.093320, 9.820144], [-96.000000, -233.000000, -101.000000], [-45, -234, 317]]
DATA[3120, 0, [0,0,0], [-0.017677, 0.005684, -0.018106], 15, [-0.156906, -0.117680, -0.058840], [0.011964, -0.093320, 9.820144], [-98.000000, -235.000000, -106.000000], [-41, -232, 330]]
DATA[3180, 0, [0,0,0], [-0.017372, 0.005684, -0.022687], 15, [-0.117680, -0.176520, -0.058840], [0.031107, -0.107677, 9.815358], [-104.000000, -232.000000, -101.000000], [-34, -227, 323]]
DATA[3250, 0, [0,0,0], [-0.014623, 0.007211, -0.016426], 15, [-0.078453, -0.117680, -0.137293], [-0.002393, -0.074178, 9.894321], [-98.000000, -235.000000, -100.000000], [-36, -233, 314]]
DATA[3310, 0, [0,0,0], [-0.011568, 0.005837, -0.020091], 15, [-0.137293, -0.156906, -0.039227], [0.000000, -0.098106, 9.834501], [-97.000000, -232.000000, -98.000000], [-40, -227, 326]]
DATA[3370, 0, [0,0,0], [-0.009888, 0.008280, -0.017953], 15, [-0.137293, -0.058840, 10.375436], [0.011964, -0.078963, 9.824930], [-98.000000, -232.000000, -100.000000], [-31, -236, 324]]
DATA[3420, 0, [0,0,0], [-0.008972, 0.007059, -0.020855], 15, [-0.098067, -0.098067, -0.058840], [0.014357, -0.093320, 9.846465], [-100.000000, -230.000000, -103.000000], [-30, -235, 324]]
DATA[3480, 0, [0,0,0], [-0.015997, 0.009502, -0.017800], 15, [-0.058840, -0.117680, 10.355823], [0.009571, -0.093320, 9.848858], [-99.000000, -232.000000, -100.000000], [6, -229, 329]]
DATA[3540, 0, [0,0,0], [-0.017524, 0.005837, -0.016884], 15, [-0.039227, -0.156906, 10.159690], [0.021535, -0.088534, 9.815358], [-96.000000, -231.000000, -100.000000], [-27, -231, 325]]
DATA[3600, 0, [0,0,0], [-0.017372, 0.003699, -0.017495], 15, [-0.078453, -0.176520, -0.137293], [0.016750, -0.131605, 9.844072], [-99.000000, -234.000000, -102.000000], [-37, -237, 314]]
DATA[3660, 0, [0,0,0], [-0.015997, 0.007211, -0.018564], 15, [-0.078453, -0.117680, -0.058840], [-0.009571, -0.102891, 9.786645], [-99.000000, -232.000000, -102.000000], [-42, -232, 319]]
DATA[3720, 0, [0,0,0], [-0.010805, 0.009197, -0.023451], 15, [-0.098067, -0.098067, -0.078453], [0.000000, -0.093320, 9.834501], [-97.000000, -236.000000, -101.000000], [-38, -233, 320]]
DATA[3780, 0, [0,0,0], [-0.014775, 0.009197, -0.021313], 15, [-0.176520, -0.137293, -0.098067], [-0.011964, -0.093320, 9.824930], [-97.000000, -236.000000, -101.000000], [-34, -232, 327]]
DATA[3840, 0, [0,0,0], [-0.011568, 0.012098, -0.024520], 15, [-0.078453, -0.137293, -0.058840], [0.031107, -0.102891, 9.820144], [-96.000000, -235.000000, -101.000000], [-34, -231, 319]]
DATA[3890, 0, [0,0,0], [-0.009583, 0.002783, -0.017800], 15, [-0.098067, -0.156906, -0.039227], [-0.004786, -0.083749, 9.839287], [-102.000000, -232.000000, -103.000000], [-32, -237, 320]]
DATA[3950, 0, [0,0,0], [-0.008972, 0.006753, -0.018869], 15, [-0.156906, -0.098067, -0.019613], [0.007178, -0.102891, 9.801002], [-97.000000, -236.000000, -102.000000], [-43, -229, 321]]
DATA[4010, 0, [0,0,0], [-0.009278, 0.016222, -0.024367], 15, [-0.117680, -0.117680, -0.039227], [0.000000, -0.102891, 9.853643], [-99.000000, -236.000000, -101.000000], [-40, -233, 320]]
DATA[4070, 0, [0,0,0], [-0.009583, 0.009197, -0.019633], 15, [-0.117680, -0.137293, -0.078453], [0.028714, -0.083749, 9.829716], [-99.000000, -233.000000, -102.000000], [-38, -230, 325]]
DATA[4130, 0, [0,0,0], [-0.012637, 0.006448, -0.021007], 15, [-0.078453, -0.098067, -0.058840], [0.000000, -0.122034, 9.848858], [-100.000000, -234.000000, -102.000000], [-35, -228, 322]]
DATA[4190, 0, [0,0,0], [-0.013095, 0.007364, -0.016273], 15, [-0.215746, -0.058840, -0.098067], [0.002393, -0.136391, 9.820144], [-96.000000, -234.000000, -99.000000], [-40, -234, 322]]
DATA[4250, 0, [0,0,0], [-0.012026, 0.007975, -0.021313], 15, [-0.078453, -0.156906, -0.058840], [0.004786, -0.083749, 9.820144], [-96.000000, -236.000000, -101.000000], [-41, -231, 322]]
DATA[4310, 0, [0,0,0], [-0.013401, 0.002019, -0.022229], 15, [-0.156906, -0.137293, 10.179303], [0.007178, -0.093320, 9.824930], [-98.000000, -231.000000, -101.000000], [-42, -231, 322]]
DATA[4370, 0, [0,0,0], [-0.015539, 0.007364, -0.019175], 15, [-0.176520, -0.117680, -0.039227], [0.004786, -0.098106, 9.815358], [-100.000000, -233.000000, -100.000000], [-38, -232, 326]]
DATA[4430, 0, [0,0,0], [-0.013401, 0.006448, -0.020855], 15, [-0.098067, -0.078453, -0.098067], [-0.007178, -0.093320, 9.820144], [-100.000000, -233.000000, -102.000000], [-35, -238, 333]]
DATA[4490, 0, [0,0,0], [-0.007445, 0.009808, -0.018869], 15, [-0.098067, -0.078453, -0.098067], [0.009571, -0.117248, 9.815358], [-101.000000, -232.000000, -99.000000], [-36, -241, 328]]
DATA[4550, 0, [0,0,0], [0.550927, -0.059466, -0.382961], 15, [-0.117680, -0.098067, -0.058840], [-0.021535, -0.088534, 9.839287], [-99.000000, -235.000000, -102.000000], [-40, -237, 331]]
DATA[4610, 0, [0,0,0], [-0.014164, 0.005379, -0.017189], 15, [-0.058840, -0.058840, 10.395049], [0.014357, -0.093320, 9.834501], [-99.000000, -237.000000, -103.000000], [-36, -233, 330]]
DATA[4670, 0, [0,0,0], [-0.010194, 0.006448, -0.020091], 15, [-0.039227, -0.117680, -0.039227], [0.014357, -0.102891, 9.839287], [-102.000000, -232.000000, -103.000000], [-31, -233, 324]]
DATA[4730, 0, [0,0,0], [-0.011721, 0.006753, -0.018411], 15, [-0.019613, -0.117680, -0.117680], [0.000000, -0.078963, 9.829716], [-94.000000, -234.000000, -100.000000], [-36, -232, 319]]
DATA[4790, 0, [0,0,0], [-0.008667, 0.004768, -0.017648], 15, [-0.078453, -0.058840, -0.039227], [-0.007178, -0.107677, 9.796216], [-95.000000, -234.000000, -98.000000], [-33, -229, 326]]
DATA[4860, 0, [0,0,0], [-0.009125, 0.007670, -0.021465], 15, [-0.058840, -0.019613, -0.039227], [0.009571, -0.093320, 9.844072], [-100.000000, -232.000000, -103.000000], [16, -225, 341]]
DATA[4920, 0, [0,0,0], [-0.013859, 0.004463, -0.020091], 15, [-0.098067, -0.117680, -0.078453], [-0.011964, -0.098106, 9.848858], [-101.000000, -233.000000, -101.000000], [-31, -224, 329]]
DATA[4980, 0, [0,0,0], [-0.013248, 0.006142, -0.020396], 15, [-0.098067, -0.156906, -0.117680], [-0.009571, -0.117248, 9.848858], [-100.000000, -233.000000, -103.000000], [-33, -222, 341]]
DATA[5030, 0, [0,0,0], [-0.006987, 0.007364, -0.020855], 15, [-0.058840, -0.274586, -0.078453], [-0.016750, -0.088534, 9.805787], [-99.000000, -234.000000, -100.000000], [-39, -221, 322]]
DATA[5090, 0, [0,0,0], [-0.013554, 0.005379, -0.017800], 15, [-0.117680, -0.137293, -0.039227], [-0.007178, -0.093320, 9.824930], [-97.000000, -234.000000, -104.000000], [-37, -229, 340]]
DATA[5150, 0, [0,0,0], [-0.009430, 0.009044, -0.018717], 15, [-0.078453, -0.117680, -0.058840], [0.000000, -0.122034, 9.824930], [-99.000000, -230.000000, -101.000000], [-35, -232, 321]]
DATA[5210, 0, [0,0,0], [-0.012790, 0.006753, -0.019327], 15, [-0.039227, -0.058840, -0.137293], [-0.007178, -0.093320, 9.781859], [-98.000000, -232.000000, -100.000000], [-40, -228, 330]]
DATA[5270, 0, [0,0,0], [-0.009583, 0.004615, -0.020702], 15, [-0.137293, -0.058840, 10.395049], [0.023928, -0.098106, 9.801002], [-99.000000, -235.000000, -104.000000], [-43, -229, 320]]
DATA[5330, 0, [0,0,0], [-0.005002, 0.004615, -0.024520], 15, [-0.137293, -0.137293, -0.117680], [-0.004786, -0.117248, 9.772287], [-95.000000, -230.000000, -101.000000], [-37, -226, 327]]
DATA[5390, 0, [0,0,0], [-0.007598, 0.005073, -0.020244], -241, [-0.117680, -0.117680, -0.058840], [-0.004786, -0.064606, 9.853643], [-100.000000, -234.000000, -103.000000], [-38, -231, 331]]
DATA[5450, 0, [0,0,0], [-0.011110, 0.005684, -0.017037], 15, [-0.078453, -0.176520, -0.098067], [0.000000, -0.102891, 9.824930], [-98.000000, -232.000000, -100.000000], [-36, -232, 326]]
DATA[5510, 0, [0,0,0], [-0.012026, 0.002019, -0.020702], 15, [-0.058840, -0.176520, -0.078453], [0.004786, -0.150748, 9.786645], [-99.000000, -234.000000, -100.000000], [-45, -235, 332]]
DATA[5570, 0, [0,0,0], [-0.012179, 0.007364, -0.017953], 15, [-0.117680, -0.117680, -0.058840], [-0.031107, -0.098106, 9.853643], [-99.000000, -234.000000, -101.000000], [-40, -233, 324]]
DATA[5640, 0, [0,0,0], [-0.009430, 0.007670, -0.025742], 15, [-0.039227, -0.098067, -0.078453], [0.011964, -0.112463, 9.829716], [-95.000000, -234.000000, -101.000000], [-42, -229, 322]]
DATA[5700, 0, [0,0,0], [-0.015997, 0.002630, -0.022687], 15, [-0.058840, -0.137293, -0.078453], [-0.002393, -0.098106, 9.848858], [-100.000000, -233.000000, -104.000000], [-38, -226, 329]]
DATA[5760, 0, [0,0,0], [-0.015692, 0.008280, -0.018717], 15, [-0.078453, -0.235360, -0.039227], [0.004786, -0.098106, 9.834501], [-99.000000, -237.000000, -100.000000], [-32, -236, 331]]
DATA[5830, 0, [0,0,0], [-0.014623, 0.007364, -0.020091], 15, [0.000000, -0.117680, 10.179303], [0.031107, -0.107677, 9.815358], [-99.000000, -233.000000, -103.000000], [-44, -239, 318]]
DATA[5890, 0, [0,0,0], [-0.014012, 0.011182, -0.023604], 15, [-0.117680, -0.137293, -0.098067], [0.011964, -0.093320, 9.791430], [-96.000000, -235.000000, -101.000000], [-39, -220, 324]]
DATA[5940, 0, [0,0,0], [-0.007140, 0.007364, -0.021160], -241, [-0.117680, -0.137293, -0.098067], [0.009571, -0.083749, 9.839287], [-96.000000, -235.000000, -101.000000], [-30, -231, 323]]
DATA[6000, 0, [0,0,0], [-0.010652, 0.007059, -0.023298], 15, [-0.078453, -0.176520, -0.039227], [-0.011964, -0.107677, 9.834501], [-97.000000, -234.000000, -96.000000], [-39, -237, 319]]
DATA[6070, 0, [0,0,0], [-0.011110, 0.008128, -0.023909], 15, [-0.117680, -0.117680, -0.078453], [0.026321, -0.098106, 9.839287], [-95.000000, -233.000000, -99.000000], [-36, -228, 339]]
DATA[6120, 0, [0,0,0], [-0.014775, -0.001646, -0.015662], 15, [-0.098067, -0.078453, -0.058840], [0.002393, -0.102891, 9.810573], [-99.000000, -235.000000, -103.000000], [-34, -236, 328]]
DATA[6180, 0, [0,0,0], [-0.009736, 0.009502, -0.020091], 15, [-0.196133, -0.058840, -0.078453], [0.011964, -0.098106, 9.839287], [-97.000000, -235.000000, -100.000000], [-38, -230, 332]]
DATA[6240, 0, [0,0,0], [-0.015234, 0.006601, -0.017037], 15, [-0.117680, -0.137293, -0.078453], [0.021535, -0.102891, 9.834501], [-100.000000, -233.000000, -102.000000], [-39, -229, 322]]
DATA[6300, 0, [0,0,0], [-0.009583, 0.003241, -0.019786], 15, [-0.117680, -0.176520, -0.058840], [0.000000, -0.093320, 9.805787], [-99.000000, -229.000000, -97.000000], [-42, -228, 314]]
DATA[6360, 0, [0,0,0], [-0.006376, 0.011793, -0.020091], 15, [-0.117680, -0.117680, -0.039227], [-0.009571, -0.107677, 9.824930], [-97.000000, -235.000000, -101.000000], [-40, -234, 317]]
DATA[6420, 0, [0,0,0], [-0.011874, 0.010113, -0.020396], 15, [-0.078453, -0.176520, -0.098067], [0.021535, -0.093320, 9.810573], [-99.000000, -232.000000, -102.000000], [-39, -233, 329]]
DATA[6480, 0, [0,0,0], [-0.012943, 0.006295, -0.021313], -753, [-0.058840, -0.117680, -0.039227], [-0.014357, -0.107677, 9.834501], [-99.000000, -235.000000, -100.000000], [-43, -229, 325]]
DATA[6540, 0, [0,0,0], [-0.013554, 0.005990, -0.018869], 15, [-0.078453, -0.098067, -0.058840], [0.002393, -0.107677, 9.805787], [-102.000000, -231.000000, -102.000000], [-39, -234, 324]]
DATA[6600, 0, [0,0,0], [-0.014470, 0.008280, -0.022229], 15, [-0.078453, -0.078453, 10.140077], [0.028714, -0.122034, 9.796216], [-97.000000, -235.000000, -99.000000], [-42, -234, 323]]
DATA[6660, 0, [0,0,0], [-0.005765, 0.000645, -0.021465], 15, [-0.078453, -0.254973, -0.039227], [-0.002393, -0.112463, 9.829716], [-99.000000, -234.000000, -99.000000], [-35, -238, 316]]
DATA[6720, 0, [0,0,0], [-0.009583, 0.005379, -0.020855], 15, [-0.078453, -0.156906, -0.039227], [0.004786, -0.107677, 9.844072], [-99.000000, -234.000000, -100.000000], [-40, -231, 326]]
DATA[6780, 0, [0,0,0], [-0.011110, 0.005990, -0.021465], 15, [-0.117680, -0.098067, -0.137293], [-0.004786, -0.083749, 9.829716], [-100.000000, -233.000000, -102.000000], [-46, -235, 321]]
DATA[6840, 0, [0,0,0], [-0.010805, 0.006753, -0.019633], 15, [-0.098067, -0.078453, -0.078453], [0.004786, -0.078963, 9.820144], [-102.000000, -233.000000, -102.000000], [-35, -236, 332]]
DATA[6910, 0, [0,0,0], [-0.008972, 0.011793, -0.023298], 15, [-0.078453, -0.215746, -0.058840], [-0.002393, -0.093320, 9.858429], [-98.000000, -235.000000, -102.000000], [-34, -239, 321]]
DATA[6960, 0, [0,0,0], [-0.009430, 0.006906, -0.021924], 15, [-0.039227, -0.156906, -0.058840], [0.009571, -0.093320, 9.820144], [-100.000000, -231.000000, -102.000000], [-40, -234, 321]]
DATA[7020, 0, [0,0,0], [-0.010194, 0.004463, -0.026505], 15, [-0.098067, -0.117680, -0.098067], [0.011964, -0.117248, 9.829716], [-100.000000, -233.000000, -102.000000], [-38, -231, 314]]
DATA[7090, 0, [0,0,0], [-0.012485, 0.006753, -0.021160], 15, [-0.137293, -0.058840, -0.117680], [-0.004786, -0.074178, 9.810573], [-98.000000, -229.000000, -104.000000], [-37, -236, 319]]
DATA[7150, 0, [0,0,0], [-0.006987, 0.010113, -0.021160], 15, [-0.019613, -0.117680, -0.078453], [0.009571, -0.102891, 9.810573], [-95.000000, -234.000000, -99.000000], [-38, -228, 316]]
DATA[7200, 0, [0,0,0], [-0.008209, 0.006601, -0.020855], -3825, [-0.137293, -0.137293, -0.098067], [0.004786, -0.117248, 9.839287], [-100.000000, -230.000000, -102.000000], [-40, -234, 331]]
DATA[7260, 0, [0,0,0], [-0.007445, 0.007670, -0.018869], 15, [-0.137293, -0.156906, -0.117680], [0.000000, -0.093320, 9.815358], [-99.000000, -231.000000, -101.000000], [-43, -239, 322]]
DATA[7330, 0, [0,0,0], [-0.005612, 0.008891, -0.020702], 15, [-0.176520, -0.098067, 10.375436], [0.000000, -0.078963, 9.839287], [-98.000000, -231.000000, -100.000000], [-41, -230, 340]]
DATA[7380, 0, [0,0,0], [-0.014775, 0.010266, -0.024520], 15, [-0.058840, -0.176520, -0.058840], [0.007178, -0.117248, 9.839287], [-100.000000, -232.000000, -100.000000], [-30, -231, 329]]
DATA[7440, 0, [0,0,0], [-0.016335, 0.006838, -0.019114], -3824, [-0.117680, -0.137293, 10.395049], [-0.007178, -0.131605, 9.824930], [-97.000000, -233.000000, -101.000000], [-39, -237, 323]]
DATA[7500, 0, [0,0,0], [-0.011907, 0.012947, -0.022016], 16, [-0.058840, -0.117680, 10.395049], [0.038285, -0.064606, 9.839287], [-98.000000, -231.000000, -103.000000], [-43, -234, 328]]
