
Thu Jan  1 00:00:01 1970

Flight Log #3
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.2'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[0, 0, [0,0,0], [0.000000, 0.000000, 0.000000], 0, [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0, 0, 0]]
DATA[520, 0, [0,0,0], [-0.102014, 0.005498, 0.119424], -6, [0.000000, 0.000000, 10.748089], [0.055035, -0.102891, 9.820144], [-8.000000, -253.000000, -87.000000], [-74, -318, 260]]
DATA[560, 0, [0,0,0], [-0.102778, 0.004734, -0.000458], -6, [0.019613, -0.039227, -0.039227], [0.081356, -0.141177, 9.829716], [-10.000000, -250.000000, -89.000000], [-75, -308, 251]]
DATA[600, 0, [0,0,0], [-0.104611, 0.006109, -0.003054], -6, [0.039227, -0.098067, -0.039227], [0.098106, -0.131605, 9.844072], [-3.000000, -255.000000, -87.000000], [-65, -307, 259]]
DATA[640, 0, [0,0,0], [-0.108276, 0.007025, -0.000458], -6, [0.039227, -0.039227, 10.787315], [0.069392, -0.093320, 9.839287], [-9.000000, -252.000000, -89.000000], [-73, -313, 257]]
DATA[690, 0, [0,0,0], [-0.099418, 0.005192, -0.002138], -6, [0.000000, -0.019613, 10.669636], [0.064606, -0.112463, 9.820144], [-5.000000, -253.000000, -87.000000], [-62, -315, 251]]
DATA[730, 0, [0,0,0], [-0.106749, 0.009468, 0.119271], -6, [0.000000, -0.078453, -0.058840], [0.069392, -0.155533, 9.858429], [-5.000000, -253.000000, -87.000000], [-71, -310, 266]]
DATA[760, 0, [0,0,0], [-0.105069, 0.011759, -0.005498], -6, [-0.019613, -0.058840, 10.767702], [0.066999, -0.141177, 9.839287], [-5.000000, -252.000000, -88.000000], [-66, -305, 251]]
DATA[810, 0, [0,0,0], [-0.101404, 0.014203, -0.000153], -6, [0.039227, -0.078453, 10.728476], [0.074178, -0.126820, 9.868001], [-8.000000, -253.000000, -87.000000], [-71, -310, 252]]
DATA[850, 0, [0,0,0], [-0.103389, 0.008705, 0.119271], -6, [-0.058840, -0.098067, 10.689249], [0.066999, -0.117248, 9.887143], [-9.000000, -254.000000, -90.000000], [-74, -311, 254]]
DATA[900, 0, [0,0,0], [-0.109956, 0.012523, -0.000611], -6, [0.019613, -0.058840, 10.689249], [0.083749, -0.102891, 9.810573], [-4.000000, -255.000000, -83.000000], [-73, -307, 256]]
DATA[930, 0, [0,0,0], [-0.106596, 0.011454, -0.003512], -6, [0.019613, -0.039227, -0.019613], [0.064606, -0.122034, 9.810573], [-9.000000, -250.000000, -88.000000], [-64, -309, 255]]
DATA[970, 0, [0,0,0], [-0.110719, 0.012370, -0.002138], -6, [-0.039227, -0.039227, 10.767702], [0.081356, -0.141177, 9.829716], [-5.000000, -250.000000, -89.000000], [-73, -306, 255]]
DATA[1020, 0, [0,0,0], [-0.107665, 0.012065, -0.004276], -6, [0.019613, -0.078453, 10.689249], [0.062213, -0.126820, 9.848858], [-11.000000, -254.000000, -88.000000], [-64, -304, 262]]
DATA[1060, 0, [0,0,0], [-0.108429, 0.011301, -0.002138], -6, [0.000000, -0.098067, 10.708862], [0.026321, -0.126820, 9.820144], [-5.000000, -253.000000, -87.000000], [-73, -303, 250]]
DATA[1100, 0, [0,0,0], [-0.111177, 0.010232, -0.001374], -6, [-0.019613, -0.078453, 10.708862], [0.074178, -0.126820, 9.824930], [-7.000000, -255.000000, -87.000000], [-72, -313, 253]]
DATA[1140, 0, [0,0,0], [-0.108429, 0.009621, 0.118050], -6, [-0.019613, -0.058840, 10.728476], [0.090927, -0.141177, 9.844072], [-7.000000, -253.000000, -89.000000], [-73, -300, 261]]
DATA[1180, 0, [0,0,0], [-0.107054, 0.010385, -0.002902], -6, [0.019613, -0.117680, 10.708862], [0.047856, -0.122034, 9.834501], [-4.000000, -254.000000, -87.000000], [-69, -305, 264]]
DATA[1220, 0, [0,0,0], [-0.107360, 0.008247, -0.003360], -6, [0.058840, -0.039227, 10.708862], [0.076570, -0.131605, 9.805787], [-8.000000, -253.000000, -86.000000], [-69, -307, 262]]
DATA[1270, 0, [0,0,0], [-0.112857, 0.008094, -0.002596], -6, [-0.019613, -0.058840, 10.708862], [0.045464, -0.102891, 9.815358], [-6.000000, -252.000000, -85.000000], [-71, -311, 261]]
DATA[1310, 0, [0,0,0], [-0.111177, 0.009163, -0.006261], -6, [0.000000, -0.058840, 10.669636], [0.076570, -0.145962, 9.829716], [-12.000000, -256.000000, -87.000000], [-69, -308, 254]]
DATA[1350, 0, [0,0,0], [-0.110108, 0.007789, -0.001833], -6, [0.000000, -0.019613, 10.689249], [0.090927, -0.131605, 9.848858], [-4.000000, -255.000000, -87.000000], [-71, -305, 255]]
DATA[1390, 0, [0,0,0], [-0.109956, 0.013286, -0.001222], -6, [0.019613, -0.039227, 10.669636], [0.076570, -0.150748, 9.844072], [-8.000000, -254.000000, -87.000000], [-68, -312, 250]]
DATA[1430, 0, [0,0,0], [-0.114995, 0.009163, 0.118050], -6, [-0.019613, -0.019613, -0.137293], [0.055035, -0.136391, 9.805787], [-5.000000, -252.000000, -86.000000], [-66, -313, 264]]
DATA[1480, 0, [0,0,0], [-0.116370, 0.010537, -0.003512], -6, [-0.019613, -0.058840, 10.748089], [0.066999, -0.107677, 9.834501], [-5.000000, -249.000000, -85.000000], [-73, -309, 261]]
DATA[1520, 0, [0,0,0], [-0.110108, 0.010843, -0.003971], -6, [0.000000, -0.078453, 10.669636], [0.047856, -0.131605, 9.853643], [-5.000000, -249.000000, -85.000000], [-68, -308, 252]]
DATA[1550, 0, [0,0,0], [-0.001222, 0.010537, 0.119882], -6, [-0.078453, -0.078453, -0.156906], [0.059821, -0.160319, 9.839287], [-5.000000, -253.000000, -87.000000], [-68, -304, 264]]
DATA[1600, 0, [0,0,0], [-0.114690, 0.013897, 0.119424], -6, [-0.058840, -0.098067, -0.019613], [0.059821, -0.155533, 9.824930], [-11.000000, -254.000000, -89.000000], [-67, -306, 253]]
DATA[1640, 0, [0,0,0], [-0.001680, 0.013592, 0.117592], -6, [0.000000, 0.000000, -0.039227], [0.078963, -0.098106, 9.815358], [-5.000000, -250.000000, -86.000000], [-70, -305, 253]]
DATA[1680, 0, [0,0,0], [-0.111941, 0.010232, -0.000764], -6, [-0.098067, -0.058840, -0.156906], [0.059821, -0.145962, 9.848858], [-11.000000, -254.000000, -89.000000], [-70, -307, 253]]
DATA[1720, 0, [0,0,0], [-0.113926, 0.010537, 0.118966], -6, [-0.019613, -0.117680, 10.689249], [0.076570, -0.122034, 9.810573], [-9.000000, -250.000000, -85.000000], [-70, -309, 261]]
DATA[1760, 0, [0,0,0], [-0.112552, 0.012065, -0.003054], -6, [-0.019613, -0.078453, -0.137293], [0.086142, -0.141177, 9.851251], [-7.000000, -253.000000, -86.000000], [-74, -312, 258]]
DATA[1800, 0, [0,0,0], [-0.114995, 0.009468, -0.002138], -6, [0.019613, -0.019613, 10.767702], [0.043071, -0.117248, 9.824930], [-7.000000, -253.000000, -89.000000], [-75, -309, 253]]
DATA[1860, 0, [0,0,0], [-0.111330, 0.010537, -0.000611], -5, [0.058840, -0.058840, 10.728476], [0.093320, -0.117248, 9.834501], [-1.000000, -253.000000, -87.000000], [-75, -311, 256]]
DATA[1890, 0, [0,0,0], [-0.112552, 0.009774, -0.001680], -5, [-0.058840, -0.058840, 10.689249], [0.064606, -0.131605, 9.805787], [-9.000000, -250.000000, -88.000000], [-71, -309, 258]]
DATA[1940, 0, [0,0,0], [-0.113316, 0.012981, -0.002138], -5, [0.019613, -0.098067, 10.689249], [0.069392, -0.160319, 9.829716], [-3.000000, -255.000000, -87.000000], [-70, -306, 265]]
DATA[1980, 0, [0,0,0], [-0.109345, 0.010996, -0.003360], -5, [-0.039227, -0.098067, 10.748089], [0.071785, -0.145962, 9.810573], [-10.000000, -254.000000, -87.000000], [-77, -308, 262]]
DATA[2020, 0, [0,0,0], [-0.003054, 0.012828, -0.004581], -5, [-0.078453, -0.098067, 10.748089], [0.040678, -0.131605, 9.820144], [-9.000000, -253.000000, -91.000000], [-67, -310, 261]]
DATA[2060, 0, [0,0,0], [-0.114843, 0.014813, -0.002443], -5, [0.039227, -0.117680, 10.669636], [0.064606, -0.131605, 9.815358], [-7.000000, -252.000000, -86.000000], [-72, -304, 257]]
DATA[2100, 0, [0,0,0], [-0.114843, 0.009927, -0.003207], -5, [-0.039227, -0.078453, 10.767702], [0.081356, -0.165105, 9.824930], [-9.000000, -252.000000, -88.000000], [-68, -307, 253]]
DATA[2140, 0, [0,0,0], [-0.000458, 0.010232, -0.002902], -5, [0.000000, 0.019613, 10.708862], [0.059821, -0.160319, 9.829716], [-8.000000, -255.000000, -88.000000], [-68, -306, 259]]
DATA[2190, 0, [0,0,0], [-0.113010, 0.014355, -0.002443], -5, [-0.078453, -0.039227, 10.689249], [0.059821, -0.155533, 9.805787], [-10.000000, -253.000000, -90.000000], [-72, -309, 260]]
DATA[2230, 0, [0,0,0], [-0.000458, 0.007636, -0.000611], -5, [-0.058840, -0.039227, 10.767702], [0.064606, -0.112463, 9.844072], [-7.000000, -250.000000, -87.000000], [-72, -314, 257]]
DATA[2270, 0, [0,0,0], [-0.111025, 0.014508, -0.004734], -5, [0.019613, -0.058840, 10.767702], [0.059821, -0.126820, 9.853643], [-11.000000, -254.000000, -90.000000], [-68, -308, 247]]
DATA[2310, 0, [0,0,0], [-0.113468, 0.011301, -0.006414], -5, [-0.019613, -0.078453, 10.708862], [0.050249, -0.141177, 9.820144], [-11.000000, -254.000000, -90.000000], [-65, -306, 259]]
DATA[2350, 0, [0,0,0], [-0.113621, 0.013592, -0.000458], -5, [0.000000, -0.039227, 10.767702], [0.062213, -0.107677, 9.858429], [-13.000000, -253.000000, -86.000000], [-72, -309, 255]]
DATA[2390, 0, [0,0,0], [-0.114995, 0.012523, -0.007330], -5, [0.039227, -0.117680, 10.748089], [0.055035, -0.117248, 9.829716], [-4.000000, -253.000000, -87.000000], [-70, -313, 263]]
DATA[2440, 0, [0,0,0], [-0.116370, 0.015119, -0.004123], -5, [-0.078453, -0.117680, 10.728476], [0.081356, -0.098106, 9.801002], [-8.000000, -255.000000, -84.000000], [-72, -309, 258]]
DATA[2480, 0, [0,0,0], [-0.113774, 0.014203, -0.003512], -5, [-0.019613, -0.058840, 10.787315], [0.069392, -0.122034, 9.801002], [-4.000000, -253.000000, -87.000000], [-73, -307, 264]]
DATA[2530, 0, [0,0,0], [-0.116370, 0.008705, -0.002291], -5, [0.019613, -0.176520, 10.728476], [0.071785, -0.102891, 9.839287], [-3.000000, -250.000000, -87.000000], [-75, -302, 257]]
DATA[2570, 0, [0,0,0], [-0.115148, 0.014050, 0.120646], -5, [-0.078453, -0.098067, -0.156906], [0.086142, -0.155533, 9.805787], [-10.000000, -252.000000, -85.000000], [-71, -302, 263]]
DATA[2610, 0, [0,0,0], [-0.116523, 0.010843, -0.001069], -5, [0.000000, -0.058840, 10.689249], [0.033500, -0.126820, 9.815358], [-4.000000, -252.000000, -86.000000], [-70, -304, 260]]
DATA[2650, 0, [0,0,0], [-0.000458, 0.013592, -0.000916], -5, [-0.058840, -0.098067, 10.767702], [0.074178, -0.155533, 9.844072], [-4.000000, -252.000000, -86.000000], [-71, -312, 262]]
DATA[2690, 0, [0,0,0], [-0.115912, 0.011148, 0.117744], -5, [-0.078453, -0.098067, 10.767702], [0.081356, -0.136391, 9.858429], [-4.000000, -252.000000, -88.000000], [-70, -308, 262]]
DATA[2730, 0, [0,0,0], [-0.116675, 0.011606, 0.119424], -5, [-0.019613, -0.039227, -0.039227], [0.081356, -0.150748, 9.815358], [-7.000000, -254.000000, -85.000000], [-70, -308, 257]]
DATA[2780, 0, [0,0,0], [-0.002902, 0.014661, 0.121257], -5, [0.039227, -0.156906, 10.767702], [0.045464, -0.122034, 9.820144], [-7.000000, -252.000000, -89.000000], [-71, -303, 269]]
DATA[2820, 0, [0,0,0], [-0.002596, 0.014508, -0.003360], -5, [-0.019613, -0.117680, 10.708862], [0.074178, -0.126820, 9.805787], [-8.000000, -251.000000, -88.000000], [-70, -300, 261]]
DATA[2850, 0, [0,0,0], [-0.005040, 0.013897, -0.000916], -5, [-0.039227, -0.078453, -0.137293], [0.062213, -0.126820, 9.844072], [-8.000000, -249.000000, -88.000000], [-71, -304, 257]]
DATA[2900, 0, [0,0,0], [-0.003360, 0.012981, 0.117744], -5, [-0.058840, -0.117680, -0.098067], [0.055035, -0.131605, 9.834501], [-4.000000, -254.000000, -88.000000], [-68, -305, 265]]
DATA[2940, 0, [0,0,0], [-0.005040, 0.011454, 0.123395], -5, [0.000000, -0.058840, 10.708862], [0.047856, -0.136391, 9.839287], [-11.000000, -251.000000, -88.000000], [-69, -308, 262]]
DATA[2990, 0, [0,0,0], [-0.004581, 0.012523, 0.117592], -5, [-0.156906, -0.098067, 10.669636], [0.114855, -0.150748, 9.820144], [-6.000000, -252.000000, -89.000000], [-70, -310, 266]]
DATA[3020, 0, [0,0,0], [-0.002749, 0.013286, -0.002443], -5, [-0.039227, -0.098067, 10.708862], [0.102891, -0.136391, 9.824930], [-11.000000, -253.000000, -90.000000], [-66, -312, 266]]
DATA[3060, 0, [0,0,0], [-0.001222, 0.014966, -0.001069], -5, [-0.019613, -0.098067, -0.137293], [0.055035, -0.145962, 9.848858], [-5.000000, -255.000000, -89.000000], [-72, -306, 261]]
DATA[3110, 0, [0,0,0], [-0.001069, 0.009468, 0.118661], -5, [-0.078453, -0.117680, -0.019613], [0.078963, -0.122034, 9.801002], [-6.000000, -253.000000, -88.000000], [-71, -308, 264]]
DATA[3150, 0, [0,0,0], [-0.002443, 0.012828, -0.000764], -5, [-0.058840, -0.039227, -0.137293], [0.076570, -0.112463, 9.810573], [-9.000000, -252.000000, -87.000000], [-74, -308, 250]]
DATA[3190, 0, [0,0,0], [-0.002443, 0.012675, 0.119424], -5, [-0.058840, -0.058840, 10.767702], [0.076570, -0.131605, 9.815358], [-3.000000, -256.000000, -85.000000], [-74, -304, 257]]
DATA[3230, 0, [0,0,0], [-0.003054, 0.010690, 0.118050], -5, [-0.137293, -0.098067, 10.689249], [0.055035, -0.145962, 9.815358], [-10.000000, -252.000000, -89.000000], [-77, -308, 263]]
DATA[3270, 0, [0,0,0], [-0.006261, 0.014508, -0.000458], -5, [-0.078453, -0.156906, 10.787315], [0.069392, -0.122034, 9.829716], [-3.000000, -253.000000, -85.000000], [-68, -308, 254]]
DATA[3310, 0, [0,0,0], [-0.006720, 0.015119, 0.119271], -5, [0.039227, 0.000000, 10.806929], [0.050249, -0.126820, 9.834501], [-8.000000, -256.000000, -87.000000], [-71, -309, 262]]
DATA[3360, 0, [0,0,0], [-0.003818, 0.010996, 0.118355], -5, [-0.019613, -0.098067, 10.787315], [0.076570, -0.107677, 9.853643], [-5.000000, -254.000000, -87.000000], [-73, -322, 256]]
DATA[3400, 0, [0,0,0], [-0.001527, 0.015272, 0.123547], -5, [-0.058840, -0.098067, 10.689249], [0.081356, -0.117248, 9.820144], [-9.000000, -250.000000, -86.000000], [-73, -315, 251]]
DATA[3440, 0, [0,0,0], [-0.005498, 0.008705, 0.119730], -5, [-0.019613, -0.019613, 10.669636], [0.083749, -0.131605, 9.829716], [-9.000000, -252.000000, -88.000000], [-71, -307, 254]]
DATA[3480, 0, [0,0,0], [-0.009621, 0.012981, 0.119119], -5, [-0.098067, -0.117680, 10.689249], [0.076570, -0.093320, 9.820144], [-5.000000, -253.000000, -86.000000], [-74, -310, 257]]
DATA[3520, 0, [0,0,0], [-0.008094, 0.008552, 0.117897], -5, [-0.098067, -0.039227, 10.787315], [0.028714, -0.122034, 9.839287], [-6.000000, -252.000000, -86.000000], [-74, -305, 261]]
DATA[3570, 0, [0,0,0], [-0.010385, 0.011759, 0.118508], -5, [-0.039227, -0.058840, -0.156906], [0.038285, -0.122034, 9.848858], [-4.000000, -255.000000, -88.000000], [-71, -304, 256]]
DATA[3610, 0, [0,0,0], [-0.004276, 0.010843, -0.001833], -5, [-0.078453, -0.058840, 10.767702], [0.086142, -0.126820, 9.824930], [-7.000000, -253.000000, -85.000000], [-65, -309, 256]]
DATA[3640, 0, [0,0,0], [-0.007483, 0.014661, -0.001069], -5, [-0.098067, -0.117680, 10.767702], [0.093320, -0.131605, 9.839287], [-3.000000, -249.000000, -86.000000], [-67, -302, 256]]
DATA[3700, 0, [0,0,0], [-0.010996, 0.010537, 0.121715], -5, [-0.039227, -0.137293, 10.748089], [0.090927, -0.136391, 9.801002], [-5.000000, -251.000000, -88.000000], [-64, -309, 259]]
DATA[3760, 0, [0,0,0], [-0.003971, 0.016799, 0.126296], -5, [-0.039227, -0.078453, -0.019613], [0.076570, -0.145962, 9.829716], [-5.000000, -252.000000, -86.000000], [-72, -307, 261]]
DATA[3810, 0, [0,0,0], [-0.012981, 0.016188, -0.002291], -5, [-0.019613, -0.078453, -0.019613], [0.066999, -0.165105, 9.844072], [-7.000000, -253.000000, -85.000000], [-65, -312, 253]]
DATA[3870, 0, [0,0,0], [-0.002443, 0.014355, -0.000611], -5, [-0.078453, -0.039227, -0.098067], [0.062213, -0.136391, 9.848858], [-12.000000, -251.000000, -89.000000], [-72, -309, 263]]
DATA[3920, 0, [0,0,0], [-0.009621, 0.013439, 0.119119], -5, [-0.058840, -0.019613, 10.728476], [0.095713, -0.131605, 9.815358], [-8.000000, -251.000000, -84.000000], [-69, -314, 258]]
DATA[3980, 0, [0,0,0], [-0.011606, 0.010232, 0.119119], -5, [-0.058840, -0.058840, -0.156906], [0.057428, -0.150748, 9.810573], [-4.000000, -253.000000, -87.000000], [-71, -304, 266]]
DATA[4040, 0, [0,0,0], [-0.012370, 0.017868, 0.119577], -5, [-0.058840, -0.058840, 10.708862], [0.090927, -0.136391, 9.824930], [-9.000000, -254.000000, -87.000000], [-75, -305, 266]]
DATA[4090, 0, [0,0,0], [-0.010232, 0.017715, -0.001833], -5, [-0.078453, -0.098067, -0.156906], [0.057428, -0.117248, 9.839287], [-10.000000, -248.000000, -90.000000], [-75, -308, 261]]
DATA[4150, 0, [0,0,0], [-0.008858, 0.011759, -0.000611], -5, [-0.078453, -0.058840, 10.767702], [0.047856, -0.145962, 9.781859], [-8.000000, -254.000000, -90.000000], [-72, -309, 264]]
DATA[4200, 0, [0,0,0], [-0.006872, 0.010843, 0.119577], -5, [-0.058840, -0.117680, -0.137293], [0.076570, -0.102891, 9.848858], [-4.000000, -251.000000, -87.000000], [-72, -311, 261]]
DATA[4250, 0, [0,0,0], [-0.008094, 0.012523, 0.118508], -5, [-0.039227, -0.098067, 10.748089], [0.059821, -0.117248, 9.848858], [-8.000000, -252.000000, -84.000000], [-73, -314, 265]]
DATA[4310, 0, [0,0,0], [-0.008552, 0.012523, 0.117439], -5, [-0.117680, -0.039227, 10.748089], [0.043071, -0.131605, 9.796216], [-7.000000, -253.000000, -90.000000], [-70, -309, 267]]
DATA[4370, 0, [0,0,0], [-0.012981, 0.015424, 0.122478], -5, [-0.078453, -0.078453, 10.787315], [0.071785, -0.160319, 9.820144], [-6.000000, -252.000000, -86.000000], [-74, -309, 264]]
DATA[4420, 0, [0,0,0], [-0.011148, 0.011759, 0.120035], -5, [-0.058840, -0.058840, 10.708862], [0.055035, -0.117248, 9.834501], [-4.000000, -252.000000, -87.000000], [-73, -307, 271]]
DATA[4480, 0, [0,0,0], [-0.013592, 0.015577, 0.122478], -5, [-0.058840, -0.098067, -0.137293], [0.064606, -0.126820, 9.810573], [-9.000000, -254.000000, -85.000000], [-71, -313, 257]]
DATA[4530, 0, [0,0,0], [-0.010079, 0.009468, 0.117744], -5, [-0.156906, -0.137293, -0.137293], [0.062213, -0.107677, 9.848858], [-9.000000, -252.000000, -89.000000], [-74, -314, 264]]
DATA[4590, 0, [0,0,0], [-0.009010, -0.019395, -0.002291], -5, [-0.058840, -0.117680, 10.767702], [0.095713, -0.136391, 9.863214], [-10.000000, -254.000000, -87.000000], [-73, -310, 262]]
DATA[4650, 0, [0,0,0], [-0.015730, 0.013592, -0.002291], -5, [-0.019613, -0.098067, 10.806929], [0.026321, -0.112463, 9.829716], [-6.000000, -252.000000, -86.000000], [-67, -306, 259]]
DATA[4700, 0, [0,0,0], [-0.011759, 0.014966, 0.120340], -5, [-0.137293, -0.117680, -0.098067], [0.057428, -0.126820, 9.805787], [-6.000000, -253.000000, -86.000000], [-74, -309, 258]]
DATA[4760, 0, [0,0,0], [-0.012675, 0.014966, 0.119271], -5, [-0.156906, -0.078453, 10.708862], [0.074178, -0.117248, 9.815358], [-10.000000, -251.000000, -91.000000], [-70, -311, 261]]
DATA[4810, 0, [0,0,0], [-0.012523, 0.017104, -0.000611], -5, [-0.078453, -0.117680, -0.117680], [0.059821, -0.155533, 9.858429], [-8.000000, -251.000000, -84.000000], [-75, -310, 268]]
DATA[4870, 0, [0,0,0], [-0.015272, -0.017562, -0.001374], -5, [-0.098067, -0.058840, -0.117680], [0.050249, -0.136391, 9.829716], [-5.000000, -255.000000, -88.000000], [-73, -310, 262]]
DATA[4930, 0, [0,0,0], [-0.013439, 0.013592, -0.003360], -5, [-0.196133, -0.117680, -0.078453], [0.066999, -0.145962, 9.815358], [-5.000000, -252.000000, -86.000000], [-75, -306, 258]]
DATA[4980, 0, [0,0,0], [-0.010843, 0.012217, 0.120493], -5, [0.137293, -0.156906, -0.058840], [0.076570, -0.122034, 9.839287], [-10.000000, -252.000000, -87.000000], [-72, -303, 268]]
DATA[5030, 0, [0,0,0], [-0.015424, 0.015119, 0.121104], -5, [-0.078453, -0.098067, -0.058840], [0.074178, -0.126820, 9.829716], [-7.000000, -251.000000, -87.000000], [-76, -311, 268]]
DATA[5090, 0, [0,0,0], [-0.013744, 0.012981, -0.001833], -5, [-0.058840, -0.058840, 10.806929], [0.074178, -0.141177, 9.829716], [-5.000000, -252.000000, -84.000000], [-68, -309, 263]]
DATA[5140, 0, [0,0,0], [-0.013286, 0.012675, 0.118966], -5, [-0.156906, -0.039227, -0.156906], [0.050249, -0.136391, 9.834501], [-4.000000, -250.000000, -89.000000], [-68, -306, 268]]
DATA[5200, 0, [0,0,0], [-0.017410, 0.013134, 0.120035], -5, [-0.098067, -0.078453, -0.137293], [0.078963, -0.126820, 9.848858], [-7.000000, -251.000000, -88.000000], [-68, -314, 266]]
DATA[5260, 0, [0,0,0], [-0.008552, -0.019242, 0.118966], -5, [-0.098067, -0.137293, 10.767702], [0.069392, -0.136391, 9.834501], [-8.000000, -250.000000, -87.000000], [-72, -305, 261]]
DATA[5310, 0, [0,0,0], [-0.012523, 0.013592, 0.121868], -5, [-0.117680, -0.058840, 10.983448], [0.062213, -0.136391, 9.829716], [-6.000000, -253.000000, -88.000000], [-72, -311, 261]]
DATA[5360, 0, [0,0,0], [-0.011759, 0.016341, -0.004887], -5, [-0.137293, -0.039227, -0.156906], [0.086142, -0.112463, 9.848858], [-8.000000, -254.000000, -88.000000], [-64, -310, 260]]
DATA[5420, 0, [0,0,0], [-0.014813, 0.013897, -0.002138], -5, [-0.137293, -0.098067, 10.767702], [0.071785, -0.141177, 9.848858], [-12.000000, -252.000000, -88.000000], [-68, -309, 259]]
DATA[5480, 0, [0,0,0], [-0.012523, 0.016493, -0.003971], -5, [-0.176520, -0.117680, 10.767702], [0.062213, -0.131605, 9.875179], [-7.000000, -249.000000, -89.000000], [-67, -306, 262]]
DATA[5540, 0, [0,0,0], [-0.009927, 0.012065, 0.121715], -5, [-0.098067, -0.098067, 10.748089], [0.074178, -0.131605, 9.834501], [-3.000000, -252.000000, -88.000000], [-80, -306, 259]]
DATA[5590, 0, [0,0,0], [-0.012981, 0.013744, 0.121562], -5, [-0.137293, -0.098067, 10.787315], [0.052642, -0.126820, 9.805787], [-10.000000, -252.000000, -87.000000], [-69, -310, 266]]
DATA[5640, 0, [0,0,0], [-0.013592, 0.013286, 0.119424], -5, [-0.117680, -0.137293, -0.137293], [0.090927, -0.141177, 9.786645], [-11.000000, -249.000000, -89.000000], [-74, -307, 259]]
DATA[5700, 0, [0,0,0], [-0.011606, 0.014050, 0.118966], -5, [-0.078453, -0.117680, 10.787315], [0.062213, -0.141177, 9.844072], [-8.000000, -253.000000, -87.000000], [-72, -304, 257]]
DATA[5750, 0, [0,0,0], [-0.014508, 0.013592, -0.005345], -5, [-0.117680, -0.098067, -0.137293], [0.093320, -0.160319, 9.824930], [-5.000000, -254.000000, -86.000000], [-74, -302, 261]]
DATA[5810, 0, [0,0,0], [-0.010385, 0.005192, 0.121562], -5, [-0.098067, -0.176520, -0.058840], [0.069392, -0.102891, 9.829716], [-11.000000, -251.000000, -86.000000], [-69, -304, 264]]
