
Thu Jan  1 00:00:01 1970

Flight Log #6
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.2'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[15680, 0, [0,0,0], [0.079100, -0.003576, 0.294901], 12, [-5.007579, 0.623343, -8.435265], [-4.996214, 0.794417, -8.008778], [-152.739594, -38.022800, -487.112396], [370, 124, 1117]]
DATA[15740, 0, [0,0,0], [-0.007643, 0.005892, 0.184182], 12, [-0.164621, 0.565398, -8.806450], [-4.460221, 0.689133, -8.633304], [317.228394, -42.025200, -458.518799], [350, 118, 1146]]
DATA[15790, 0, [0,0,0], [-0.009170, 0.001463, 0.004435], 12, [-0.144934, 0.642658, -9.079955], [-4.414758, 0.669990, -8.767303], [302.541901, -38.022800, -449.328003], [332, 119, 1158]]
DATA[15860, 0, [0,0,0], [0.083987, 0.559794, 0.091483], 12, [-0.144934, 0.546082, -9.099491], [-3.845266, 0.727418, -8.748159], [286.876312, -36.021599, -438.094788], [328, 120, 1152]]
DATA[15910, 0, [0,0,0], [0.001673, 0.604235, -0.003964], 12, [-0.164621, 0.565398, -0.112908], [-3.366701, 0.665205, -8.760123], [266.315186, -38.022800, -942.567627], [301, 125, 1163]]
DATA[15980, 0, [0,0,0], [-0.069035, 0.365081, 0.097745], 12, [-3.176704, -0.226521, -9.431603], [-2.919244, 0.693919, -9.037691], [234.983994, -37.022202, -928.270813], [281, 117, 1182]]
DATA[16030, 0, [0,0,0], [-0.036964, 0.206409, -0.008393], 12, [-2.802655, 0.546082, -9.626965], [-2.782853, 0.569492, -9.365508], [215.401993, -35.021000, -911.931580], [258, 123, 1186]]
DATA[16100, 0, [0,0,0], [0.012516, 0.379589, -0.002895], 12, [-0.164621, 0.546082, -0.112908], [-2.541178, 0.622134, -9.219545], [203.652802, -33.019798, -907.846802], [253, 121, 1191]]
DATA[16150, 0, [0,0,0], [-0.015584, -0.002507, 0.136840], 12, [-1.936435, -0.149260, -0.132444], [-2.117648, 0.703490, -9.296116], [-64.620598, -34.020401, -902.740784], [246, 124, 1200]]
DATA[16210, 0, [0,0,0], [-0.006421, 0.262455, 0.065827], 12, [-2.113616, -0.187890, -0.132444], [-1.995614, 0.641276, -9.281759], [-84.202599, -38.022800, -893.549988], [223, 120, 1212]]
DATA[16270, 0, [0,0,0], [0.128427, -0.008311, 0.057580], 12, [-1.877374, -0.129945, -0.132444], [-1.641476, 0.562313, -9.638289], [-92.035400, -32.019199, -887.422791], [223, 124, 1202]]
DATA[16330, 0, [0,0,0], [-0.017264, 0.166550, 0.008711], 12, [-1.503325, -0.149260, -10.037221], [-1.416551, 0.602991, -9.430114], [-102.805496, -29.017401, -889.465210], [215, 130, 1213]]
DATA[16390, 0, [0,0,0], [-0.011461, 0.285821, -0.000452], 12, [-0.144934, -0.091315, -0.171516], [-1.421337, 0.550349, -9.580862], [-112.596497, -30.018000, -883.338013], [209, 131, 1210]]
DATA[16450, 0, [0,0,0], [-0.004130, 0.223360, 0.065216], 12, [-0.203995, -0.168575, -0.093372], [-1.246661, 0.483350, -9.760324], [-121.408401, -35.021000, -878.231995], [202, 118, 1215]]
DATA[16520, 0, [0,0,0], [-0.013752, 0.250085, -0.007782], 12, [-0.184308, 0.565398, -0.191052], [-1.045663, 0.579063, -9.607183], [-130.220306, -28.016800, -877.210815], [183, 120, 1212]]
DATA[16570, 0, [0,0,0], [-0.016348, 0.404329, 0.065980], 12, [-1.227709, -0.091315, -9.744181], [-0.973879, 0.497707, -9.643075], [-145.885895, -31.018600, -872.104797], [184, 125, 1226]]
DATA[16640, 0, [0,0,0], [-0.027191, 0.329040, 0.006573], 12, [-0.597731, -0.226521, -9.998149], [-0.746561, 0.387637, -9.846465], [-154.697800, -30.018000, -870.062378], [167, 122, 1215]]
DATA[16690, 0, [0,0,0], [0.090859, 0.341715, 0.068576], 12, [-0.085874, 0.372247, -0.112908], [-0.428315, 0.327817, -9.793823], [-168.405197, -23.013800, -863.935181], [160, 131, 1228]]
DATA[16750, 0, [0,0,0], [-0.000923, 0.378825, -0.001979], 12, [-0.105560, 0.256356, -0.093372], [-0.191426, 0.327817, -9.609575], [66.578796, 239.143402, -860.871582], [140, 127, 1220]]
DATA[16810, 0, [0,0,0], [-0.069493, 0.216182, 0.003977], 12, [-0.164621, -0.129945, -0.151980], [-0.040678, 0.332602, -9.757931], [56.787800, 246.147598, -861.892822], [135, 130, 1232]]
DATA[16870, 0, [0,0,0], [-0.064759, 0.333163, 0.060635], 12, [-0.164621, -0.110630, -0.151980], [0.234497, 0.239282, -9.772287], [39.164001, 240.143997, -852.702026], [128, 138, 1233]]
DATA[16940, 0, [0,0,0], [-0.069493, -0.008769, -0.001826], 12, [0.406297, -0.110630, -10.037221], [0.397209, 0.270389, -9.760324], [29.372999, -19.011400, -848.617188], [118, 137, 1245]]
DATA[16990, 0, [0,0,0], [-0.000313, 0.299566, 0.094690], 12, [0.327550, 0.256356, -9.959077], [0.445065, 0.229711, -9.693324], [19.582001, 239.143402, -848.617188], [111, 136, 1237]]
DATA[17050, 0, [0,0,0], [-0.002298, -0.002049, 0.001839], 12, [0.937841, 0.024575, -0.171516], [0.782453, 0.191426, -9.834501], [12.728300, 241.144608, -847.596008], [100, 138, 1239]]
DATA[17110, 0, [0,0,0], [0.052833, 0.220917, -0.002132], 12, [0.957528, 0.005260, -0.093372], [0.744168, 0.177069, -9.667004], [-0.979100, 247.148193, -847.596008], [84, 139, 1237]]
DATA[17170, 0, [0,0,0], [-0.007185, 0.003601, 0.091636], 12, [-0.085874, -0.091315, -0.112908], [0.952343, 0.133998, -9.702896], [-1.958200, 252.151199, -848.617188], [89, 141, 1239]]
DATA[17230, 0, [0,0,0], [-0.019555, -0.006478, 0.004740], 12, [-0.144934, -0.207206, -9.920005], [0.916451, 0.045464, -9.640682], [-7.832800, 255.153000, -850.659607], [84, 144, 1235]]
DATA[17290, 0, [0,0,0], [0.046113, -0.007394, 0.056664], 12, [-0.203995, 0.005260, -0.151980], [1.031307, -0.033500, -9.722038], [-17.623800, 259.155396, -845.553589], [108, 142, 1233]]
DATA[17360, 0, [0,0,0], [-0.006879, 0.136923, 0.056817], 12, [1.272517, -0.091315, -9.998149], [1.335195, 0.011964, -9.485149], [-26.435699, 259.155396, -850.659607], [71, 150, 1241]]
DATA[17410, 0, [0,0,0], [0.080169, 0.001311, 0.098355], 11, [1.311891, -0.052685, -0.132444], [1.363909, -0.110070, -9.676575], [-28.393900, 262.157196, -850.659607], [68, 153, 1235]]
DATA[17480, 0, [0,0,0], [0.129344, 0.058579, 0.000006], 11, [-0.164621, -0.265151, -9.998149], [1.335195, -0.198604, -9.458828], [-31.331200, 272.163208, -852.702026], [67, 153, 1235]]
DATA[17530, 0, [0,0,0], [-0.009781, -0.008463, 0.091178], 11, [-0.184308, -0.207206, -10.330262], [1.337588, -0.308674, -9.683753], [-24.477501, 276.165588, -855.765625], [70, 158, 1234]]
DATA[17590, 0, [0,0,0], [0.011905, 0.050943, 0.005962], 11, [-0.164621, -0.149260, -0.191052], [1.466800, -0.227318, -9.513863], [-29.372999, 272.163208, -851.680786], [68, 156, 1229]]
DATA[17650, 0, [0,0,0], [0.126595, 0.008488, 0.090109], 11, [1.351264, -0.284466, -10.056757], [1.280160, -0.267996, -9.597611], [-25.456600, 278.166809, -857.807983], [67, 155, 1243]]
DATA[17710, 0, [0,0,0], [-0.005658, -0.104827, 0.106449], 11, [1.528446, -0.651452, -0.093372], [1.299303, -0.442672, -9.499506], [-20.561100, 287.172211, -859.850403], [70, 166, 1228]]
DATA[17780, 0, [0,0,0], [-0.009476, -0.130789, 0.005351], 11, [1.233143, -0.612822, -0.151980], [1.162912, -0.428315, -9.415757], [-12.728300, 288.172791, -862.914001], [65, 169, 1222]]
DATA[17830, 0, [0,0,0], [-0.002603, -0.003271, 0.005046], 11, [0.996902, -0.690082, -9.939541], [1.143769, -0.538385, -9.454042], [-10.770100, 293.175812, -863.935181], [85, 174, 1229]]
DATA[17890, 0, [0,0,0], [-0.007643, -0.103606, 0.091789], 11, [0.937841, -0.168575, -10.017685], [0.993021, -0.681954, -9.700503], [-0.979100, 295.177002, -868.020020], [90, 238, 1222]]
DATA[17950, 0, [0,0,0], [-0.006269, -0.060234, 0.002602], 11, [0.977215, -0.921863, -0.112908], [0.985843, -0.725025, -9.690931], [9.791000, 309.185394, -874.147217], [96, 188, 1217]]
DATA[18010, 0, [0,0,0], [-0.011614, -0.050460, 0.095912], 11, [1.016588, -1.230905, -0.073836], [0.768096, -1.093520, -9.693324], [13.707400, 320.191986, -878.231995], [104, 195, 1209]]
DATA[18070, 0, [0,0,0], [0.078336, 0.057663, 0.008100], 11, [-0.203995, -1.269535, -9.998149], [0.701097, -1.081556, -9.434899], [12.728300, 322.193207, -880.274414], [96, 198, 1207]]
DATA[18130, 0, [0,0,0], [-0.006879, -0.009380, 0.021386], 11, [-0.085874, -1.559261, -10.017685], [0.961915, -1.234697, -9.712467], [15.665600, 330.197998, -887.422791], [102, 197, 1214]]
DATA[18200, 0, [0,0,0], [0.409425, 0.060106, -0.001979], 11, [-0.085874, -1.791042, -9.978613], [0.789631, -1.493121, -9.540184], [13.707400, 351.210602, -891.507629], [99, 222, 1201]]
DATA[18250, 0, [0,0,0], [0.197455, 0.006656, -0.000605], 11, [-0.085874, -1.791042, -9.920005], [0.808774, -1.732404, -9.413364], [12.728300, -143.085800, -900.698425], [97, 242, 1194]]
DATA[18320, 0, [0,0,0], [0.051458, 0.002227, 0.099424], 12, [0.957528, -2.158028, -0.132444], [0.868595, -1.883151, -9.616755], [14.686500, -141.084595, -905.804382], [101, 246, 1186]]
DATA[18370, 0, [0,0,0], [-0.014210, 0.001158, 0.146767], 12, [0.937841, -0.110630, -9.724645], [0.947558, -2.065006, -9.343972], [19.582001, -132.079193, -910.910400], [105, 252, 1176]]
DATA[18430, 0, [0,0,0], [-0.013599, -0.001133, 0.144934], 12, [-0.066187, -0.110630, -0.171516], [0.782453, -2.179862, -9.348758], [28.393900, -121.072601, -917.037598], [114, 261, 1181]]
DATA[18490, 0, [0,0,0], [0.164010, -0.170037, 0.000922], 12, [-0.144934, -0.149260, -9.724645], [0.598206, -2.416751, -9.339187], [34.268501, -107.064201, -926.228394], [119, 273, 1168]]
DATA[18550, 0, [0,0,0], [-0.013293, -0.060540, -0.002895], 12, [-0.184308, -2.834056, -0.073836], [0.437887, -2.656033, -9.358330], [40.143101, -102.061203, -931.334412], [124, 274, 1157]]
DATA[18620, 0, [0,0,0], [-0.011308, -0.131094, 0.141421], 12, [0.288176, -0.091315, -0.093372], [0.346959, -2.684747, -9.243474], [47.975899, -93.055801, -938.482788], [124, 285, 1157]]
DATA[18670, 0, [0,0,0], [-0.018791, -0.002202, 0.000312], 12, [-0.184308, -2.737480, -0.171516], [0.102891, -2.773281, -9.023335], [55.808701, -85.051003, -946.652405], [132, 289, 1159]]
DATA[18730, 0, [0,0,0], [-0.008712, -0.060081, -0.007935], 12, [-0.066187, -3.452138, -0.132444], [-0.081356, -3.208775, -9.207582], [59.725101, -78.046799, -951.758423], [140, 299, 1149]]
DATA[18790, 0, [0,0,0], [-0.115308, 0.000547, 0.061551], 12, [-0.144934, -3.104467, -9.626965], [0.217747, -2.933601, -8.994620], [64.620598, -84.050400, -952.779602], [150, 292, 1142]]
DATA[18850, 0, [0,0,0], [-0.014210, -0.009532, 0.029022], 12, [-0.164621, -0.207206, -9.607429], [0.069392, -2.840281, -9.056833], [65.599701, -90.054001, -947.673584], [144, 290, 1150]]
DATA[18910, 0, [0,0,0], [-0.417228, -0.008158, 0.133938], 12, [-0.066187, -0.187890, -9.646501], [-0.373280, -2.428715, -8.874979], [69.516098, -108.064796, -940.525208], [145, 280, 1158]]
DATA[18970, 0, [0,0,0], [-0.014821, -0.063747, 0.066743], 12, [-0.322116, -2.718165, -0.171516], [-0.064606, -2.519642, -9.607183], [-172.321594, -116.069603, -934.398010], [150, 267, 1166]]
DATA[19040, 0, [0,0,0], [-0.007185, -0.002660, 0.006573], 12, [0.032247, -0.110630, -9.978613], [0.122034, -2.349752, -9.611969], [-168.405197, -129.077393, -931.334412], [157, 256, 1173]]
DATA[19090, 0, [0,0,0], [-0.496182, -0.096733, 0.003213], 12, [0.012560, -0.129945, -0.132444], [-0.287139, -1.993221, -9.224331], [-165.467896, -143.085800, -919.080017], [157, 255, 1184]]
DATA[19150, 0, [0,0,0], [-0.001382, -0.010296, -0.013280], 12, [-0.243368, -1.578576, -10.037221], [-0.203390, -1.629512, -9.652647], [-166.447006, 345.207001, -909.889221], [165, 231, 1189]]
DATA[19210, 0, [0,0,0], [-0.007643, 0.008641, 0.064147], 12, [-0.164621, -1.520631, -0.132444], [-0.016750, -1.299303, -9.896714], [-166.447006, 328.196808, -898.656006], [155, 207, 1194]]
DATA[19270, 0, [0,0,0], [-0.138063, 0.052165, 0.003060], 12, [-0.144934, -1.288850, -9.939541], [-0.208176, -1.112663, -9.681360], [-168.405197, 317.190186, -896.613586], [168, 210, 1196]]
DATA[19340, 0, [0,0,0], [-0.019402, 0.135548, -0.016640], 12, [-0.066187, -1.192274, -10.056757], [-0.052642, -1.107877, -9.722038], [-175.258896, 316.189606, -894.571228], [160, 207, 1204]]
DATA[19390, 0, [0,0,0], [-0.002145, 0.002532, -0.064135], 12, [-0.243368, -0.129945, -10.017685], [-0.172283, -1.021735, -9.640682], [72.453400, 305.183014, -892.528809], [153, 201, 1197]]
DATA[19460, 0, [0,0,0], [-0.412494, -0.000064, -0.006255], 12, [-0.341802, -0.187890, -0.191052], [-0.095713, -0.820738, -9.731609], [68.537003, 296.177612, -881.295593], [145, 190, 1203]]
DATA[19510, 0, [0,0,0], [-0.352476, 0.050791, -0.059095], 12, [-0.144934, -0.612822, -0.073836], [0.081356, -0.413958, -9.769895], [66.578796, 273.163788, -874.147217], [149, 177, 1219]]
DATA[19570, 0, [0,0,0], [-0.188917, -0.009685, -0.003812], 12, [-0.184308, -0.690082, -9.939541], [-0.011964, -0.313460, -9.779466], [65.599701, 269.161407, -872.104797], [144, 168, 1223]]
DATA[19630, 0, [0,0,0], [-0.234885, 0.065604, 0.009933], 12, [-0.007126, -0.226521, -0.093372], [-0.031107, -0.126820, -9.774680], [68.537003, 263.157806, -871.083618], [148, 160, 1227]]
DATA[19690, 0, [0,0,0], [-0.007490, -0.009227, 0.001991], 12, [-0.341802, -0.014055, -0.151980], [-0.004786, -0.028714, -9.817751], [62.662399, 252.151199, -866.998779], [135, 156, 1226]]
DATA[19750, 0, [0,0,0], [-0.019097, 0.024676, 0.067965], 12, [-0.184308, -0.129945, -10.252118], [-0.040678, 0.196211, -9.832108], [61.683300, -28.016800, -855.765625], [146, 134, 1237]]
DATA[19810, 0, [0,0,0], [-0.185863, -0.017168, -0.026414], 12, [-0.184308, -0.129945, -9.959077], [-0.117248, 0.808774, -9.650253], [65.599701, -57.034199, -850.659607], [145, 106, 1234]]
DATA[19880, 0, [0,0,0], [-0.014057, -0.001286, -0.007477], 12, [-0.322116, -0.091315, -0.171516], [-0.320638, 0.741775, -9.712467], [66.578796, -71.042603, -847.596008], [145, 98, 1236]]
DATA[19930, 0, [0,0,0], [-0.012377, 0.006045, -0.003048], 12, [-0.302429, 1.202795, -0.093372], [-0.105284, 1.172483, -9.585648], [65.599701, -75.044998, -843.511230], [143, 98, 1246]]
DATA[19990, 0, [0,0,0], [-0.494655, 0.005892, 0.014820], 12, [0.012560, -0.149260, -0.112908], [0.169890, 1.505085, -9.458828], [63.641499, -91.054604, -844.532410], [139, 80, 1248]]
DATA[20050, 0, [0,0,0], [-0.001534, 0.009557, -0.006103], 12, [-0.164621, 1.801562, -0.112908], [-0.112463, 1.674976, -9.757931], [61.683300, -108.064796, -839.426392], [144, 70, 1252]]
DATA[20110, 0, [0,0,0], [-0.494044, 0.006350, -0.011142], 12, [-0.066187, 1.878823, -0.073836], [-0.141177, 1.880759, -9.506684], [59.725101, -129.077393, -833.299194], [136, 59, 1253]]
DATA[20180, 0, [0,0,0], [-0.344993, -0.064052, -0.013586], 12, [-0.066187, -0.149260, -9.666037], [-0.076570, 2.273181, -9.305687], [57.766899, 108.064796, -836.362793], [136, 34, 1247]]
DATA[20230, 0, [0,0,0], [-0.012988, 0.008946, 0.009475], 12, [-0.105560, 2.496905, -9.744181], [-0.342174, 2.512464, -9.188439], [55.808701, 95.056999, -831.256775], [132, 26, 1259]]
DATA[20300, 0, [0,0,0], [-0.464723, -0.058401, 0.106602], 12, [-0.164621, -0.110630, -0.112908], [-0.191426, 2.742175, -9.212367], [72.453400, 73.043800, -831.256775], [148, 11, 1255]]
DATA[20350, 0, [0,0,0], [-0.018333, -0.002660, 0.002144], 12, [0.307863, -0.129945, -9.607429], [-0.133998, 3.072384, -9.030513], [-166.447006, 45.027000, -836.362793], [154, -3, 1263]]
DATA[20410, 0, [0,0,0], [-0.011461, -0.008921, 0.093927], 12, [-1.227709, -0.110630, -0.073836], [-0.567099, 3.531806, -8.977871], [-163.509705, 21.012600, -835.341614], [165, -27, 1259]]
DATA[20470, 0, [0,0,0], [-0.014973, 0.009252, 0.102784], 12, [-0.164621, 3.713755, -0.210588], [-0.277567, 3.885944, -8.999406], [-142.948593, -10.006000, -843.511230], [173, -53, 1256]]
DATA[20530, 0, [0,0,0], [-0.010392, 0.006961, 0.007031], 12, [-0.105560, 4.080741, -0.073836], [-0.803988, 4.153940, -8.886943], [-136.094894, -28.016800, -847.596008], [183, -74, 1260]]
DATA[20590, 0, [0,0,0], [-0.230456, 0.003754, 0.030244], 12, [-0.971781, -0.226521, -0.132444], [-0.827917, 4.316652, -8.559127], [-126.303902, -31.018600, -848.617188], [184, -72, 1256]]
DATA[20650, 0, [0,0,0], [-0.004436, -0.331611, 0.018027], 12, [-0.164621, 4.312522, -0.191052], [-0.880559, 4.393222, -8.327023], [-112.596497, -53.031799, -857.807983], [189, -87, 1240]]
DATA[20720, 0, [0,0,0], [-0.264665, 0.006656, 0.091025], 12, [-0.912720, 4.930605, -0.191052], [-1.162912, 4.819145, -8.331808], [-92.035400, -67.040199, -863.935181], [215, -95, 1247]]
DATA[20770, 0, [0,0,0], [-0.416770, -0.009074, 0.101868], 12, [-1.857688, 5.007865, -8.669698], [-1.430908, 5.012963, -8.130812], [-82.244400, -79.047401, -871.083618], [222, -105, 1232]]
DATA[20830, 0, [0,0,0], [-0.547953, -0.496239, -0.016182], 12, [-1.857688, 5.258961, -8.396193], [-1.603191, 5.254639, -8.011170], [-64.620598, -105.063004, -883.338013], [236, -134, 1235]]
DATA[20890, 0, [0,0,0], [-0.011003, -0.413467, 0.003519], 12, [-0.066187, -0.091315, -8.044544], [-2.148755, 5.931808, -7.719246], [223.234802, -142.085205, -913.973999], [274, -161, 1207]]
DATA[20940, 0, [0,0,0], [-0.192277, 0.008336, -0.023512], 12, [-2.428605, 5.915673, -7.868720], [-2.337788, 5.915058, -7.470392], [237.921295, -154.092407, -926.228394], [285, -177, 1197]]
DATA[21000, 0, [0,0,0], [-0.224347, 0.001463, 0.017263], 12, [-0.125247, 5.587317, -0.191052], [-2.421536, 6.072984, -7.185647], [258.482391, -159.095398, -934.398010], [296, -179, 1187]]
DATA[21060, 0, [0,0,0], [-0.376911, -0.000675, -0.051154], 12, [-0.085874, -0.187890, -7.497535], [-2.656033, 6.128019, -6.896115], [266.315186, -166.099594, -947.673584], [302, -188, 1183]]
DATA[21120, 0, [0,0,0], [-0.273369, -0.324128, 0.099119], 12, [-3.078270, 6.224715, -0.151980], [-2.852245, 6.484550, -6.731010], [279.043488, -184.110397, -437.073608], [323, -190, 1169]]
DATA[21180, 0, [0,0,0], [-0.333998, -0.132316, 0.006115], 12, [-0.164621, 6.205400, -6.481660], [-2.916851, 6.460621, -6.541977], [286.876312, -198.118805, -449.328003], [315, -199, 1161]]
DATA[21240, 0, [0,0,0], [-0.494961, 0.000700, 0.010391], 12, [-0.203995, -0.187890, -6.520732], [-2.744568, 6.908079, -6.527620], [290.792694, -214.128403, -458.518799], [319, -223, 1144]]
DATA[21300, 0, [0,0,0], [-0.418450, 0.006656, 0.215031], 12, [-0.125247, 6.746222, -0.191052], [-2.775674, 7.197610, -6.087341], [285.897186, -249.149399, -468.730804], [322, -242, 1143]]
DATA[21360, 0, [0,0,0], [-0.002451, -0.003882, 0.001381], 12, [-0.105560, 7.383619, -6.266763], [-2.902494, 7.396215, -6.013163], [290.792694, -259.155396, -477.921600], [325, -253, 1129]]
DATA[21420, 0, [0,0,0], [-0.012988, 0.006198, 0.169521], 12, [-0.144934, -0.168575, -0.171516], [-2.928815, 7.372287, -5.702096], [291.771790, -273.163788, -491.197205], [328, -265, 1118]]
DATA[21480, 0, [0,0,0], [-0.000923, -0.487992, -0.001674], 12, [-0.144934, -0.129945, -5.895579], [-2.945565, 7.381858, -5.568098], [298.625488, -25.014999, -499.366791], [338, -275, 1110]]
DATA[21550, 0, [0,0,0], [-0.390961, -0.341385, 0.007489], 12, [-3.708249, 7.789236, -5.915115], [-3.201597, 7.451250, -5.099105], [323.102997, -34.020401, -522.854370], [350, -279, 1098]]
DATA[21600, 0, [0,0,0], [-0.543066, -0.218143, 0.216252], 12, [-0.066187, -0.110630, -5.250889], [-3.002992, 7.980063, -4.955536], [-173.300705, -53.031799, -546.341980], [356, -289, 1072]]
DATA[21660, 0, [0,0,0], [-0.006269, -0.088487, 0.000770], 12, [-3.393260, -0.226521, -0.132444], [-3.251846, 7.925029, -4.620541], [-174.279800, -74.044403, -555.532776], [360, -311, 1057]]
DATA[21720, 0, [0,0,0], [-0.006269, -0.146366, 0.170132], 12, [-3.472007, 8.291428, -4.957848], [-3.285346, 8.291130, -4.503292], [-173.300705, -83.049797, -830.235596], [356, -321, 1049]]
DATA[21780, 0, [0,0,0], [-0.017417, -0.452410, 0.178379], 12, [-0.085874, 8.040332, -0.191052], [-3.086741, 8.319844, -4.256832], [-166.447006, -93.055801, -850.659607], [352, -334, 1041]]
DATA[21840, 0, [0,0,0], [0.041990, -0.252809, -0.004117], 12, [-0.184308, 8.059647, -4.059190], [-3.148955, 8.212168, -3.797410], [-160.572403, -97.058197, -864.956421], [364, -337, 1023]]
DATA[21900, 0, [0,0,0], [-0.018028, -0.127887, 0.142338], 12, [-0.085874, -0.226521, -4.430375], [-2.833102, 8.226524, -3.828516], [-154.697800, -99.059402, -870.062378], [367, -344, 1016]]
DATA[21970, 0, [0,0,0], [-0.468388, 0.000394, -0.007630], 12, [-3.708249, 8.619784, -3.766150], [-3.002992, 8.461020, -3.577270], [-155.676895, -119.071404, -884.359192], [363, -348, 1007]]
DATA[22020, 0, [0,0,0], [-0.381187, -0.096886, 0.336287], 12, [-0.105560, -0.129945, -3.746613], [-3.275774, 8.630911, -3.259024], [-168.405197, -141.084595, -901.719604], [361, -366, 1003]]
DATA[22080, 0, [0,0,0], [-0.343619, -0.136440, 0.008100], 12, [-0.125247, 8.407318, -0.112908], [-2.981457, 8.827123, -3.304488], [-166.447006, -408.244812, -916.016418], [359, -373, 982]]
DATA[22140, 0, [0,0,0], [-0.351102, 0.008794, -0.003048], 12, [-3.491694, 8.890196, -3.062851], [-2.991028, 8.908479, -2.708675], [-160.572403, -406.243591, -927.249573], [370, -373, 979]]
DATA[22200, 0, [0,0,0], [-0.010392, 0.005434, -0.010684], 12, [-0.184308, -0.187890, -3.043315], [-3.352345, 8.800801, -2.471786], [-153.718704, -412.247192, -939.504028], [368, -382, 968]]
DATA[22270, 0, [0,0,0], [-0.013446, -0.560227, -0.140798], 12, [-0.125247, -0.110630, -2.242337], [-3.658626, 9.123833, -2.036292], [-139.032196, -414.248413, -709.734009], [386, -372, 938]]
DATA[22320, 0, [0,0,0], [-0.012224, 0.002685, -0.006713], 12, [-0.164621, -0.187890, -0.210588], [-3.864408, 8.918050, -1.591227], [-117.491997, -406.243591, -737.306396], [399, -374, 912]]
DATA[22390, 0, [0,0,0], [-0.188154, 0.008794, -0.002743], 12, [-0.125247, -0.226521, -1.812544], [-3.787838, 8.834301, -1.775474], [-111.617401, -144.086395, -752.624390], [408, -371, 887]]
DATA[22440, 0, [0,0,0], [-0.019860, -0.007089, 0.004282], 12, [-4.121672, 8.388003, -1.499968], [-3.852444, 8.982656, -0.775275], [-105.742798, -402.241211, -765.900024], [412, -366, 890]]
DATA[22500, 0, [0,0,0], [-0.004436, -0.004187, 0.053762], 12, [-0.085874, 8.909511, -0.132444], [-3.840480, 8.982656, -1.414158], [-98.889099, -145.087006, -783.260376], [416, -366, 869]]
DATA[22560, 0, [0,0,0], [-0.016348, 0.002990, -0.284504], 12, [-0.085874, 8.928825, -0.210588], [-4.240082, 8.796016, -0.708275], [-93.014503, -141.084595, -799.599609], [417, -364, 850]]
DATA[22620, 0, [0,0,0], [-0.421810, 0.002685, 0.010238], 12, [-4.948519, -0.168575, -0.210588], [-4.706682, 8.628518, -0.614955], [-74.411598, -130.078003, -840.447571], [435, -356, 824]]
DATA[22680, 0, [0,0,0], [-0.019402, -0.379564, -0.372316], 12, [-5.637557, -0.207206, -0.210588], [-5.469993, 8.824730, 0.217747], [-61.683300, -114.068398, -871.083618], [438, -335, 797]]
DATA[22740, 0, [0,0,0], [-0.005352, -0.684691, -0.001216], 12, [-5.046953, 8.330057, 0.355957], [-4.235296, 8.312666, 0.337388], [461.156097, -83.049797, -904.783203], [468, -315, 773]]
DATA[22810, 0, [0,0,0], [-0.178074, -0.368263, 0.000464], 12, [-5.637557, -0.187890, -0.151980], [-5.350351, 8.173882, 0.330210], [462.135193, -79.047401, -926.228394], [477, -296, 741]]
DATA[22860, 0, [0,0,0], [-0.017875, -0.759369, -0.002895], 12, [-0.105560, 7.982387, -0.210588], [-5.108676, 7.661818, 1.890330], [463.114288, -68.040802, -952.779602], [479, -307, 728]]
DATA[22920, 0, [0,0,0], [-0.266650, 0.224276, 0.009627], 12, [-0.184308, 8.407318, -0.073836], [-5.163711, 8.662018, 0.849452], [461.156097, -66.039597, -980.351990], [467, -302, 702]]
DATA[22980, 0, [0,0,0], [-0.009781, 0.004518, 0.003824], 12, [-5.381629, 8.078961, -0.151980], [-4.989035, 8.216953, 1.007378], [459.197906, -65.039001, -987.500427], [468, -305, 694]]
DATA[23040, 0, [0,0,0], [-0.190444, 0.000852, 0.005198], 12, [-5.401316, -0.226521, -0.191052], [-5.151747, 7.922636, 1.806581], [459.197906, -60.035999, -1012.009216], [474, -299, 680]]
DATA[23110, 0, [0,0,0], [-0.006879, -0.418048, 0.009475], 12, [-5.322568, -0.149260, 1.938377], [-5.477171, 7.982456, 2.141576], [457.239685, -58.034801, -1030.390747], [461, -296, 659]]
DATA[23160, 0, [0,0,0], [-0.007185, 0.004976, -0.049932], 12, [-5.893486, -0.129945, 2.563530], [-5.886343, 8.135597, 2.924029], [457.239685, -58.034801, -1030.390747], [468, -301, 644]]
DATA[23220, 0, [0,0,0], [-0.006574, -0.412703, -0.013891], 12, [-5.676931, -0.168575, -0.210588], [-4.977071, 7.910672, 2.069792], [454.302399, -40.023998, -1072.260010], [462, -283, 620]]
DATA[23280, 0, [0,0,0], [-0.016959, -0.763798, 0.007031], 12, [-0.203995, -0.110630, 2.856571], [-4.689932, 7.477571, 2.526821], [450.385986, -36.021599, -834.320374], [460, -277, 605]]
DATA[23340, 0, [0,0,0], [-0.031619, -0.526324, -0.103230], 12, [-0.144934, -0.207206, 3.423117], [-5.209175, 7.494320, 3.481557], [-61.683300, -32.019199, -860.871582], [448, -280, 581]]
