
Thu Jan  1 00:00:01 1970

Flight Log #1
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.2'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[26430, 0, [0,0,0], [-0.178685, -0.015335, -0.291377], 15, [-0.627626, -3.667687, -0.117680], [-0.827082, -2.041983, 7.737028], [-138.000000, -163.000000, -21.000000], [-82.244400, -202.121201, -499.366791]]
DATA[26480, 0, [0,0,0], [-0.024900, 0.001616, -0.000452], 15, [-0.137293, 0.725692, -0.078453], [0.529930, 1.876775, 9.724781], [-136.000000, -162.000000, -25.000000], [-89.098099, -205.123001, -494.260803]]
DATA[26540, 0, [0,0,0], [-0.014362, 0.029105, -0.006255], 15, [-0.058840, -0.058840, -0.019613], [1.493049, -1.598973, 9.674730], [-130.000000, -168.000000, -25.000000], [-77.348900, -205.123001, -505.493988]]
DATA[26590, 0, [0,0,0], [-0.009781, 0.025898, -0.001674], 15, [-1.451384, -1.863264, 10.355823], [0.184072, -1.238437, 9.817735], [-128.000000, -171.000000, -21.000000], [-82.244400, -204.122406, -492.218414]]
DATA[26650, 0, [0,0,0], [-0.032994, 0.002380, 0.099883], 15, [-0.039227, 0.372653, -0.058840], [-0.791056, 0.175426, 9.703331], [-135.000000, -171.000000, -21.000000], [-87.139900, -211.126602, -498.345612]]
DATA[26710, 0, [0,0,0], [0.008392, 0.007725, 0.247712], 15, [2.922382, -1.765197, -0.098067], [2.677132, -1.214873, 9.703331], [-125.000000, -169.000000, -25.000000], [-71.474297, -204.122406, -489.154785]]
DATA[26770, 0, [0,0,0], [-0.039713, 0.014750, 0.001075], 15, [-2.373209, -0.117680, 10.493115], [-2.712489, 1.421983, 9.712865], [-129.000000, -172.000000, -25.000000], [-76.369797, -207.124207, -502.430389]]
DATA[26820, 0, [0,0,0], [-0.014821, -0.002355, 0.008406], 15, [0.098067, -0.078453, -0.039227], [-0.610921, -2.016062, 9.517426], [-130.000000, -174.000000, -21.000000], [-78.328003, -199.119400, -499.366791]]
DATA[26870, 0, [0,0,0], [-0.015890, 0.001616, -0.001063], 15, [-0.078453, -2.373209, -0.156906], [0.095206, -3.427569, 9.724781], [-133.000000, -164.000000, -22.000000], [-82.244400, -209.125397, -508.557587]]
DATA[26930, 0, [0,0,0], [-0.022915, 0.005587, 0.000312], 15, [1.647517, 3.569621, 10.042009], [2.691543, 3.592263, 9.848719], [-139.000000, -163.000000, -23.000000], [-85.181702, -203.121796, -505.493988]]
DATA[26980, 0, [0,0,0], [0.004269, 0.016735, -0.022749], 15, [-2.804702, -2.687022, 10.493115], [-2.868606, -3.182500, 9.643745], [-136.000000, -168.000000, -25.000000], [-87.139900, -209.125397, -494.260803]]
DATA[27040, 0, [0,0,0], [0.002894, 0.063466, 0.009780], 15, [1.039505, 2.628182, -0.078453], [0.150447, 1.862637, 9.786750], [-140.000000, -162.000000, -20.000000], [-93.993599, -205.123001, -493.239594]]
DATA[27090, 0, [0,0,0], [-0.030245, 0.015513, 0.006573], 15, [-0.078453, -0.039227, 10.100849], [-0.260260, 1.066160, 9.762916], [-140.000000, -159.000000, -26.000000], [-96.930901, -204.122406, -487.112396]]
DATA[27150, 0, [0,0,0], [-0.009781, -0.003424, -0.612692], 15, [-0.039227, -0.117680, 10.355823], [1.416192, -0.922675, 9.803433], [-133.000000, -168.000000, -23.000000], [-86.160797, -203.121796, -500.388000]]
DATA[27200, 0, [0,0,0], [-0.022915, -0.006172, -0.135911], 15, [-0.098067, -1.569064, -0.078453], [-1.002413, -1.683805, 9.739082], [-134.000000, -164.000000, -20.000000], [-81.265297, -211.126602, -497.324402]]
DATA[27260, 0, [0,0,0], [0.002742, -0.003424, 0.000006], 15, [-0.156906, -0.313813, -0.117680], [0.292153, -1.054635, 9.801050], [-137.000000, -165.000000, -22.000000], [-81.265297, -202.121201, -500.388000]]
DATA[27320, 0, [0,0,0], [-0.022456, -0.008158, 0.000617], 15, [0.706079, 0.627626, -0.137293], [0.902208, 0.078812, 9.693798], [-131.000000, -162.000000, -25.000000], [-83.223503, -200.119995, -489.154785]]
DATA[27370, 0, [0,0,0], [-0.007948, 0.003296, -0.005033], 15, [-0.117680, 0.764919, -0.019613], [0.203286, 1.820221, 9.748616], [-126.000000, -169.000000, -21.000000], [-78.328003, -202.121201, -503.451599]]
DATA[27420, 0, [0,0,0], [0.007934, 0.019178, 0.010391], 15, [-0.098067, -0.039227, -0.058840], [-0.075322, -1.052279, 9.698565], [-129.000000, -166.000000, -21.000000], [-77.348900, -200.119995, -493.239594]]
DATA[27480, 0, [0,0,0], [-0.006879, -0.003729, 0.001839], 15, [-0.156906, 2.020170, -0.019613], [-0.200215, 0.566595, 9.681880], [-135.000000, -164.000000, -23.000000], [-82.244400, -203.121796, -494.260803]]
DATA[27530, 0, [0,0,0], [0.000451, 0.021927, 0.008100], 15, [-0.156906, 0.000000, 10.355823], [0.642814, 0.667922, 9.791517], [-135.000000, -165.000000, -25.000000], [-83.223503, -204.122406, -495.282013]]
DATA[27590, 0, [0,0,0], [0.004422, 0.024371, 0.145392], 15, [-0.274586, -0.137293, 10.414662], [-0.128161, -0.430179, 9.712865], [-130.000000, -169.000000, -19.000000], [-84.202599, -210.126007, -502.430389]]
DATA[27640, 0, [0,0,0], [-0.009476, -0.007242, -0.003201], 15, [-0.294199, -0.058840, 10.453889], [1.154396, -3.394579, 10.098975], [-136.000000, -165.000000, -21.000000], [-83.223503, -210.126007, -493.239594]]
DATA[27690, 0, [0,0,0], [-0.013446, 0.062244, 0.402261], 15, [0.980665, -0.078453, -0.058840], [-0.726207, 4.303907, 9.693798], [-143.000000, -161.000000, -24.000000], [-78.328003, -198.118805, -489.154785]]
DATA[27750, 0, [0,0,0], [-0.009476, 0.007877, -0.165538], 15, [-0.137293, -0.117680, 10.434276], [-0.452403, -2.788975, 9.998873], [-138.000000, -166.000000, -24.000000], [-93.993599, -208.124802, -501.409210]]
DATA[27800, 0, [0,0,0], [0.157291, 0.007114, -0.021527], 15, [0.098067, -0.137293, -0.039227], [0.777315, -0.769506, 9.667581], [-140.000000, -170.000000, -21.000000], [-78.328003, -198.118805, -494.260803]]
DATA[27860, 0, [0,0,0], [-0.004130, 0.029105, 0.285738], 15, [-0.039227, 1.019892, -0.156906], [-1.060056, 0.345090, 9.731933], [-144.000000, -163.000000, -23.000000], [-93.014503, -200.119995, -487.112396]]
DATA[27920, 0, [0,0,0], [-0.007185, 0.012001, -0.095136], 15, [-0.019613, -0.039227, -0.137293], [0.585171, -1.544775, 9.748616], [-141.000000, -158.000000, -26.000000], [-88.119003, -188.112793, -499.366791]]
DATA[27970, 0, [0,0,0], [0.013890, 0.057357, -0.208452], 15, [-0.039227, 2.608569, -0.156906], [1.447415, 0.248476, 9.703331], [-137.000000, -163.000000, -23.000000], [-90.077202, -191.114594, -497.324402]]
DATA[28030, 0, [0,0,0], [-0.012072, 0.001005, 0.006268], 15, [-4.393379, -1.216025, -0.117680], [-1.888675, -0.333565, 9.703331], [-140.000000, -167.000000, -20.000000], [-89.098099, -202.121201, -490.175995]]
DATA[28080, 0, [0,0,0], [0.009156, 0.052165, 0.415700], 15, [-0.098067, -0.058840, 10.473502], [-1.778192, -1.801626, 9.629446], [-147.000000, -161.000000, -23.000000], [-88.119003, -196.117599, -491.197205]]
DATA[28140, 0, [0,0,0], [-0.005199, 0.025134, -0.000605], 15, [3.255808, 1.667130, -0.039227], [2.465775, 0.844655, 9.803433], [-143.000000, -159.000000, -22.000000], [-96.930901, -187.112198, -491.197205]]
DATA[28190, 0, [0,0,0], [-0.017417, -0.006172, -0.372469], 15, [-0.039227, 0.137293, -0.137293], [2.232801, -0.196891, 9.734316], [-139.000000, -163.000000, -25.000000], [-85.181702, -194.116394, -496.303192]]
DATA[28250, 0, [0,0,0], [-0.011308, 0.001463, 0.004282], 15, [-0.823759, -0.137293, 10.355823], [-2.412265, -0.432535, 9.708098], [-140.000000, -163.000000, -23.000000], [-85.181702, -200.119995, -494.260803]]
DATA[28300, 0, [0,0,0], [-0.006727, 0.021316, -0.140340], 15, [-0.098067, -0.058840, 10.042009], [0.320974, -1.577765, 9.710482], [-138.000000, -161.000000, -22.000000], [-79.307098, -197.118195, -492.218414]]
DATA[28350, 0, [0,0,0], [-0.010697, -0.004187, 0.004435], 15, [3.275421, 1.333704, -0.078453], [2.225595, 1.106220, 9.727165], [-137.000000, -159.000000, -21.000000], [-78.328003, -193.115799, -497.324402]]
DATA[28410, 0, [0,0,0], [-0.014821, -0.006631, -0.001826], 15, [-0.117680, -1.745584, -0.137293], [1.180816, 0.672635, 9.758149], [-133.000000, -166.000000, -24.000000], [-80.286201, -200.119995, -499.366791]]
DATA[28470, 0, [0,0,0], [-0.002451, 0.008336, -0.000757], 15, [-0.098067, -0.098067, -0.098067], [-1.975139, -1.568339, 9.712865], [-137.000000, -166.000000, -21.000000], [-78.328003, -197.118195, -488.133606]]
DATA[28530, 0, [0,0,0], [0.005338, 0.024982, 0.007642], 15, [-0.117680, -0.117680, -0.137293], [0.234510, 1.485606, 9.741466], [-141.000000, -162.000000, -24.000000], [-79.307098, -197.118195, -495.282013]]
DATA[28580, 0, [0,0,0], [-0.026885, 0.016888, -0.135453], 15, [1.686744, -0.490333, -0.058840], [2.355292, 0.239050, 9.793900], [-138.000000, -160.000000, -21.000000], [-84.202599, -199.119400, -483.027588]]
DATA[28630, 0, [0,0,0], [0.015417, 0.026509, 0.002144], 15, [-2.490889, -0.098067, -0.058840], [0.284947, 0.500615, 9.634212], [-133.000000, -167.000000, -21.000000], [-80.286201, -198.118805, -495.282013]]
DATA[28690, 0, [0,0,0], [-0.005352, 0.024371, 0.452963], 15, [-1.235638, -1.431771, -0.098067], [-1.634085, -2.089112, 9.703331], [-139.000000, -164.000000, -21.000000], [-80.286201, -203.121796, -491.197205]]
DATA[28740, 0, [0,0,0], [-0.014821, 0.024371, 0.000922], 15, [0.372653, -0.117680, 10.355823], [1.481040, 0.750397, 9.762916], [-142.000000, -162.000000, -22.000000], [-87.139900, -201.120605, -504.472809]]
DATA[28800, 0, [0,0,0], [0.008240, 0.005892, 0.008253], 15, [-0.019613, -0.058840, 10.395049], [0.282546, 0.187208, 9.712865], [-139.000000, -163.000000, -21.000000], [-82.244400, -193.115799, -495.282013]]
DATA[28860, 0, [0,0,0], [-0.005047, 0.020553, 0.052846], 15, [-0.176520, -0.176520, -0.039227], [-0.248251, -0.361842, 9.717631], [-139.000000, -162.000000, -22.000000], [-83.223503, -199.119400, -495.282013]]
DATA[28910, 0, [0,0,0], [0.001367, 0.014291, 0.026426], 15, [0.000000, -0.294199, -0.117680], [-0.101741, -0.628120, 9.727165], [-139.000000, -164.000000, -21.000000], [-86.160797, -207.124207, -499.366791]]
DATA[28970, 0, [0,0,0], [0.000909, 0.023607, 0.013292], 15, [0.098067, -0.078453, -0.058840], [-0.041696, -0.154475, 9.736699], [-137.000000, -159.000000, -24.000000], [-80.286201, -199.119400, -493.239594]]
DATA[29020, 0, [0,0,0], [-0.000771, 0.017957, 0.029328], 15, [0.137293, -0.137293, 10.395049], [0.222501, -0.046079, 9.698565], [-138.000000, -163.000000, -24.000000], [-85.181702, -203.121796, -502.430389]]
DATA[29080, 0, [0,0,0], [-0.005352, 0.016582, -0.005644], 15, [-0.078453, -0.235360, -0.117680], [-0.039295, -0.479664, 9.698565], [-136.000000, -166.000000, -23.000000], [-88.119003, -197.118195, -502.430389]]
DATA[29130, 0, [0,0,0], [0.003047, 0.019484, 0.050250], 15, [-0.098067, -0.039227, -0.058840], [0.013545, -0.588060, 9.779600], [-140.000000, -160.000000, -22.000000], [-78.328003, -206.123596, -502.430389]]
DATA[29190, 0, [0,0,0], [-0.019708, 0.007419, -0.026719], 15, [-0.098067, -0.078453, -0.078453], [0.340189, 0.241406, 9.803433], [-140.000000, -160.000000, -24.000000], [-82.244400, -195.117004, -494.260803]]
DATA[29250, 0, [0,0,0], [0.484409, 0.007725, -0.208146], 15, [-0.196133, -1.529837, 7.884547], [-0.274670, -0.786001, 9.479292], [-152.000000, -178.000000, -14.000000], [-93.993599, -202.121201, -490.175995]]
DATA[29300, 0, [0,0,0], [-0.007643, 1.106519, -0.004423], 15, [5.374044, -1.196411, 7.590347], [-2.496328, -2.718281, 8.008736], [-137.000000, -166.000000, -24.000000], [-91.056297, -208.124802, -487.112396]]
DATA[29360, 0, [0,0,0], [0.018166, 0.127607, -0.001521], 15, [-0.078453, -1.117958, 11.336488], [0.758100, -0.387763, 9.045513], [-145.000000, -166.000000, -20.000000], [-88.119003, -192.115204, -490.175995]]
DATA[29410, 0, [0,0,0], [-0.016500, 0.028647, -0.008088], 15, [0.313813, -0.058840, -0.078453], [-0.205018, 0.425209, 9.035979], [-144.000000, -163.000000, -20.000000], [-84.202599, -198.118805, -494.260803]]
DATA[29470, 0, [0,0,0], [-0.027954, 0.008336, 0.025052], 15, [-0.019613, 0.647239, 10.414662], [-0.226634, 0.224911, 9.596078], [-143.000000, -166.000000, -21.000000], [-88.119003, -190.113998, -498.345612]]
DATA[29520, 0, [0,0,0], [0.081543, -0.006172, -0.026261], 15, [1.686744, 0.706079, 10.787315], [0.313769, -0.807209, 10.165710], [-146.000000, -166.000000, -20.000000], [-90.077202, -199.119400, -494.260803]]
DATA[29570, 0, [0,0,0], [-0.010239, -0.016557, -0.007477], 15, [-0.098067, -0.823759, -0.117680], [0.664430, 0.328595, 8.578367], [-145.000000, -163.000000, -23.000000], [-83.223503, -195.117004, -488.133606]]
DATA[29630, 0, [0,0,0], [0.078184, 0.003907, 0.100799], 15, [-0.078453, -0.215746, 12.572126], [0.332983, -0.274654, 9.891620], [-139.000000, -167.000000, -24.000000], [-87.139900, -203.121796, -495.282013]]
DATA[29680, 0, [0,0,0], [-0.004130, -0.207300, -0.001826], 15, [-0.117680, 1.078732, -0.078453], [0.320974, -0.274654, 10.034624], [-137.000000, -168.000000, -19.000000], [-89.098099, -202.121201, -494.260803]]
DATA[29740, 0, [0,0,0], [-0.002909, -0.363987, -0.007477], 15, [-0.078453, -0.019613, 7.001948], [-0.543671, -1.716795, 4.633844], [-146.000000, -167.000000, -18.000000], [-86.160797, -191.114594, -494.260803]]
DATA[29790, 0, [0,0,0], [-0.004741, -0.107271, 0.337356], 15, [-0.137293, 0.137293, 9.845877], [-0.015277, 0.187208, 9.793900], [-144.000000, -162.000000, -24.000000], [-86.160797, -199.119400, -495.282013]]
DATA[29850, 0, [0,0,0], [-0.013599, -0.008463, -0.062760], 15, [-0.078453, -1.157185, -0.078453], [0.681243, -1.247863, 8.752355], [-148.000000, -164.000000, -22.000000], [-92.035400, -192.115204, -504.472809]]
DATA[29900, 0, [0,0,0], [-0.000313, -0.008921, 0.021997], 15, [-0.882599, 0.000000, 10.453889], [-0.301090, -0.335921, 11.154820], [-141.000000, -164.000000, -20.000000], [-78.328003, -195.117004, -507.536407]]
DATA[29960, 0, [0,0,0], [-0.031925, -0.006631, 0.052388], 15, [-0.058840, -0.098067, 5.354431], [0.587573, -0.333565, 8.823857], [-143.000000, -161.000000, -23.000000], [-89.098099, -194.116394, -491.197205]]
DATA[30020, 0, [0,0,0], [-0.014057, -0.098413, 0.007795], 15, [-0.098067, -0.058840, 11.964113], [-0.092134, 0.465268, 10.492236], [-141.000000, -160.000000, -24.000000], [-83.223503, -195.117004, -492.218414]]
DATA[30070, 0, [0,0,0], [-0.006116, 0.008794, 0.134091], 15, [18.966061, -0.078453, -0.882599], [-0.205018, -1.224299, 3.721002], [-147.000000, -167.000000, -23.000000], [-91.056297, -199.119400, -501.409210]]
DATA[30120, 0, [0,0,0], [0.164468, -0.051377, 0.288335], 15, [0.431493, -0.254973, 12.356379], [-0.243447, 0.246119, 10.756793], [-140.000000, -163.000000, -20.000000], [-82.244400, -201.120605, -498.345612]]
DATA[30180, 0, [0,0,0], [0.049473, -0.284880, 0.007184], 15, [3.275421, -0.039227, -0.019613], [-0.144973, -1.101764, 5.386998], [-142.000000, -167.000000, -23.000000], [-79.307098, -200.119995, -490.175995]]
DATA[30230, 0, [0,0,0], [-0.019402, -0.000980, -0.008241], 15, [0.647239, -0.039227, -0.117680], [0.008741, 0.133010, 10.232445], [-146.000000, -159.000000, -25.000000], [-81.265297, -198.118805, -499.366791]]
DATA[30290, 0, [0,0,0], [-0.009781, 0.141046, 0.023372], 15, [-0.019613, -0.019613, -0.019613], [0.935833, 0.125941, 12.410872], [-138.000000, -165.000000, -24.000000], [-81.265297, -193.115799, -493.239594]]
DATA[30340, 0, [0,0,0], [0.134078, 0.006198, 0.005504], 15, [-0.078453, -2.373209, 8.590626], [0.424251, 0.460555, 10.985600], [-135.000000, -166.000000, -22.000000], [-79.307098, -191.114594, -491.197205]]
DATA[30390, 0, [0,0,0], [-0.693186, 0.722132, 0.105991], 15, [1.902490, -0.098067, 9.120185], [2.004631, 0.062317, 16.655703], [-139.000000, -162.000000, -24.000000], [-77.348900, -197.118195, -498.345612]]
DATA[30450, 0, [0,0,0], [-0.011308, 0.057205, 0.027953], 15, [18.926834, -0.627626, -8.139520], [-0.584501, -3.618441, 7.465321], [-144.000000, -169.000000, -18.000000], [-89.098099, -199.119400, -487.112396]]
DATA[30500, 0, [0,0,0], [-0.002298, -0.244715, -0.022596], 15, [0.706079, -0.137293, -0.137293], [-0.526858, 1.400775, 10.854512], [-137.000000, -164.000000, -22.000000], [-80.286201, -195.117004, -495.282013]]
DATA[30560, 0, [0,0,0], [-0.016500, -0.755551, 0.224652], 15, [-0.137293, -0.882599, -0.137293], [-0.267465, -2.520340, 3.141837], [-141.000000, -173.000000, -18.000000], [-83.223503, -199.119400, -502.430389]]
DATA[30620, 0, [0,0,0], [-0.007032, 0.004976, 0.104006], 15, [3.765754, 1.274865, -0.137293], [0.815743, 1.398418, 12.689730], [-145.000000, -170.000000, -17.000000], [-81.265297, -200.119995, -499.366791]]
DATA[30670, 0, [0,0,0], [-0.004894, -0.560991, 0.004740], 15, [-24.771597, -0.039227, -0.156906], [-0.711796, -2.548618, 4.138097], [-148.000000, -164.000000, -20.000000], [-90.077202, -206.123596, -482.006409]]
DATA[30710, 0, [0,0,0], [0.083834, -0.298166, -0.005644], 15, [-0.098067, -0.078453, -0.078453], [-0.039295, 0.090594, 10.589955], [-146.000000, -170.000000, -18.000000], [-83.223503, -203.121796, -498.345612]]
DATA[30760, 0, [0,0,0], [-0.224195, 0.220306, 0.000006], 15, [-2.432049, -0.098067, -0.039227], [-0.488430, -1.836973, -0.659683], [-141.000000, -166.000000, -20.000000], [-68.537003, -212.127197, -493.239594]]
DATA[30820, 0, [0,0,0], [-0.846056, -0.009838, -0.003659], 15, [-13.788151, -0.019613, -0.098067], [-1.670112, -1.009863, 6.066266], [-145.000000, -177.000000, -18.000000], [-88.119003, -218.130798, -489.154785]]
DATA[30880, 0, [0,0,0], [1.224472, 0.009557, -0.010837], 15, [1.627904, 1.274865, 8.924051], [-0.200215, 0.731546, 12.348903], [-142.000000, -181.000000, -15.000000], [-87.139900, -201.120605, -499.366791]]
DATA[30930, 0, [0,0,0], [-2.066106, -0.006020, -0.004575], 15, [-0.196133, -0.156906, 5.668244], [-2.220122, -0.295862, 7.296099], [-135.000000, -166.000000, -20.000000], [-80.286201, -217.130203, -492.218414]]
DATA[30990, 0, [0,0,0], [-0.017570, 0.008336, -0.006866], 15, [-0.039227, -0.078453, -0.117680], [0.224903, -0.611625, 10.001256], [-138.000000, -181.000000, -18.000000], [-76.369797, -205.123001, -494.260803]]
DATA[31040, 0, [0,0,0], [-0.540165, 0.056441, 0.002602], 15, [-0.137293, 0.098067, -0.117680], [-0.440394, 0.378080, 6.483360], [-134.000000, -165.000000, -19.000000], [-80.286201, -210.126007, -488.133606]]
DATA[31100, 0, [0,0,0], [-0.016806, 0.014139, -0.007935], 15, [-0.019613, -0.058840, -0.078453], [-0.498037, 0.064673, 10.492236], [-135.000000, -167.000000, -20.000000], [-73.432503, -199.119400, -499.366791]]
DATA[31150, 0, [0,0,0], [0.000604, 0.004670, 0.010696], 15, [-0.823759, -0.529559, 12.650579], [-1.098485, -0.453743, 9.736699], [-132.000000, -167.000000, -24.000000], [-81.265297, -195.117004, -491.197205]]
DATA[31210, 0, [0,0,0], [-0.622021, 0.064382, 0.145239], 15, [3.138128, -2.118236, 8.845598], [0.364206, -0.988655, 2.743809], [-128.000000, -169.000000, -24.000000], [-72.453400, -208.124802, -496.303192]]
DATA[31260, 0, [0,0,0], [-0.010086, 0.003907, 0.288945], 15, [-0.019613, -0.137293, -0.098067], [0.688448, -0.703526, 10.842596], [-128.000000, -175.000000, -19.000000], [-73.432503, -198.118805, -503.451599]]
DATA[31310, 0, [0,0,0], [-0.009628, 0.402191, -0.008546], 15, [-0.823759, -1.255251, -0.137293], [-1.120101, 1.754241, 15.363901], [-133.000000, -166.000000, -22.000000], [-81.265297, -200.119995, -498.345612]]
DATA[31370, 0, [0,0,0], [-0.935853, 0.137992, -0.143089], 15, [-0.117680, 4.118793, -0.098067], [-0.373144, -1.961864, 7.157862], [-133.000000, -165.000000, -22.000000], [-69.516098, -204.122406, -496.303192]]
DATA[31420, 0, [0,0,0], [-0.009781, 0.010321, 0.002450], 15, [0.117680, -0.588399, -0.137293], [0.323376, -0.097921, 9.693798], [-128.000000, -168.000000, -21.000000], [-79.307098, -207.124207, -499.366791]]
DATA[31480, 0, [0,0,0], [-0.020166, 0.026662, -0.001979], 16, [-0.078453, -0.549172, -0.117680], [-0.229036, -0.449030, 9.781983], [-129.000000, -173.000000, -21.000000], [-71.474297, -208.124802, -503.451599]]
DATA[31530, 0, [0,0,0], [-0.070868, -0.602072, 0.002908], 16, [-0.862985, -1.529837, -0.039227], [-0.101741, 2.454103, 9.193284], [-139.000000, -166.000000, -22.000000], [-75.390701, -202.121201, -506.515198]]
DATA[31590, 0, [0,0,0], [-0.011614, 0.005587, 0.001228], 16, [-0.196133, -0.058840, -0.058840], [1.089548, -2.475568, 9.524577], [-134.000000, -167.000000, -21.000000], [-72.453400, -204.122406, -497.324402]]
DATA[31650, 0, [0,0,0], [-0.183572, 0.049874, -0.005950], 16, [-0.098067, -0.549172, 11.414941], [-0.070518, -0.760080, 10.816378], [-128.000000, -167.000000, -23.000000], [-71.474297, -201.120605, -482.006409]]
DATA[31700, 0, [0,0,0], [0.289085, 0.018109, 0.016041], 16, [-0.156906, 0.039227, -0.156906], [0.589975, -0.104990, 5.837460], [-132.000000, -178.000000, -14.000000], [-80.286201, -206.123596, -492.218414]]
DATA[31760, 0, [0,0,0], [0.018777, -0.001744, 0.005351], 16, [0.980665, -1.157185, -0.039227], [0.119224, 0.420496, 9.772450], [-131.000000, -168.000000, -23.000000], [-70.495201, -201.120605, -511.621185]]
DATA[31810, 0, [0,0,0], [-0.003978, -0.009685, -0.217920], 16, [-0.156906, -1.137571, -0.098067], [-0.498037, -0.491446, 7.922933], [-131.000000, -174.000000, -19.000000], [-70.495201, -214.128403, -493.239594]]
DATA[31870, 0, [0,0,0], [0.711651, 0.009252, 0.006573], 16, [1.961330, -0.078453, -0.156906], [0.246519, 0.274397, 11.200105], [-131.000000, -180.000000, -15.000000], [-72.453400, -200.119995, -508.557587]]
DATA[31920, 0, [0,0,0], [-2.019528, 0.693574, 0.005351], 16, [-7.825707, -0.058840, -0.117680], [0.419448, -0.639902, -0.850355], [-128.000000, -173.000000, -20.000000], [-75.390701, -217.130203, -504.472809]]
DATA[31970, 0, [0,0,0], [0.786329, -0.484327, -0.104605], 16, [2.902769, -1.765197, 13.317430], [-0.044098, 0.510041, 12.203516], [-128.000000, -179.000000, -15.000000], [-61.683300, -202.121201, -505.493988]]
DATA[32030, 0, [0,0,0], [-0.010850, 0.005434, 0.008100], 16, [-0.058840, -0.039227, -0.039227], [2.424944, 1.992241, 17.318287], [-131.000000, -175.000000, -20.000000], [-76.369797, -212.127197, -498.345612]]
DATA[32080, 0, [0,0,0], [-0.384241, 0.651119, 0.285891], 16, [-0.137293, -0.137293, 2.333983], [0.210492, -5.371632, 2.202778], [-130.000000, -181.000000, -15.000000], [-72.453400, -211.126602, -497.324402]]
DATA[32140, 0, [0,0,0], [-0.008712, -0.054584, 0.096065], 16, [2.000557, -0.078453, 9.433997], [-0.325108, 1.075586, 11.169122], [-134.000000, -178.000000, -14.000000], [-77.348900, -200.119995, -500.388000]]
DATA[32190, 0, [0,0,0], [-1.052833, 0.404940, -0.297333], 16, [12.297539, 12.925165, 12.003340], [-1.129708, 0.781031, 9.181368], [-133.000000, -172.000000, -21.000000], [-77.348900, -211.126602, -495.282013]]
DATA[32240, 0, [0,0,0], [0.241743, -0.363987, -0.262208], 16, [1.608291, -0.098067, -0.019613], [1.115967, 0.623150, 12.334602], [-129.000000, -173.000000, -16.000000], [-68.537003, -199.119400, -503.451599]]
DATA[32300, 0, [0,0,0], [0.081543, 0.003296, 0.002755], 16, [-0.902212, -0.019613, 18.299210], [1.517067, 0.413426, 19.468111], [-132.000000, -174.000000, -19.000000], [-68.537003, -198.118805, -499.366791]]
DATA[32350, 0, [0,0,0], [-0.730144, 0.927840, 0.008711], 16, [-0.019613, -0.156906, 5.668244], [-0.106545, -1.961864, -0.006632], [-130.000000, -163.000000, -22.000000], [-73.432503, -202.121201, -500.388000]]
DATA[32410, 0, [0,0,0], [0.123999, -1.418035, 0.003671], 16, [5.648630, 1.255251, -0.078453], [1.346540, 0.333308, 10.549438], [-150.000000, -168.000000, -19.000000], [-84.202599, -205.123001, -494.260803]]
DATA[32460, 0, [0,0,0], [0.238994, -0.569238, -0.007324], 16, [-27.537075, -0.098067, 35.598141], [-0.257858, -1.686161, 3.639967], [-140.000000, -177.000000, -17.000000], [-77.348900, -207.124207, -494.260803]]
DATA[32520, 0, [0,0,0], [0.054665, -0.406900, -0.138049], 16, [0.706079, -0.098067, 4.530673], [0.347394, 0.920061, 10.437418], [-139.000000, -174.000000, -13.000000], [-85.181702, -201.120605, -488.133606]]
DATA[32580, 0, [0,0,0], [0.018013, 0.065604, -0.000299], 16, [-0.196133, -0.098067, -0.078453], [-0.690180, 0.045822, 14.615515], [-133.000000, -172.000000, -19.000000], [-68.537003, -198.118805, -498.345612]]
DATA[32630, 0, [0,0,0], [-0.372330, -0.024957, 0.020776], 16, [-1.196411, -3.020448, -0.156906], [0.510716, -2.117389, 4.538507], [-140.000000, -168.000000, -21.000000], [-74.411598, -193.115799, -495.282013]]
DATA[32690, 0, [0,0,0], [-0.001382, 0.009557, -0.168898], 16, [0.372653, -0.137293, 12.356379], [0.143242, 1.379567, 10.373066], [-133.000000, -168.000000, -24.000000], [-75.390701, -197.118195, -489.154785]]
DATA[32740, 0, [0,0,0], [-0.069188, -0.006172, -0.004423], 16, [-0.137293, -0.019613, 5.040618], [0.234510, -2.928004, 7.675060], [-132.000000, -177.000000, -17.000000], [-76.369797, -201.120605, -488.133606]]
DATA[32790, 0, [0,0,0], [-0.004589, -0.127277, -0.128276], 16, [0.961052, -0.156906, 9.787037], [0.212894, 1.061447, 8.916810], [-130.000000, -171.000000, -23.000000], [-68.537003, -202.121201, -497.324402]]
DATA[32850, 0, [0,0,0], [-0.000771, -0.003576, 0.209227], 16, [-0.196133, -0.098067, -0.156906], [0.056777, 0.302674, 10.020323], [-130.000000, -169.000000, -24.000000], [-73.432503, -209.125397, -502.430389]]
DATA[32900, 0, [0,0,0], [-0.001992, -0.059776, 0.002144], 16, [0.117680, -3.334261, 8.610239], [-0.068116, -0.269941, 9.863019], [-128.000000, -167.000000, -21.000000], [-72.453400, -197.118195, -506.515198]]
