
Thu Jan  1 00:00:01 1970

Flight Log #28
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.6'
LEGEND:[rover_t, rover_status, [rover_orient_est], [rover_orient_des],[rover_rates_des],[rover_accs_est], [rover_ex_gyro], rover_ex_gyro_temp, [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag], [rover_thrusts_des]
DATA[4270, 0, [-0.008563,-0.012386,2.990293],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.149666,-0.026839,-2.412866], [0.022136, 0.005730, -0.507679], 12, [-0.313813, -0.294199, -9.963556], [0.083839, -0.200352, 9.707381], [-112.000000, -12.000000, -60.000000], [-325.061188, -42.025200, -680.119202],[0.003311,0.001071,-0.003311,-0.001071]]
DATA[4340, 0, [-0.008696,-0.015103,2.957721],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.008291,-0.280188,1.003144], [-0.016451, -0.011731, -0.238575], 12, [-0.196133, -0.019613, -0.137293], [0.040820, -0.234513, 9.798460], [-117.000000, -30.000000, -54.000000], [-313.312012, -49.029400, -685.225220],[0.003849,0.001588,-0.003849,-0.001588]]
DATA[4400, 0, [-0.006528,-0.019345,2.865313],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.150426,-0.148207,-0.591274], [-0.000494, 0.011904, -0.366190], 12, [-0.156906, -0.039227, -10.355823], [0.064275, -0.292493, 9.805541], [379.000000, -51.000000, -51.000000], [-303.520996, -74.044403, -687.267578],[0.004331,0.002633,-0.004331,-0.002633]]
DATA[4460, 0, [-0.005610,-0.024478,2.837083],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.224991,-0.017240,-1.243967], [-0.049425, -0.026107, -0.614721], 12, [-0.117680, -0.078453, -0.039227], [-0.004094, -0.336894, 9.762603], [363.000000, -64.000000, -49.000000], [-288.834503, -75.044998, -693.394775],[0.005135,0.003677,-0.005135,-0.003677]]
DATA[4520, 0, [-0.005595,-0.035733,2.749210],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.271433,-0.845793,0.430639], [-0.145980, -0.045089, -0.498898], 12, [-0.156906, -0.823759, -9.943943], [-0.011397, -0.446681, 9.717924], [347.000000, -78.000000, -47.000000], [-281.980804, -94.056396, -679.098022],[0.006788,0.005358,-0.006788,-0.005358]]
DATA[4590, 0, [-0.008173,-0.050169,2.669459],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.225159,-0.204743,1.046335], [-0.121257, -0.060194, -0.538482], 12, [-0.058840, -0.078453, -9.963556], [0.074737, -0.683396, 9.721308], [330.000000, -92.000000, -48.000000], [-266.315186, -105.063004, -675.013184],[0.009610,0.007635,-0.009610,-0.007635]]
DATA[4660, 0, [-0.010176,-0.060565,2.553423],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[1.065057,0.718520,1.165346], [-0.000899, 0.097859, -0.337686], 12, [-0.058840, -0.921825, -0.117680], [0.245825, -0.837484, 9.630884], [306.000000, -114.000000, -45.000000], [-240.858597, -124.074402, -683.182800],[0.011998,0.009307,-0.011998,-0.009307]]
DATA[4730, 0, [-0.006258,-0.065704,2.417806],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.179990,0.609645,2.710386], [0.027552, 0.082462, -0.026531], 12, [-0.058840, -1.157185, -0.098067], [0.258082, -0.792210, 9.649172], [260.000000, -139.000000, -42.000000], [-212.464706, -146.087601, -697.479614],[0.012640,0.011013,-0.012640,-0.011013]]
DATA[4800, 0, [-0.011320,-0.071033,2.311508],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.088843,0.744764,-3.537210], [0.108743, 0.026043, -0.822915], 12, [-0.627626, -0.019613, -10.257756], [0.301159, -0.904358, 9.593836], [-33.000000, -161.000000, -40.000000], [-182.112595, -164.098404, -694.416016],[0.014257,0.011314,-0.014257,-0.011314]]
DATA[4860, 0, [-0.015565,-0.074661,2.201980],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-0.223750,-0.120581,0.062305], [0.009315, 0.013087, -0.592451], 12, [-0.019613, -1.176798, -10.277369], [0.368280, -0.893926, 9.637771], [-72.000000, -173.000000, -37.000000], [-152.739594, -170.102005, -694.416016],[0.015462,0.011415,-0.015462,-0.011415]]
DATA[4910, 0, [-0.018892,-0.080090,2.120733],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.473874,0.084989,1.808451], [0.025836, 0.095766, -0.339066], 12, [-0.117680, -1.176798, -10.218530], [0.338150, -0.991312, 9.707229], [125.000000, -135.000000, -22.000000], [-107.700996, -141.084595, -703.606812],[0.016872,0.011960,-0.016872,-0.011960]]
DATA[4980, 0, [0.001334,-0.097724,1.838532],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[2.302474,-0.192818,-0.973253], [-0.038470, 0.427349, -0.780717], 12, [0.078453, -0.156906, -9.669357], [0.074347, -1.393094, 9.598041], [55.000000, -89.000000, -6.000000], [-47.975899, -103.061798, -706.670410],[0.017402,0.016761,-0.017402,-0.016761]]
DATA[5050, 0, [0.019050,-0.089058,1.602357],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[0.089054,3.529204,-0.713607], [0.502845, 0.258257, -0.685791], 12, [-0.137293, -0.039227, -9.983170], [-0.164745, -1.164250, 9.608038], [12.000000, -105.000000, -19.000000], [-17.623800, -117.070198, -713.818787],[0.013554,0.018507,-0.013554,-0.018507]]
DATA[5110, 0, [0.024278,-0.083392,1.441985],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-1.505933,0.584680,-0.395020], [0.241640, 0.011141, -0.546524], 12, [0.117680, -0.156906, -10.277369], [-0.246430, -1.035620, 9.632950], [-12.000000, -148.000000, -37.000000], [9.791000, -144.086395, -679.098022],[0.012088,0.018355,-0.012088,-0.018355]]
DATA[5180, 0, [0.025593,-0.073070,1.355736],[0.000000,0.000000,0.000000],[0.000000,0.000000,0.000000],[-1.132616,-0.215717,2.891552], [0.142776, 0.002041, -0.056763], 12, [0.706079, -0.196133, -10.042009], [-0.394161, -0.703140, 9.730788], [-33.000000, -151.000000, -43.000000], [31.331200, -147.088196, -679.098022],[0.009825,0.016480,-0.009825,-0.016480]]
