
Thu Jan  1 00:00:01 1970

Flight Log #13
ROVER: 'Rover Observation Vehicle for Enclosed Regions'
Flight Log - Format Version '0.1'
LEGEND:[rover_t, rover_status, [rover_orient], [rover_ex_gyro], [rover_ex_acc], [rover_int_acc], [rover_ex_mag], [rover_int_mag]]
DATA[0, 0, [0,0,0], [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0.000000, 0.000000, 0.000000], [0, 0, 0]]
DATA[660, 0, [0,0,0], [-0.031765, 0.012981, 0.042455], [-0.176520, -0.176520, -0.019613], [-0.088534, -0.198604, 9.796216], [-24.000000, -83.000000, -41.000000], [224, 75, 349]]
DATA[720, 0, [0,0,0], [-0.035125, 0.014966, -0.001069], [-0.058840, -0.156906, -0.156906], [-0.083749, -0.217747, 9.805787], [-21.000000, -85.000000, -42.000000], [237, 73, 342]]
DATA[780, 0, [0,0,0], [-0.033598, 0.014355, 0.039401], [-0.196133, -0.137293, -0.039227], [-0.090927, -0.174676, 9.815358], [-23.000000, -90.000000, -44.000000], [237, 77, 343]]
DATA[840, 0, [0,0,0], [-0.032987, 0.014661, 0.040928], [-0.196133, -0.176520, -0.039227], [-0.064606, -0.165105, 9.829716], [-24.000000, -93.000000, -45.000000], [238, 74, 347]]
DATA[900, 0, [0,0,0], [-0.001222, 0.009774, 0.047342], [-0.156906, -0.215746, -0.137293], [-0.098106, -0.236889, 9.796216], [-25.000000, -89.000000, -42.000000], [238, 78, 345]]
DATA[960, 0, [0,0,0], [-0.032070, 0.010385, 0.041692], [-0.274586, -0.254973, -0.039227], [-0.105284, -0.179462, 9.820144], [-22.000000, -85.000000, -40.000000], [234, 77, 343]]
DATA[1020, 0, [0,0,0], [-0.035430, 0.009621, 0.042608], [-0.176520, -0.196133, -0.039227], [-0.093320, -0.212961, 9.824930], [-24.000000, -82.000000, -40.000000], [236, 88, 347]]
DATA[1080, 0, [0,0,0], [-0.035125, 0.010843, 0.043524], [-0.137293, -0.156906, 10.375436], [-0.062213, -0.184247, 9.810573], [-20.000000, -84.000000, -40.000000], [242, 82, 350]]
DATA[1150, 0, [0,0,0], [-0.036805, 0.012217, -0.002138], [-0.098067, -0.176520, -0.039227], [-0.112463, -0.193819, 9.820144], [-20.000000, -82.000000, -40.000000], [245, 70, 346]]
DATA[1210, 0, [0,0,0], [-0.032529, 0.012981, 0.040928], [-0.156906, -0.176520, -0.019613], [-0.090927, -0.222533, 9.815358], [-24.000000, -87.000000, -43.000000], [243, 81, 344]]
DATA[1270, 0, [0,0,0], [-0.031154, 0.012981, 0.039859], [-0.235360, -0.156906, -0.039227], [-0.081356, -0.212961, 9.848858], [-21.000000, -88.000000, -41.000000], [233, 69, 351]]
DATA[1320, 0, [0,0,0], [-0.036194, 0.011148, 0.042761], [-0.137293, -0.235360, -0.137293], [-0.083749, -0.189033, 9.824930], [-21.000000, -87.000000, -42.000000], [233, 69, 338]]
DATA[1380, 0, [0,0,0], [-0.031765, 0.012217, -0.002749], [-0.176520, -0.117680, 10.375436], [-0.078963, -0.179462, 9.829716], [-20.000000, -84.000000, -39.000000], [234, 77, 337]]
DATA[1440, 0, [0,0,0], [-0.033292, 0.011301, 0.042608], [-0.196133, -0.196133, 10.414662], [-0.078963, -0.189033, 9.829716], [-21.000000, -86.000000, -36.000000], [227, 75, 339]]
DATA[1500, 0, [0,0,0], [-0.036957, 0.011912, 0.043830], [-0.176520, -0.215746, -0.117680], [-0.078963, -0.217747, 9.858429], [-18.000000, -84.000000, -41.000000], [239, 68, 351]]
DATA[1560, 0, [0,0,0], [-0.031460, 0.011759, 0.043066], [-0.196133, -0.196133, -0.039227], [-0.090927, -0.189033, 9.834501], [-21.000000, -88.000000, -44.000000], [240, 66, 334]]
DATA[1620, 0, [0,0,0], [-0.029780, 0.017868, -0.000458], [-0.196133, -0.196133, -0.058840], [-0.117248, -0.198604, 9.820144], [-21.000000, -90.000000, -42.000000], [237, 71, 346]]
DATA[1680, 0, [0,0,0], [-0.036041, 0.007330, 0.040012], [-0.156906, -0.215746, -0.078453], [-0.052642, -0.208176, 9.820144], [-24.000000, -87.000000, -42.000000], [236, 74, 342]]
DATA[1740, 0, [0,0,0], [-0.034514, 0.012981, 0.039248], [-0.137293, -0.117680, -0.039227], [-0.069392, -0.169890, 9.839287], [-22.000000, -85.000000, -41.000000], [234, 66, 354]]
DATA[1800, 0, [0,0,0], [-0.030085, 0.016799, 0.049175], [-0.078453, -0.215746, 10.453889], [-0.102891, -0.189033, 9.801002], [-23.000000, -82.000000, -41.000000], [242, 73, 342]]
DATA[1860, 0, [0,0,0], [-0.032223, 0.007941, 0.040164], [-0.235360, -0.176520, -0.098067], [-0.098106, -0.150748, 9.844072], [-22.000000, -81.000000, -39.000000], [233, 68, 351]]
DATA[1920, 0, [0,0,0], [-0.037110, 0.013592, 0.041539], [-0.137293, -0.215746, -0.156906], [-0.062213, -0.212961, 9.834501], [-23.000000, -86.000000, -40.000000], [233, 67, 341]]
DATA[1980, 0, [0,0,0], [-0.031154, 0.014508, 0.040623], [-0.137293, -0.156906, 10.355823], [-0.059821, -0.198604, 9.846465], [-23.000000, -88.000000, -40.000000], [238, 78, 348]]
DATA[2040, 0, [0,0,0], [-0.028558, 0.015577, -0.000611], [-0.215746, -0.137293, -0.156906], [-0.095713, -0.184247, 9.839287], [-22.000000, -88.000000, -42.000000], [237, 80, 354]]
DATA[2100, 0, [0,0,0], [-0.032070, 0.012370, 0.046426], [-0.137293, -0.176520, -0.039227], [-0.083749, -0.208176, 9.848858], [-24.000000, -88.000000, -45.000000], [237, 68, 353]]
DATA[2160, 0, [0,0,0], [-0.032681, 0.012217, 0.044135], [-0.176520, -0.196133, -0.019613], [-0.090927, -0.203390, 9.863214], [-22.000000, -83.000000, -40.000000], [239, 70, 361]]
DATA[2220, 0, [0,0,0], [-0.036346, -0.017715, 0.041844], [-0.098067, -0.196133, 10.375436], [-0.081356, -0.184247, 9.810573], [-22.000000, -86.000000, -41.000000], [232, 77, 347]]
DATA[2280, 0, [0,0,0], [-0.032070, 0.011454, 0.040775], [-0.137293, -0.176520, -0.117680], [-0.050249, -0.179462, 9.820144], [-22.000000, -84.000000, -40.000000], [235, 73, 347]]
DATA[2350, 0, [0,0,0], [-0.031154, 0.012675, 0.043524], [-0.274586, -0.215746, -0.078453], [-0.112463, -0.212961, 9.791430], [-23.000000, -88.000000, -41.000000], [231, 68, 345]]
DATA[2410, 0, [0,0,0], [-0.031460, 0.003665, 0.049327], [-0.176520, -0.156906, -0.137293], [-0.098106, -0.189033, 9.810573], [-23.000000, -90.000000, -41.000000], [239, 74, 354]]
DATA[2470, 0, [0,0,0], [-0.033292, 0.016341, -0.000458], [-0.137293, -0.215746, -0.058840], [-0.102891, -0.232104, 9.839287], [-22.000000, -85.000000, -44.000000], [240, 70, 341]]
DATA[2530, 0, [0,0,0], [-0.033292, 0.012675, -0.000305], [-0.058840, -0.215746, -0.019613], [-0.086142, -0.217747, 9.839287], [-24.000000, -82.000000, -40.000000], [233, 70, 348]]
DATA[2590, 0, [0,0,0], [-0.032529, 0.009468, 0.042302], [-0.196133, -0.117680, -0.078453], [-0.090927, -0.217747, 9.824930], [-24.000000, -82.000000, -39.000000], [234, 75, 350]]
DATA[2660, 0, [0,0,0], [-0.033292, 0.010079, 0.041844], [-0.176520, -0.156906, -0.039227], [-0.088534, -0.184247, 9.805787], [-22.000000, -85.000000, -40.000000], [238, 77, 353]]
DATA[2710, 0, [0,0,0], [-0.029627, 0.012523, 0.040012], [-0.176520, -0.235360, -0.078453], [-0.066999, -0.203390, 9.820144], [-23.000000, -85.000000, -39.000000], [234, 78, 355]]
DATA[2770, 0, [0,0,0], [-0.034056, 0.009927, 0.044440], [-0.235360, -0.156906, -0.098067], [-0.107677, -0.208176, 9.815358], [-24.000000, -89.000000, -42.000000], [238, 68, 340]]
DATA[2830, 0, [0,0,0], [-0.033903, 0.012675, 0.041386], [-0.196133, -0.215746, -0.058840], [-0.093320, -0.189033, 9.829716], [-25.000000, -85.000000, -42.000000], [242, 68, 337]]
DATA[2890, 0, [0,0,0], [-0.031460, 0.010843, 0.041844], [-0.137293, -0.176520, -0.039227], [-0.083749, -0.184247, 9.820144], [-24.000000, -90.000000, -42.000000], [236, 68, 332]]
DATA[2950, 0, [0,0,0], [-0.028711, 0.011759, 0.040470], [-0.117680, -0.137293, -0.098067], [-0.112463, -0.208176, 9.834501], [-23.000000, -83.000000, -38.000000], [244, 66, 334]]
DATA[3010, 0, [0,0,0], [-0.030696, 0.012370, 0.041233], [-0.117680, -0.137293, -0.058840], [-0.076570, -0.208176, 9.829716], [-22.000000, -87.000000, -41.000000], [239, 73, 340]]
DATA[3070, 0, [0,0,0], [-0.032070, 0.017562, 0.040775], [-0.215746, -0.156906, -0.098067], [-0.088534, -0.208176, 9.810573], [-22.000000, -84.000000, -40.000000], [237, 72, 349]]
DATA[3130, 0, [0,0,0], [-0.036194, 0.012217, -0.003971], [-0.156906, -0.176520, -0.117680], [-0.064606, -0.174676, 9.834501], [-21.000000, -89.000000, -42.000000], [239, 71, 354]]
DATA[3190, 0, [0,0,0], [-0.031460, 0.011606, -0.001069], [-0.215746, -0.196133, -0.137293], [-0.078963, -0.208176, 9.824930], [-24.000000, -87.000000, -42.000000], [236, 76, 343]]
DATA[3250, 0, [0,0,0], [-0.030849, 0.010996, -0.007941], [-0.176520, -0.196133, -0.098067], [-0.071785, -0.193819, 9.805787], [-23.000000, -86.000000, -42.000000], [244, 72, 337]]
DATA[3310, 0, [0,0,0], [-0.030391, 0.016188, 0.043982], [-0.196133, -0.137293, 10.414662], [-0.074178, -0.232104, 9.820144], [-22.000000, -85.000000, -43.000000], [236, 80, 350]]
DATA[3370, 0, [0,0,0], [-0.034514, 0.011301, 0.046273], [-0.215746, -0.176520, -0.156906], [-0.074178, -0.184247, 9.834501], [-21.000000, -83.000000, -40.000000], [245, 75, 343]]
DATA[3430, 0, [0,0,0], [-0.035277, 0.010232, -0.000458], [-0.176520, -0.176520, -0.156906], [-0.076570, -0.212961, 9.801002], [-23.000000, -82.000000, -40.000000], [239, 165, 339]]
DATA[3490, 0, [0,0,0], [-0.029932, 0.015119, 0.040470], [-0.235360, -0.176520, -0.058840], [-0.045464, -0.174676, 9.777073], [-23.000000, -86.000000, -43.000000], [233, 69, 330]]
DATA[3550, 0, [0,0,0], [-0.032987, 0.011301, -0.003054], [-0.137293, -0.137293, 10.493115], [-0.090927, -0.189033, 9.810573], [-22.000000, -87.000000, -41.000000], [235, 70, 342]]
DATA[3610, 0, [0,0,0], [-0.036499, 0.014050, 0.040775], [-0.156906, -0.235360, -0.078453], [-0.078963, -0.212961, 9.853643], [-23.000000, -91.000000, -42.000000], [232, 70, 331]]
DATA[3670, 0, [0,0,0], [-0.035277, 0.018021, 0.041539], [-0.196133, -0.156906, 10.375436], [-0.059821, -0.184247, 9.810573], [-26.000000, -86.000000, -42.000000], [236, 68, 338]]
DATA[3730, 0, [0,0,0], [-0.035430, 0.016493, -0.000153], [-0.156906, -0.117680, 10.395049], [-0.083749, -0.208176, 9.801002], [-24.000000, -83.000000, -41.000000], [235, 77, 347]]
DATA[3790, 0, [0,0,0], [-0.031460, 0.016646, 0.042455], [-0.196133, -0.235360, -0.078453], [-0.078963, -0.203390, 9.810573], [-23.000000, -80.000000, -41.000000], [240, 75, 338]]
DATA[3850, 0, [0,0,0], [-0.026725, 0.010996, -0.004429], [-0.098067, -0.156906, -0.098067], [-0.066999, -0.174676, 9.815358], [-21.000000, -90.000000, -41.000000], [244, 63, 333]]
DATA[3910, 0, [0,0,0], [-0.032529, 0.013744, 0.041997], [-0.117680, -0.215746, -0.117680], [-0.081356, -0.174676, 9.815358], [-23.000000, -86.000000, -40.000000], [241, 69, 342]]
DATA[3970, 0, [0,0,0], [-0.034819, 0.013744, -0.001374], [-0.156906, -0.196133, -0.078453], [-0.093320, -0.198604, 9.810573], [-24.000000, -83.000000, -40.000000], [240, 78, 345]]
DATA[4030, 0, [0,0,0], [-0.035430, 0.009621, 0.046120], [-0.137293, -0.137293, 10.375436], [-0.066999, -0.145962, 9.853643], [-22.000000, -82.000000, -41.000000], [239, 68, 350]]
DATA[4090, 0, [0,0,0], [-0.000153, 0.014050, -0.001222], [-0.176520, -0.196133, 10.355823], [-0.088534, -0.227318, 9.839287], [-24.000000, -87.000000, -39.000000], [237, 74, 341]]
DATA[4150, 0, [0,0,0], [-0.037721, 0.014203, 0.039095], [-0.156906, -0.156906, -0.078453], [-0.090927, -0.189033, 9.824930], [-23.000000, -86.000000, -41.000000], [237, 72, 338]]
DATA[4210, 0, [0,0,0], [-0.030696, 0.012981, 0.040164], [-0.176520, -0.196133, -0.117680], [-0.110070, -0.155533, 9.853643], [-24.000000, -87.000000, -41.000000], [236, 75, 342]]
DATA[4270, 0, [0,0,0], [-0.035583, 0.016799, 0.041539], [-0.156906, -0.235360, -0.078453], [-0.117248, -0.179462, 9.824930], [-23.000000, -86.000000, -43.000000], [235, 70, 352]]
DATA[4330, 0, [0,0,0], [-0.032376, 0.007483, 0.043371], [-0.156906, -0.254973, -0.058840], [-0.066999, -0.212961, 9.865608], [-22.000000, -85.000000, -42.000000], [238, 79, 329]]
DATA[4390, 0, [0,0,0], [-0.031154, 0.017410, -0.000458], [-0.137293, -0.254973, -0.098067], [-0.100499, -0.165105, 9.796216], [-22.000000, -81.000000, -39.000000], [234, 81, 344]]
DATA[4450, 0, [0,0,0], [-0.031460, 0.013286, 0.039859], [-0.156906, -0.235360, -0.058840], [-0.062213, -0.208176, 9.810573], [-22.000000, -83.000000, -38.000000], [234, 77, 339]]
DATA[4510, 0, [0,0,0], [-0.036805, 0.015424, 0.039706], [-0.098067, -0.235360, -0.156906], [-0.083749, -0.208176, 9.810573], [-22.000000, -90.000000, -43.000000], [239, 74, 330]]
DATA[4560, 0, [0,0,0], [-0.032223, 0.014966, 0.041692], [-0.196133, -0.254973, -0.117680], [-0.078963, -0.217747, 9.810573], [-25.000000, -87.000000, -42.000000], [239, 80, 356]]
DATA[4620, 0, [0,0,0], [-0.032376, 0.009621, 0.041692], [-0.215746, -0.254973, -0.058840], [-0.081356, -0.208176, 9.834501], [-26.000000, -89.000000, -43.000000], [237, 78, 339]]
DATA[4680, 0, [0,0,0], [-0.034361, 0.014050, -0.000764], [-0.196133, -0.254973, 10.355823], [-0.083749, -0.198604, 9.824930], [-21.000000, -82.000000, -42.000000], [240, 72, 337]]
DATA[4740, 0, [0,0,0], [-0.036041, 0.015272, 0.039095], [-0.156906, -0.196133, -0.137293], [-0.059821, -0.184247, 9.820144], [-22.000000, -82.000000, -41.000000], [235, 77, 341]]
DATA[4800, 0, [0,0,0], [-0.033445, 0.009316, -0.001527], [-0.156906, -0.215746, -0.098067], [-0.071785, -0.198604, 9.815358], [-20.000000, -85.000000, -39.000000], [233, 73, 333]]
DATA[4860, 0, [0,0,0], [-0.031765, 0.010232, 0.043066], [-0.176520, -0.137293, -0.058840], [-0.083749, -0.179462, 9.815358], [-20.000000, -88.000000, -40.000000], [238, 69, 337]]
DATA[4920, 0, [0,0,0], [-0.029932, 0.012217, 0.040164], [-0.156906, -0.235360, -0.039227], [-0.102891, -0.174676, 9.839287], [-25.000000, -91.000000, -41.000000], [234, 78, 335]]
DATA[4980, 0, [0,0,0], [-0.032376, 0.009927, -0.000764], [-0.274586, -0.176520, -0.098067], [-0.066999, -0.217747, 9.834501], [-24.000000, -89.000000, -44.000000], [240, 69, 336]]
DATA[5040, 0, [0,0,0], [-0.026420, 0.013134, -0.004429], [-0.176520, -0.215746, -0.156906], [-0.055035, -0.208176, 9.834501], [-22.000000, -85.000000, -41.000000], [240, 84, 337]]
DATA[5100, 0, [0,0,0], [-0.031612, 0.017104, 0.039095], [-0.137293, -0.176520, -0.098067], [-0.076570, -0.169890, 9.824930], [-22.000000, -85.000000, -40.000000], [246, 73, 347]]
DATA[5160, 0, [0,0,0], [-0.028100, 0.012065, -0.001985], [-0.196133, -0.078453, -0.078453], [-0.059821, -0.189033, 9.810573], [-21.000000, -83.000000, -41.000000], [235, 64, 343]]
DATA[5220, 0, [0,0,0], [-0.025962, 0.016188, 0.041539], [-0.196133, -0.156906, -0.098067], [-0.064606, -0.193819, 9.796216], [-24.000000, -88.000000, -42.000000], [235, 68, 339]]
DATA[5290, 0, [0,0,0], [-0.031765, 0.010232, -0.002138], [-0.254973, -0.254973, -0.019613], [-0.064606, -0.189033, 9.834501], [-23.000000, -88.000000, -42.000000], [234, 75, 348]]
DATA[5350, 0, [0,0,0], [-0.027794, 0.013286, 0.039859], [-0.156906, -0.196133, -0.098067], [-0.059821, -0.227318, 9.796216], [-24.000000, -87.000000, -43.000000], [239, 79, 352]]
DATA[5410, 0, [0,0,0], [-0.026114, 0.018784, -0.006414], [-0.176520, -0.274586, -0.098067], [-0.124427, -0.193819, 9.801002], [-21.000000, -82.000000, -36.000000], [234, 76, 357]]
DATA[5470, 0, [0,0,0], [-0.027184, 0.010232, -0.000458], [-0.058840, -0.254973, -0.117680], [-0.100499, -0.193819, 9.844072], [-25.000000, -89.000000, -43.000000], [232, 76, 338]]
DATA[5530, 0, [0,0,0], [-0.027336, 0.017715, 0.042302], [-0.176520, -0.215746, -0.098067], [-0.076570, -0.198604, 9.844072], [-23.000000, -88.000000, -43.000000], [241, 75, 340]]
DATA[5600, 0, [0,0,0], [-0.031765, 0.018021, -0.001374], [-0.196133, -0.156906, -0.039227], [-0.090927, -0.212961, 9.829716], [-24.000000, -90.000000, -41.000000], [231, 77, 345]]
DATA[5650, 0, [0,0,0], [-0.033598, 0.014813, 0.043066], [-0.215746, -0.019613, 10.159690], [-0.090927, -0.174676, 9.815358], [-25.000000, -85.000000, -45.000000], [239, 73, 338]]
DATA[5710, 0, [0,0,0], [-0.032834, 0.011301, 0.039859], [-0.156906, -0.078453, -0.098067], [-0.083749, -0.203390, 9.853643], [-24.000000, -91.000000, -42.000000], [236, 68, 333]]
DATA[5770, 0, [0,0,0], [-0.032834, 0.013744, -0.001985], [-0.156906, -0.215746, -0.039227], [-0.076570, -0.193819, 9.824930], [-26.000000, -85.000000, -40.000000], [242, 67, 348]]
DATA[5830, 0, [0,0,0], [-0.027794, 0.013897, 0.039859], [-0.254973, -0.176520, -0.098067], [-0.100499, -0.208176, 9.834501], [-21.000000, -90.000000, -39.000000], [233, 72, 345]]
DATA[5890, 0, [0,0,0], [-0.031460, 0.012523, -0.001222], [-0.176520, -0.156906, -0.098067], [-0.066999, -0.203390, 9.815358], [-23.000000, -87.000000, -42.000000], [233, 64, 338]]
DATA[5950, 0, [0,0,0], [-0.030849, 0.014355, -0.001374], [-0.117680, -0.274586, -0.039227], [-0.083749, -0.193819, 9.824930], [-24.000000, -87.000000, -41.000000], [235, 72, 343]]
DATA[6010, 0, [0,0,0], [-0.031460, 0.010996, 0.040470], [-0.156906, -0.156906, -0.078453], [-0.066999, -0.169890, 9.834501], [-23.000000, -90.000000, -41.000000], [234, 75, 344]]
DATA[6070, 0, [0,0,0], [-0.033292, 0.012828, -0.003054], [-0.215746, -0.235360, 10.395049], [-0.102891, -0.189033, 9.815358], [-20.000000, -87.000000, -42.000000], [235, 75, 344]]
DATA[6130, 0, [0,0,0], [-0.031307, 0.009927, 0.046884], [-0.196133, -0.196133, 10.355823], [-0.062213, -0.232104, 9.801002], [-24.000000, -87.000000, -42.000000], [238, 79, 349]]
DATA[6200, 0, [0,0,0], [-0.028100, 0.013134, 0.045357], [-0.196133, -0.176520, -0.039227], [-0.057428, -0.236889, 9.863214], [-21.000000, -84.000000, -37.000000], [244, 76, 341]]
DATA[6260, 0, [0,0,0], [-0.034208, 0.010537, 0.043677], [-0.098067, -0.235360, -0.058840], [-0.083749, -0.184247, 9.834501], [-20.000000, -85.000000, -40.000000], [243, 70, 346]]
DATA[6320, 0, [0,0,0], [-0.035430, 0.011454, 0.042302], [-0.117680, -0.215746, -0.137293], [-0.088534, -0.203390, 9.815358], [-21.000000, -84.000000, -39.000000], [237, 72, 354]]
DATA[6390, 0, [0,0,0], [-0.035125, 0.016493, 0.039859], [-0.137293, -0.019613, -0.078453], [-0.069392, -0.208176, 9.829716], [-21.000000, -84.000000, -39.000000], [237, 74, 345]]
DATA[6440, 0, [0,0,0], [-0.031612, 0.008858, 0.039859], [-0.215746, -0.235360, 10.355823], [-0.098106, -0.212961, 9.829716], [-21.000000, -82.000000, -38.000000], [238, 86, 339]]
DATA[6500, 0, [0,0,0], [-0.029474, 0.010843, 0.043830], [-0.137293, -0.215746, -0.117680], [-0.088534, -0.122034, 9.820144], [-20.000000, -84.000000, -41.000000], [237, 76, 350]]
DATA[6560, 0, [0,0,0], [-0.025504, 0.009774, -0.002749], [-0.117680, -0.215746, -0.156906], [-0.059821, -0.184247, 9.820144], [-22.000000, -86.000000, -39.000000], [240, 70, 340]]
DATA[6620, 0, [0,0,0], [-0.026878, 0.016035, -0.002291], [-0.176520, -0.294199, -0.137293], [-0.100499, -0.232104, 9.839287], [-20.000000, -84.000000, -42.000000], [244, 75, 346]]
DATA[6680, 0, [0,0,0], [-0.032070, 0.015119, 0.041386], [-0.156906, -0.235360, 10.179303], [-0.078963, -0.160319, 9.829716], [-24.000000, -81.000000, -41.000000], [238, 73, 355]]
DATA[6740, 0, [0,0,0], [-0.028405, 0.010537, 0.041539], [-0.137293, -0.137293, -0.078453], [-0.071785, -0.189033, 9.810573], [-21.000000, -87.000000, -39.000000], [235, 66, 349]]
DATA[6800, 0, [0,0,0], [-0.031765, 0.014203, -0.002596], [-0.215746, -0.156906, -0.098067], [-0.055035, -0.212961, 9.844072], [-25.000000, -83.000000, -42.000000], [236, 80, 350]]
DATA[6860, 0, [0,0,0], [-0.033903, 0.012981, -0.001069], [-0.196133, -0.137293, -0.058840], [-0.074178, -0.212961, 9.796216], [-24.000000, -82.000000, -40.000000], [241, 81, 352]]
DATA[6920, 0, [0,0,0], [-0.030238, -0.019395, -0.003665], [-0.176520, -0.156906, -0.117680], [-0.093320, -0.160319, 9.848858], [-28.000000, -78.000000, -40.000000], [246, 71, 350]]
DATA[6980, 0, [0,0,0], [-0.033445, 0.013897, -0.002596], [-0.156906, -0.215746, -0.058840], [-0.071785, -0.212961, 9.805787], [-23.000000, -79.000000, -42.000000], [240, 69, 338]]
DATA[7040, 0, [0,0,0], [-0.033445, 0.010843, -0.002902], [-0.098067, -0.235360, -0.019613], [-0.066999, -0.169890, 9.834501], [-25.000000, -89.000000, -43.000000], [233, 69, 336]]
DATA[7100, 0, [0,0,0], [-0.031918, 0.011454, 0.040928], [-0.196133, -0.176520, -0.098067], [-0.078963, -0.208176, 9.815358], [-24.000000, -85.000000, -41.000000], [238, 68, 336]]
DATA[7160, 0, [0,0,0], [-0.028558, 0.014508, -0.001985], [-0.156906, -0.176520, -0.078453], [-0.055035, -0.212961, 9.834501], [-25.000000, -84.000000, -42.000000], [240, 72, 340]]
DATA[7230, 0, [0,0,0], [-0.029932, 0.019090, -0.001833], [-0.156906, -0.235360, 10.395049], [-0.059821, -0.198604, 9.844072], [-23.000000, -84.000000, -42.000000], [235, 74, 343]]
DATA[7290, 0, [0,0,0], [-0.030543, 0.011759, 0.039248], [-0.196133, -0.137293, -0.078453], [-0.078963, -0.198604, 9.801002], [-26.000000, -87.000000, -41.000000], [238, 72, 341]]
DATA[7350, 0, [0,0,0], [-0.030696, 0.016341, -0.003971], [-0.039227, -0.254973, -0.039227], [-0.071785, -0.193819, 9.839287], [-26.000000, -87.000000, -41.000000], [238, 69, 336]]
DATA[7420, 0, [0,0,0], [-0.023671, 0.010385, 0.040775], [-0.137293, -0.196133, -0.058840], [-0.064606, -0.184247, 9.815358], [-24.000000, -84.000000, -42.000000], [242, 69, 346]]
DATA[7470, 0, [0,0,0], [-0.032529, -0.017257, -0.004887], [-0.254973, -0.254973, 10.120462], [-0.107677, -0.193819, 9.805787], [-22.000000, -85.000000, -44.000000], [241, 73, 349]]
DATA[7530, 0, [0,0,0], [-0.031612, 0.015882, 0.041844], [-0.215746, -0.176520, -0.078453], [-0.071785, -0.227318, 9.829716], [-22.000000, -89.000000, -42.000000], [241, 70, 347]]
DATA[7590, 0, [0,0,0], [-0.027336, 0.018021, -0.003360], [-0.176520, -0.215746, -0.117680], [-0.083749, -0.227318, 9.824930], [-23.000000, -91.000000, -40.000000], [237, 67, 350]]
DATA[7650, 0, [0,0,0], [-0.032223, 0.014203, -0.001833], [-0.156906, -0.176520, -0.058840], [-0.076570, -0.227318, 9.810573], [-24.000000, -85.000000, -45.000000], [239, 65, 347]]
DATA[7710, 0, [0,0,0], [-0.029932, 0.015119, 0.041692], [-0.156906, -0.235360, -0.137293], [-0.059821, -0.198604, 9.810573], [-22.000000, -88.000000, -42.000000], [237, 64, 343]]
DATA[7770, 0, [0,0,0], [-0.031460, 0.010385, -0.005803], [-0.176520, -0.117680, -0.098067], [-0.074178, -0.215354, 9.810573], [-25.000000, -90.000000, -41.000000], [239, 68, 354]]
DATA[7830, 0, [0,0,0], [-0.033445, 0.014355, 0.040164], [-0.156906, -0.215746, -0.078453], [-0.071785, -0.217747, 9.820144], [-22.000000, -91.000000, -42.000000], [239, 67, 346]]
